accelerometer_m_s2[0],accelerometer_m_s2[2]
2.2984054,-2.4587903
2.2097585,-2.5178776
2.243567,-2.495969
2.3137197,-2.4887815
2.2615755,-2.520469
2.2972038,-2.5262957
2.3078287,-2.4940615
2.3525932,-2.5017283
2.308743,-2.5437815
2.26107,-2.5500681
2.2398257,-2.5608141
2.271582,-2.5195792
2.2919905,-2.5118937
2.3160162,-2.4989147
2.337165,-2.4994113
2.3387954,-2.508998
2.2930477,-2.5294259
2.2875023,-2.518067
2.2602475,-2.550035
2.2973948,-2.5254982
2.343884,-2.4789891
0.9445961,0.030925773
1.8547094,0.3512628
2.022101,0.55356896
2.1806204,0.69108444
2.279496,0.70603263
2.2540154,0.6948766
2.2541761,0.72734284
2.2755983,0.7265736
2.2788672,0.7504869
2.2205107,0.71561635
2.2731102,0.7519019
2.283348,0.75614357
2.2862644,0.72119045
2.289507,0.7178157
2.292051,0.656424
2.2757423,0.712409
2.2312865,0.72171444
2.2776,0.7220612
2.2696357,0.7716986
2.270708,0.79798126
2.2733479,0.78533196
2.233722,0.7557902
2.193538,0.70655704
2.2366679,0.70931005
2.2885764,0.7815609
-0.05581381,-0.04825688
0.097512715,0.18995415
0.14189827,0.10278107
0.1721999,0.122031346
0.25683603,0.28631216
0.23974007,0.20685126
0.20128196,0.12279943
0.26388055,0.24937223
0.2303232,0.14962782
0.21633634,0.12195636
0.22258899,0.10903095
0.24382034,0.17764859
0.25928313,0.1467566
0.2661321,0.19080983
0.26674026,0.15185131
0.21201828,0.12378612
0.21956119,0.12132408
0.22316137,0.09756647
0.2517161,0.12484661
0.2723235,0.21430482
0.2418068,0.13250823
0.23949617,0.11512114
0.25636086,0.15536927
0.28605747,0.2850567
0.27343827,0.19889487
0.115317784,0.10540068
0.15058315,0.14172047
0.15595078,0.13628542
0.23097521,0.06695622
0.18672287,0.11262512
0.20209241,0.15339497
0.11640095,0.13552502
0.17088708,0.16158253
0.19947445,0.10112721
0.14373845,0.10713768
0.1423004,0.095180854
0.2374694,0.09164983
0.14742157,0.07876058
0.14647126,0.05010268
0.28373092,0.06378332
0.21755898,0.14942947
0.16891864,0.12220806
0.25318128,0.13357577
0.20268187,0.06513785
0.23086372,0.061240792
0.25249827,0.1318013
0.2147091,0.119656354
0.23342648,0.12605852
0.17229164,0.06873904
0.16743127,0.118839115
0.16731992,0.082385674
0.24881798,0.07878631
0.32353768,0.115361735
0.3218501,0.117147446
0.301291,0.11406018
0.34977454,0.14153728
0.34476492,0.13158989
0.3381372,0.14774483
0.34638873,0.121361494
0.342734,0.13688368
0.3747387,0.1451022
0.29986733,0.11031993
0.34836915,0.12218577
0.3487074,0.12759459
0.31944945,0.13000098
0.28659496,0.14176846
0.2599584,0.10906695
0.33199105,0.12053113
0.34209988,0.12065013
0.29663196,0.09419018
0.29861155,0.104361415
0.36177185,0.18366715
0.3173473,0.100803584
0.3347474,0.12341827
0.37951428,0.14748338
0.028221466,-0.21290782
0.12557468,-0.045516185
0.17386386,-0.06465699
0.17742321,-0.04557903
0.15058398,-0.086316854
0.17507145,-0.041546218
0.17463034,-0.040150046
0.1840685,-0.015274286
0.18172923,-0.012633339
0.20314044,0.011289567
0.16038924,-0.05945982
0.17272809,-0.014130503
0.20148483,0.0032842308
0.15930372,-0.046124496
0.18968743,-0.023467667
0.15063965,-0.0787714
0.17399848,-0.01285442
0.13893175,-0.0686149
0.18446296,-0.016345702
0.16997164,-0.060463168
0.15238526,-0.072807506
0.13733867,-0.083574265
0.1924789,0.01844798
0.19006622,-0.027400374
0.14427528,-0.09796589
-0.103007466,-0.6761775
-0.04121028,-0.7484002
0.007476121,-0.82381195
0.00044663996,-0.8046421
0.02476807,-0.8326103
-0.0047087,-0.81266093
0.006741427,-0.81615335
0.021240748,-0.83012754
-0.00062621385,-0.8050744
-0.0013707429,-0.81216884
0.0019522384,-0.8371964
-0.006011918,-0.80943537
-0.010563381,-0.82035947
0.0010266826,-0.8214896
0.005464062,-0.8384992
-0.0018603951,-0.8337199
0.020990536,-0.8378825
0.017340854,-0.83070755
0.013019666,-0.8238837
-0.0063143224,-0.8114906
-0.014561277,-0.82514673
-0.011741076,-0.8268106
0.013211101,-0.8171855
0.012534097,-0.8278016
0.012837589,-0.8128282
-0.10541266,-0.68121004
-0.033235684,-0.79652923
-0.006728694,-0.83348984
0.00065129995,-0.8456574
0.022930734,-0.8507729
0.005665876,-0.8329292
0.0025852323,-0.8508542
0.010113634,-0.8517468
0.008192956,-0.84995127
0.0068666935,-0.84462196
-0.0011957586,-0.8336999
-0.0035509616,-0.8485687
0.006897792,-0.8516953
-0.012493633,-0.8370509
-0.012747869,-0.82338333
-0.017176364,-0.8351233
0.0015627593,-0.84267205
0.008234464,-0.83945495
-0.006866634,-0.8326425
0.0127325505,-0.8684707
0.0069956407,-0.8542964
0.012115538,-0.85302967
0.009618968,-0.8464297
0.0041234493,-0.82703424
0.0030049682,-0.8522044
-0.13770051,-0.43311185
-0.17853674,-0.2844811
-0.16540337,-0.3210143
-0.16073121,-0.3365082
-0.14978676,-0.37559205
-0.17569436,-0.2895367
-0.16796823,-0.3342057
-0.17181396,-0.31412363
-0.1737148,-0.34713882
-0.17688546,-0.32330084
-0.1771237,-0.305865
-0.17060557,-0.3480676
-0.1707837,-0.35853136
-0.18202057,-0.29760194
-0.16267923,-0.3404912
-0.17510098,-0.33904874
-0.15740606,-0.3838873
-0.16998915,-0.35324788
-0.17267993,-0.3596134
-0.1759744,-0.3432445
-0.16618796,-0.3665709
-0.17128728,-0.3394962
-0.17666215,-0.3294568
-0.16554129,-0.3501768
-0.17295694,-0.3217354
0.2458547,0.057271853
0.42240983,0.208103
0.46820566,0.23149842
0.46364942,0.2549587
0.47848728,0.26839203
0.48601463,0.28362295
0.4495059,0.24655479
0.48348406,0.2789767
0.4656141,0.25657386
0.46151277,0.2596749
0.43402484,0.23406488
0.46953717,0.25243497
0.44886526,0.23353744
0.46849522,0.2556015
0.41868263,0.22512048
0.43853316,0.23427886
0.4742053,0.25438404
0.43851945,0.24131748
0.4605153,0.2545694
0.4415246,0.23546958
0.44179633,0.23545527
0.45124373,0.2584067
0.47240922,0.25810307
0.42991692,0.2215738
0.40995044,0.22189757
0.12311167,-0.17482617
0.24273843,-0.07222614
0.2760274,-0.053900823
0.27300206,-0.06389053
0.2591056,-0.064502016
0.29440695,-0.0520074
0.30006614,-0.036905356
0.30206424,-0.031701013
0.28549755,-0.05684279
0.2857491,-0.05892258
0.32239,0.016092688
0.29991218,-0.049711004
0.26803142,-0.0825797
0.28033867,-0.07982608
0.30306986,-0.042070955
0.32566586,0.01630874
0.27440143,-0.058723427
0.2606183,-0.07963264
0.28606027,-0.059350148
0.28311828,-0.07368599
0.27889118,-0.06329186
0.256827,-0.08562042
0.26865724,-0.07250972
0.25223,-0.09002433
0.24243164,-0.099579334
-0.062080905,-0.28832495
-0.046248324,-0.2411645
-0.038852237,-0.2385849
-0.039079342,-0.24527621
-0.028130658,-0.2462688
-0.042324994,-0.2408106
-0.039712124,-0.23842353
-0.044977725,-0.24520141
-0.04983479,-0.2377363
-0.05583477,-0.23675878
-0.05019667,-0.25766832
-0.054781366,-0.24255788
-0.061827317,-0.25386935
-0.059335627,-0.2502646
-0.046348743,-0.24141985
-0.054990515,-0.23529221
-0.054696135,-0.25323883
-0.06008097,-0.24497178
-0.05598265,-0.26102152
-0.052806705,-0.25793087
-0.046003245,-0.2479197
-0.05066967,-0.24908349
-0.043078773,-0.25412804
-0.04616998,-0.26151437
-0.059751466,-0.2465486
-0.07431483,-0.3114354
-0.06488395,-0.2719671
-0.07102554,-0.28523323
-0.06820773,-0.28157258
-0.081807196,-0.28437793
-0.07576356,-0.2877218
-0.07202143,-0.28532815
-0.06212053,-0.27479637
-0.067747906,-0.27981326
-0.070857264,-0.28279147
-0.07221265,-0.27507436
-0.0732914,-0.28592956
-0.07466354,-0.29031068
-0.09134634,-0.29187042
-0.084734395,-0.2963047
-0.07735364,-0.29306197
-0.0891607,-0.28980842
-0.09129137,-0.2918375
-0.08047764,-0.28851062
-0.06495139,-0.28158256
-0.07559303,-0.27815837
-0.08588812,-0.29123196
-0.089723006,-0.29840693
-0.08541333,-0.30418324
-0.09329159,-0.29435533
-4.2680035,-5.0863357
-5.4859996,-6.358574
-5.7239785,-6.6339
-5.7308784,-6.7017775
-5.735446,-6.729871
-5.673072,-6.6890707
-5.7449393,-6.753651
-5.6335874,-6.638014
-5.706988,-6.764624
-5.663753,-6.7233047
-5.6412334,-6.680029
-5.719743,-6.783574
-5.679666,-6.7709937
-5.647154,-6.721258
-5.667538,-6.7475724
-5.659741,-6.753228
-5.674058,-6.755164
-5.606341,-6.6418157
-5.691764,-6.7513003
-5.6479325,-6.7121496
-5.661283,-6.738191
-5.6969585,-6.775507
-5.6535034,-6.7131886
-5.5900702,-6.6077747
-5.6508913,-6.703158
0.7161197,-1.7027076
1.7414112,-1.681706
2.1025093,-1.4232291
2.1294596,-1.3076525
1.7662308,-1.4188467
1.807265,-1.4196874
1.8375204,-1.3854642
2.209929,-1.171482
2.0614111,-1.2277278
1.9967585,-1.2471101
2.0119967,-1.2851915
2.1010711,-1.222604
1.9928532,-1.2665994
2.0210385,-1.2735854
1.9968305,-1.2848812
1.7693297,-1.3848065
1.8872054,-1.3666904
1.9992609,-1.2995591
2.0613215,-1.2363601
1.900027,-1.3062893
2.1171699,-1.2195193
1.8638659,-1.3227681
1.9093761,-1.3524762
2.1707861,-1.2013513
1.9982548,-1.2340667
0.077674754,-1.4536256
0.48971227,-1.5321355
0.4915445,-1.4684528
0.41016075,-1.459005
0.44700226,-1.43444
0.40078798,-1.4354601
0.4579955,-1.4301237
0.39454952,-1.4507595
0.46807954,-1.4492445
0.39940336,-1.462354
0.49121758,-1.4150164
0.4200401,-1.4648438
0.5830448,-1.4509691
0.31626788,-1.516615
0.4021903,-1.5145189
0.36779976,-1.5072759
0.5024658,-1.4538647
0.36157364,-1.4890205
0.27278507,-1.5357342
0.30914685,-1.5250058
0.25641626,-1.5058186
0.46012208,-1.4439995
0.4290549,-1.4351089
0.60362655,-1.3873554
0.38005546,-1.4839253
0.22182041,-1.3847089
0.4399004,-1.5176758
0.36288768,-1.5160363
0.3022962,-1.4879181
0.30100587,-1.5016673
0.40656954,-1.4878477
0.41662788,-1.4819413
0.37417105,-1.4881536
0.36798188,-1.496228
0.33637995,-1.4895682
0.3140184,-1.5081367
0.36590603,-1.491141
0.395994,-1.4948865
0.3260786,-1.4955958
0.33337346,-1.5127063
0.37040117,-1.4877053
0.39975452,-1.4852742
0.34678257,-1.5088357
0.29952508,-1.5114217
0.34925547,-1.5006422
0.3731421,-1.5104433
0.38819772,-1.5079288
0.39371014,-1.5163546
0.32520008,-1.506084
0.35789496,-1.5162408
0.19269577,-1.3872645
0.3483354,-1.5204842
0.3233132,-1.5007696
0.30115056,-1.5020682
0.30272326,-1.5088693
0.3012105,-1.5057254
0.32981297,-1.5122607
0.3084556,-1.4976686
0.31116122,-1.5122699
0.3151251,-1.5078284
0.30027395,-1.5171995
0.31675005,-1.5165057
0.32082963,-1.5063082
0.32541823,-1.5189229
0.31767794,-1.5076978
0.3138831,-1.5074985
0.3109532,-1.4938267
0.3200412,-1.5266528
0.30692795,-1.5066291
0.3089381,-1.5129254
0.3020791,-1.5106761
0.31586972,-1.500193
0.30268905,-1.5157486
0.30260056,-1.5224177
0.31628308,-1.5043645
0.16902989,-1.4776087
0.3387131,-1.5379016
0.3145818,-1.5113602
0.29272985,-1.5086093
0.2940768,-1.5155544
0.2884332,-1.5140958
0.29137522,-1.5091379
0.29760256,-1.5170989
0.29205048,-1.5095396
0.28867266,-1.5219617
0.29374012,-1.5226011
0.30399874,-1.5198653
0.2940243,-1.5081158
0.29529643,-1.5141268
0.28960627,-1.5179026
0.2910015,-1.5237458
0.3001142,-1.5262203
0.29102853,-1.5131257
0.29260144,-1.5115819
0.30140844,-1.5199885
0.30276394,-1.5226836
0.3035428,-1.5238047
0.3003845,-1.5129933
0.293474,-1.5209155
0.3004163,-1.516645
0.20417842,-1.4874587
0.27809668,-1.5552015
0.2680146,-1.528185
0.27140516,-1.5432339
0.27231333,-1.5345027
0.2782726,-1.5255606
0.26538688,-1.5390221
0.27185506,-1.5278212
0.27521238,-1.5315711
0.27652815,-1.5257665
0.28174546,-1.5335898
0.27076918,-1.5424037
0.2754148,-1.5331861
0.27788067,-1.5301253
0.27983505,-1.5327408
0.2648582,-1.5298702
0.27915034,-1.5274818
0.27843094,-1.5417575
0.28028435,-1.52941
0.27804044,-1.5262737
0.2739781,-1.522245
0.28338993,-1.5312904
0.27147338,-1.5176487
0.27254286,-1.5229117
0.26891488,-1.5298383
0.28076386,-1.481999
0.28181964,-1.547994
0.2503246,-1.5419415
0.2469195,-1.5524068
0.24950625,-1.540193
0.24811067,-1.5507693
0.25144142,-1.5454206
0.25614864,-1.5400401
0.26229447,-1.5434686
0.25760895,-1.542098
0.26223707,-1.549996
0.2586335,-1.5474546
0.2597959,-1.5360739
0.25431556,-1.5492051
0.25912404,-1.5459431
0.25540018,-1.5379269
0.25799537,-1.5419859
0.24973153,-1.5435553
0.25670773,-1.5517423
0.25670838,-1.5350161
0.24472971,-1.5365936
0.25418323,-1.5287328
0.25630635,-1.5414976
0.25246632,-1.5370315
0.26273394,-1.5441681
-0.85083175,-7.745336
-0.29816872,-10.337889
0.43553635,-11.151846
0.80140746,-11.71186
1.0913651,-11.730262
1.272667,-11.700913
1.402354,-11.616535
1.3721776,-11.811714
1.4165723,-11.769512
1.431268,-11.78538
1.5984493,-11.40988
1.5045745,-11.652681
1.4118108,-11.884342
1.4874749,-11.7165785
1.4268317,-11.853738
1.4024608,-11.915768
1.4600203,-11.78766
1.4580504,-11.792998
1.4614482,-11.781027
1.317767,-12.122524
1.5726174,-11.523768
1.4028192,-11.918816
1.4512897,-11.810079
1.3694936,-12.007331
1.4229785,-11.880586
-1.8575679,-6.9617743
-2.3542418,-8.844145
-2.4513845,-9.18513
-2.550732,-9.54681
-2.558799,-9.513589
-2.5646427,-9.408781
-2.5549707,-9.221648
-2.6680908,-9.527768
-2.6738422,-9.463868
-2.6425707,-9.187315
-2.701431,-9.342561
-2.7370672,-9.407636
-2.7298417,-9.296092
-2.7724528,-9.3815
-2.796625,-9.492478
-2.8035166,-9.503274
-2.7704973,-9.301791
-2.807521,-9.36316
-2.7714791,-9.193669
-2.7995641,-9.225394
-2.8354053,-9.323052
-2.8489377,-9.417473
-2.8207967,-9.267836
-2.8457365,-9.357504
-2.8209457,-9.215049
-0.81078297,-5.2417955
-0.59389377,-6.8216343
-0.08962028,-7.087495
0.28485918,-7.363613
0.7515459,-7.1485844
0.87581176,-7.574032
1.0899225,-7.5565453
1.0056807,-8.085933
1.2866025,-7.69466
1.3167769,-7.8604956
1.3997256,-7.837351
1.1740456,-8.498869
1.4360008,-7.9609146
1.5450141,-7.73153
1.5086362,-7.9465303
1.609679,-7.6870337
1.5794635,-7.8285837
1.5228906,-8.032457
1.6510221,-7.6873827
1.5398107,-8.045561
1.6279672,-7.8095818
1.6070611,-7.9011526
1.6783258,-7.679537
1.6185822,-7.8517256
1.4818217,-8.262969
-2.1236265,-7.9682565
-2.525751,-10.787636
-2.3281024,-11.660853
-2.2271607,-12.154736
-1.9662483,-12.215813
-1.8186772,-12.4014
-1.6914096,-12.493141
-1.6187677,-12.61656
-1.3940834,-12.4216795
-1.4051495,-12.627573
-1.4140525,-12.756383
-1.2926279,-12.59937
-1.3402426,-12.765488
-1.4107058,-12.952085
-1.3628163,-12.876726
-1.3857763,-12.95207
-1.1575308,-12.493682
-1.2502993,-12.728695
