accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2]
-0.090050764,-0.6817576,-6.8153467
-0.0764384,-0.41241825,-6.82813
-0.090050764,-0.41241825,-6.795989
-0.051742487,-0.76411456,-6.811948
-0.06869538,-0.78010505,-6.811103
-0.051742487,-0.90105486,-6.7666235
-0.085299134,-0.90105486,-6.82419
-0.06339166,-0.47018856,-6.8177786
-0.073384926,-0.41241825,-6.82813
0.34294322,0.61436033,-8.239827
0.17589168,0.83593875,-8.267104
0.35088602,1.1475234,-8.25882
0.1935803,0.7972949,-8.267185
0.30746445,1.1475234,-8.267076
0.32912102,0.6934488,-8.256097
0.49985176,0.5558522,-8.262159
0.17708662,0.72435856,-8.2665
0.25365856,0.4997749,-8.26234
0.29409164,0.5867132,-8.265836
0.30605552,0.95737195,-8.26526
0.42687964,0.94442,-8.2656765
0.17589168,1.0712196,-8.2495
0.49985176,0.9330766,-8.257034
0.29745644,0.8097425,-8.261259
0.17589168,1.1475234,-8.265893
0.49985176,0.9075384,-8.239827
0.21421093,0.7725302,-8.262927
0.408216,1.1475234,-8.267242
0.4444644,0.4997749,-8.262175
0.27181932,0.4997749,-8.239827
0.36662185,1.0400612,-8.239881
0.34882006,0.4997749,-8.239827
0.25555778,0.4997749,-8.266072
0.35807154,0.6732591,-8.266366
0.17485383,-0.37773526,-9.514883
0.25936112,-0.27889115,-9.51361
0.14075509,-0.27889115,-9.513134
0.14041781,-0.5883021,-9.515064
0.29200083,-0.28386912,-9.513841
0.22261322,-0.44702893,-9.508595
0.12840971,-0.27889115,-9.513634
0.10906872,-0.5883021,-9.509478
0.15565425,-0.51196694,-9.514855
0.15482923,-0.56061244,-9.513894
0.2155312,-0.37237284,-9.512797
0.101124994,-0.3486419,-9.5125065
0.2663504,-0.30125174,-9.505715
0.13600978,-0.49011388,-9.514861
0.2314581,-0.4140281,-9.515173
0.29200083,-0.3935607,-9.515352
0.101124994,-0.5883021,-9.505897
0.22014502,-0.40673304,-9.505715
0.1616691,-0.33001906,-9.505715
0.101124994,-0.48120323,-9.509172
0.21009073,-0.51193285,-9.514858
0.29200083,-0.28674397,-9.515213
0.19042757,-0.41982344,-9.515353
0.15702656,-0.3357635,-9.505715
0.29200083,-0.5480765,-9.507389
0.49973646,0.53456885,-10.463516
0.28630283,0.13076633,-10.467461
0.5497281,0.17292398,-10.467194
0.2779901,0.53456885,-10.467516
0.39721164,0.25477868,-10.4670725
0.20417887,0.13290504,-10.458102
0.39204946,0.53456885,-10.461521
0.3414413,0.27047318,-10.467488
0.5497281,0.17592269,-10.466139
0.33271483,0.53456885,-10.457161
0.31395903,0.29436266,-10.457914
0.5110922,0.09966837,-10.457161
0.5464916,0.49918997,-10.467358
0.42462292,0.53456885,-10.464489
0.20417887,0.124251,-10.460005
0.37237877,0.09966837,-10.466559
0.41952774,0.36519748,-10.466945
0.5497281,0.09966837,-10.466726
0.20417887,0.30438682,-10.467496
0.5497281,0.28674567,-10.467345
0.5264853,0.53456885,-10.465864
0.23007575,0.48308945,-10.467195
0.20417887,0.1482116,-10.46544
0.5497281,0.15649366,-10.467434
0.20417887,0.15196678,-10.466646
-0.6093276,-0.05357469,-11.0995655
-0.7463053,-0.12841436,-11.097081
-0.73234683,-0.069120616,-11.098716
-0.92472106,-0.039106704,-11.096992
-0.6376375,-0.095007256,-11.096316
-0.6999707,-0.11539797,-11.099736
-0.9461052,-0.07432337,-11.092706
-0.93949926,-0.09180161,-11.099689
-0.60023516,-0.12841436,-11.099394
-0.7913218,-0.10949417,-11.092706
-0.68641365,-0.08777389,-11.097703
-0.7160748,-0.06451817,-11.099062
-0.6209971,-0.083623104,-11.097542
-0.7988153,-0.09204191,-11.092706
-0.75355023,-0.046058618,-11.092706
-0.60023516,-0.039106704,-11.099742
-0.812336,-0.039106704,-11.09966
-0.68751884,-0.076449186,-11.098172
-0.9461052,-0.058149673,-11.099672
-0.60023516,-0.090110585,-11.092706
-0.8672172,-0.08272989,-11.099541
-0.60023516,-0.11132763,-11.099072
-0.8458514,-0.039106704,-11.094857
-0.8082155,-0.12841436,-11.099319
-0.9461052,-0.102988094,-11.099358
1.2659702,-0.16918488,-11.480703
1.0566732,-0.095139235,-11.4781275
0.8388013,-0.16918488,-11.482624
1.1257474,-0.10901349,-11.483036
0.9850479,-0.16918488,-11.480023
0.9093546,-0.076332554,-11.478017
0.9117957,-0.076332554,-11.483517
1.2659702,-0.09350929,-11.483493
0.60044837,-0.10086666,-11.481779
0.60044837,-0.10748754,-11.483345
1.0179418,-0.08971325,-11.483173
1.0760049,-0.11447313,-11.478017
0.60044837,-0.16918488,-11.48189
1.0246813,-0.1476948,-11.482578
0.65159285,-0.16449004,-11.478017
0.8378425,-0.16671148,-11.480917
1.2659702,-0.098675646,-11.483515
1.257464,-0.07836074,-11.481121
0.7253458,-0.15739606,-11.483519
0.60044837,-0.13115004,-11.481894
1.2659702,-0.07965025,-11.483482
1.2659702,-0.08467463,-11.482552
0.60044837,-0.11488278,-11.483528
0.61477387,-0.09880721,-11.478017
1.0847462,-0.08356285,-11.478017
0.8868536,0.6575273,-11.702153
0.5626397,0.29323786,-11.710389
0.5626397,0.5171458,-11.710717
0.6017201,0.34157684,-11.709935
0.96118045,0.5755228,-11.702153
0.8541132,0.47811836,-11.709932
0.8758899,0.20733213,-11.709889
0.6157539,0.29881394,-11.7099285
0.9279709,0.16773564,-11.708278
1.1403387,0.16773564,-11.702973
1.1403387,0.16773564,-11.710596
0.6486186,0.6575273,-11.702359
1.0885912,0.3602383,-11.708506
0.6069809,0.6575273,-11.705389
0.80111116,0.37287575,-11.710426
0.83730054,0.18736148,-11.702153
0.6219585,0.36748165,-11.708482
0.5626397,0.16773564,-11.707838
0.9873315,0.6575273,-11.70883
1.0771255,0.5595806,-11.70947
1.1403387,0.28116933,-11.709646
0.81920207,0.3346712,-11.710104
0.83448553,0.6575273,-11.709613
0.6777557,0.42167264,-11.706813
1.1360326,0.24046293,-11.709008
0.032043517,1.7936245,-11.680555
0.5603102,2.411516,-11.675935
1.230477,1.9776669,-11.678739
1.4713154,2.5535135,-11.679952
0.79971385,2.5410383,-11.680589
1.4713154,1.7647803,-11.6805315
0.14826958,2.752715,-11.6773615
0.04773508,2.752715,-11.679292
0.3765834,2.1584876,-11.680506
0.5797324,1.6879783,-11.675935
1.4713154,1.7065821,-11.677592
0.032043517,1.9286778,-11.68061
0.057836637,2.752715,-11.680558
1.0719508,1.6879783,-11.680436
0.41569525,2.752715,-11.680604
0.51562774,2.6452541,-11.679801
0.23163576,2.3683572,-11.6806345
0.4370849,2.3438194,-11.680516
1.4060082,1.6879783,-11.67979
1.2962669,1.6879783,-11.679809
0.6730374,2.5359414,-11.680627
0.35578406,2.752715,-11.680089
1.167277,2.4599996,-11.680532
0.032043517,2.0134673,-11.680028
0.52870303,2.4509292,-11.677817
-1.5068142,2.1737819,-11.295004
-2.1703737,2.4572325,-11.292035
-1.4138488,2.4572325,-11.297702
-1.6224724,2.4572325,-11.297542
0.2882247,1.5401113,-11.290686
-1.196098,2.4572325,-11.295961
0.674585,1.2906774,-11.289247
-0.7109409,1.6198232,-11.289247
-1.7770804,2.4095595,-11.292897
-1.901696,1.1539615,-11.295659
0.34393728,1.1539615,-11.297334
-1.0784945,1.4093581,-11.297062
-1.7224385,2.2053041,-11.292238
-1.0617772,2.4572325,-11.289247
-2.2492323,1.7866048,-11.296978
-2.2492323,1.1539615,-11.297702
-1.4165425,1.9462427,-11.296689
-0.15353706,1.8760067,-11.290828
0.674585,1.5554891,-11.294184
0.674585,1.1539615,-11.294233
-0.50900996,1.1539615,-11.289247
-1.5636497,2.1723118,-11.297702
-1.5533774,2.4572325,-11.295013
-0.4262374,1.3599573,-11.295013
-1.2134657,1.1539615,-11.290894
-0.015636727,4.848882,-10.62507
-2.1902478,4.847051,-10.624924
4.4707546,4.6833715,-10.615957
-2.4049206,4.100085,-10.625699
-3.7448025,4.5551414,-10.625997
4.4707546,4.100085,-10.625935
-3.7448025,4.790934,-10.624516
-3.387331,4.541866,-10.615957
-3.7448025,4.822654,-10.625999
4.4707546,4.7986717,-10.621476
-2.772903,4.100085,-10.6256895
-3.7246463,4.8125763,-10.615957
4.4707546,4.3918357,-10.620456
-3.7448025,4.840935,-10.625663
-3.4687524,4.8434577,-10.615957
4.4707546,4.3271403,-10.624012
4.4707546,4.6422615,-10.625944
-3.2569025,4.846968,-10.625727
4.4707546,4.1654367,-10.624793
4.4707546,4.8505926,-10.624845
0.77114516,4.7294426,-10.625703
-3.7448025,4.100085,-10.623006
4.4707546,4.832622,-10.625787
4.4707546,4.319345,-10.625372
-0.95093435,4.100085,-10.621191
4.0083055,0.72363013,-9.717529
4.0083055,2.2151113,-9.653831
4.0083055,2.0581005,-9.712803
-3.4730666,1.9447883,-9.715829
3.3998046,0.7199732,-9.716746
-3.4730666,0.7199732,-9.708817
0.8141295,1.7432765,-9.653831
1.5716391,0.9529021,-9.653831
-1.7900155,1.3754703,-9.68383
-3.4730666,1.0646831,-9.680376
4.0083055,2.3205562,-9.70863
-3.4730666,1.2110106,-9.71867
1.355456,1.3676567,-9.702422
-3.4730666,1.5630486,-9.71186
1.3022547,2.2390726,-9.714684
-3.4730666,1.4291214,-9.720498
-1.9207606,0.7199732,-9.672815
0.8326776,2.11878,-9.661167
-3.4730666,2.3205562,-9.6941395
-2.9255025,1.0091847,-9.704522
-3.4730666,2.3205562,-9.7161875
4.0083055,1.0065938,-9.714369
4.0083055,0.7199732,-9.68079
4.0083055,0.93510056,-9.716574
2.8297348,1.822864,-9.689877
-1.010102,-2.4935343,-1.2674422
1.7020565,-3.931154,-1.1608577
-1.9792508,-3.931154,-1.3826969
-1.4799258,-2.4935343,-0.9857124
-1.9792508,-2.8588138,-1.3730341
-1.9604218,-3.931154,-1.4745378
1.2818037,-3.9084487,-1.2851809
-1.9792508,-2.4935343,-1.0705721
-1.486724,-2.7619576,-1.0620465
2.3408291,-3.2588763,-1.117246
-0.9353705,-3.2116055,-1.2107804
0.4416961,-3.484628,-1.3746632
-1.9792508,-3.931154,-0.9678247
2.3763862,-3.8946285,-0.9678247
-0.91010004,-3.833806,-0.97896326
-1.1007148,-2.7524192,-1.468813
0.42414737,-3.8715274,-0.9678247
2.3763862,-2.5481865,-1.4745378
1.0906811,-3.070405,-1.3972107
2.3763862,-2.930726,-0.9678247
0.8393888,-3.4990897,-1.3440883
-1.6487252,-3.0575786,-1.4745378
-0.722562,-3.1312766,-0.9678247
2.365753,-2.4935343,-1.2788625
2.3763862,-3.5234218,-1.3972033
-1.0452241,1.3169142,-10.617991
-1.9549272,0.70165807,-10.657814
1.7908065,0.9661012,-10.438292
1.7908065,0.43067062,-10.61446
-0.83128834,1.3169142,-10.550725
1.7908065,0.90036607,-10.5529375
0.37998104,0.90177757,-10.611282
1.7908065,1.219411,-10.630026
1.7217865,0.7643847,-10.66058
-1.9549272,1.3169142,-10.630116
-1.1207937,0.6202749,-10.395556
1.7211665,1.1171553,-10.627119
-0.92519546,0.8335623,-10.526445
-1.9549272,0.9231332,-10.513089
-0.20579238,0.43067062,-10.395556
-1.6347784,0.96732396,-10.438761
1.7908065,0.6760542,-10.406348
-0.34125912,0.9479266,-10.543478
-1.6537762,1.1722367,-10.650732
1.1997443,1.3169142,-10.395556
-1.4800465,1.3169142,-10.560918
-0.7422966,0.43067062,-10.643725
-1.9549272,0.43067062,-10.395556
-0.5472449,0.4949044,-10.662002
0.2578662,0.43067062,-10.5729265
-0.9678136,2.9625115,-11.600468
0.9627125,1.3962784,-11.448375
1.109126,2.1757073,-11.549736
-0.76236296,0.66692126,-11.592386
0.34733212,0.68745667,-11.581877
-0.21504894,1.0482817,-11.525541
-0.3949806,1.1977779,-11.434469
-0.10024132,2.0367033,-11.434469
0.8570589,0.66692126,-11.590128
-1.2848963,1.3052224,-11.620562
1.109126,2.6280944,-11.434469
0.785911,1.6131381,-11.611652
0.25472784,2.138446,-11.4957905
1.0750391,0.66692126,-11.613781
1.109126,0.8030067,-11.507622
-1.2848963,0.66692126,-11.618715
-1.1776223,2.633579,-11.577882
-1.018704,2.224022,-11.620531
-1.2848963,2.9534616,-11.619308
-0.9261489,1.9021014,-11.434469
1.109126,2.9625115,-11.454176
-1.2848963,0.66692126,-11.624508
1.109126,2.9625115,-11.622923
-1.2510427,2.9625115,-11.614797
0.42822433,1.4293569,-11.436868
-3.171265,-2.1769009,-11.9992485
-4.839837,-2.1769009,-11.9992485
3.0791683,-1.8272434,-12.131188
-4.525618,3.9669533,-12.130638
3.0791683,3.9669533,-12.059751
1.7461601,3.9669533,-12.052173
-4.839837,3.9669533,-11.9992485
-3.0639832,-1.5279496,-12.130832
-4.839837,3.2658331,-11.9992485
1.3973185,3.9669533,-12.115075
-0.9607476,3.9669533,-12.138544
2.7673078,-1.6770154,-12.140775
-2.6890566,-0.15577132,-12.141246
2.2202394,-2.1769009,-12.129241
-1.8034283,-1.5244836,-12.109263
3.0791683,-1.6634896,-12.113494
-4.502828,-1.2103661,-12.12751
3.0791683,-0.7062684,-12.115705
-4.839837,3.9669533,-12.128931
-4.839837,1.4368958,-12.137563
3.0791683,-1.4933424,-12.101493
-2.0167015,-1.3279461,-12.106926
-4.5810504,2.8761678,-11.9992485
-4.1325355,-2.1769009,-11.9992485
2.1626441,3.9669533,-12.106513
3.667429,4.5105553,-12.292543
3.667429,-0.11952592,-12.302599
3.5803096,-3.2406254,-12.263163
-3.806099,-1.0892798,-12.235138
-3.7141242,-4.0846276,-12.229914
3.667429,4.5105553,-12.229946
-3.806099,-2.4557233,-12.304611
-3.806099,4.5105553,-12.150064
3.1115718,0.3957943,-12.251354
-3.806099,-4.3377132,-12.302958
2.2211533,-3.960589,-12.179157
1.9454376,4.5105553,-12.24205
1.2378067,-4.646487,-12.28944
2.361309,-3.8876104,-12.301048
-3.806099,-4.646487,-12.150064
-2.486328,-4.646487,-12.226679
0.38309744,-2.4092035,-12.154262
2.3408709,4.5105553,-12.274274
3.667429,-4.646487,-12.183402
-3.806099,0.9228766,-12.262009
1.0569609,-4.646487,-12.150064
-3.806099,4.5105553,-12.304611
3.667429,3.873995,-12.227312
3.0512512,4.5105553,-12.180086
-0.44433558,4.5105553,-12.258551
-5.304845,2.279778,-11.781052
2.787023,2.279778,-11.783105
2.787023,2.279778,-11.652448
-5.4864116,-6.071758,-11.763053
-5.4864116,-4.864004,-11.652448
2.2941768,-0.96254575,-11.697604
2.787023,-5.2285733,-11.764929
-4.809824,-2.62166,-11.781249
-3.8488364,-0.4113509,-11.785087
0.642199,2.0687609,-11.7233715
0.6870096,-4.746492,-11.750579
2.787023,-4.724935,-11.727204
-5.4864116,-4.619267,-11.781816
2.787023,-5.0005374,-11.721602
-3.6402886,-5.8646164,-11.773202
-5.0940447,-4.648602,-11.700883
-5.4864116,-5.1183815,-11.652448
2.787023,-4.8882766,-11.652448
-5.4864116,-5.944115,-11.786077
2.040928,-4.5872483,-11.713578
-3.4552495,2.279778,-11.782859
-4.572173,2.279778,-11.652448
-5.4864116,-5.858198,-11.660488
-0.72397316,-5.6383295,-11.787934
2.787023,-3.9246314,-11.769626
-1.9548235,-3.7616825,-5.783865
-2.3744736,-2.6540558,-5.783865
1.7408137,-4.0630345,-6.2028384
-1.2824833,-5.2543907,-6.7283983
-0.1744155,-4.981976,-6.4779396
1.6524395,-3.8957045,-5.783865
-2.3744736,3.4458761,-5.783865
-2.3744736,2.997434,-7.930113
-1.4986626,-5.2543907,-7.6697226
1.7408137,-4.987507,-7.585433
1.7408137,3.4458761,-7.396655
-2.3744736,-4.691088,-5.922695
-2.3744736,1.8138671,-7.609659
-1.5954325,-5.1561904,-5.783865
1.7408137,-4.922927,-7.4924264
1.7408137,-1.322011,-7.8556843
-1.4857417,3.4458761,-5.783865
1.7408137,-0.54031056,-7.36456
1.7408137,3.4458761,-6.872529
-1.0599025,-4.2390714,-5.842427
-0.8022293,3.4458761,-7.930113
1.7408137,3.4458761,-7.930113
1.7408137,-1.6823856,-7.930113
-2.299624,-1.9249439,-7.930113
0.3530917,-2.0804217,-6.6681423
-1.1192667,-1.3261367,-10.467342
-1.8553994,1.7530365,-10.387871
2.0434186,0.14737606,-10.230025
2.0434186,3.7952392,-10.467342
-1.9328434,0.84494096,-10.429331
2.0434186,0.964568,-10.467342
-1.2060249,-2.9729044,-9.73609
-1.9328434,-1.652189,-9.73609
2.0434186,-2.9729044,-9.73609
0.82193875,1.2227545,-9.944971
0.3558461,-2.9729044,-10.247771
0.93337464,3.7952392,-9.73609
-0.10897398,3.1576083,-10.386403
1.7301083,2.150869,-10.467342
-0.8008199,-2.9729044,-9.73609
-0.9435703,1.443643,-9.866873
-1.9184662,-2.9729044,-9.73609
-0.36494124,0.4522601,-10.079726
-1.1565473,-2.6837964,-10.467342
0.7636909,3.7952392,-9.933385
-1.7177058,0.024011157,-10.082298
1.1789128,-2.2258751,-10.3631
-1.6843455,3.7952392,-10.211012
2.0434186,3.7952392,-10.454678
-1.9328434,3.7952392,-10.020325
-3.0961783,1.528695,-10.74697
2.1299224,2.1842175,-10.508319
-3.1693344,2.3809958,-10.750158
2.1299224,2.5366604,-10.440767
2.1299224,2.5366604,-10.65741
2.1299224,-3.2428153,-10.422684
0.31320453,0.3676535,-10.422684
-2.290177,1.9149567,-10.753196
-2.2620778,-3.2428153,-10.685597
2.1299224,-0.1192734,-10.700719
-1.1760588,-2.1980896,-10.484164
-2.912102,0.62598926,-10.729507
-0.2798389,-3.2428153,-10.499468
2.1299224,1.940943,-10.740458
-2.6647487,-2.2934754,-10.644163
-2.5731502,2.5165782,-10.666027
-1.3375452,-3.019521,-10.545496
-3.1693344,2.2715344,-10.659312
-1.8827796,-2.4471407,-10.728705
-1.4360611,2.0228484,-10.422684
1.8070605,2.339705,-10.727323
-1.6993825,1.0286754,-10.773766
-0.07333308,-3.2428153,-10.765179
-2.432966,-1.7605795,-10.422684
-3.1693344,-3.2428153,-10.654643
0.37026626,6.1301517,-10.720283
-2.1424353,-6.8214903,-10.289188
1.611059,3.6156623,-10.743887
1.611059,6.1301517,-10.203434
-2.1424353,6.1301517,-10.398608
1.4844824,4.058739,-10.404895
0.82847935,-6.8214903,-10.484351
-1.6368808,0.30125654,-10.674357
-0.7742508,-4.244396,-10.703266
-1.0257102,-6.8214903,-10.694241
0.46102232,6.1301517,-10.120155
1.611059,-5.1724563,-10.120155
1.611059,1.287657,-10.743887
-0.48054814,6.1301517,-10.743887
-1.5334443,6.1301517,-10.238204
-1.673173,-6.350526,-10.131767
-2.1424353,-5.3087544,-10.120155
-1.2888223,-6.8214903,-10.62009
1.611059,6.1301517,-10.671246
0.7194505,-6.8214903,-10.120155
-1.7542695,-6.8214903,-10.694582
1.611059,-6.5066867,-10.474466
-1.2063979,6.1301517,-10.584582
-0.69562507,4.192908,-10.43552
-2.1424353,-6.8214903,-10.659793
-2.386282,-3.8345563,-10.547712
1.3909373,-5.6295767,-10.520095
-2.386282,-5.6295767,-9.810428
-2.386282,-5.36951,-9.432529
0.21604133,5.3071547,-9.888477
-2.386282,5.3071547,-10.327739
-1.8813337,4.578998,-10.063291
-2.386282,1.4262743,-10.256091
1.3909373,1.264897,-10.499586
1.3909373,-3.4776633,-9.432529
-0.29872134,1.0542859,-10.088663
0.6922251,5.3071547,-9.579424
1.3909373,-5.6295767,-9.79014
1.3909373,5.3071547,-10.461484
-2.168636,-5.6295767,-10.225473
0.44525278,1.3668331,-10.141229
0.1279285,-2.3225095,-10.086325
-0.95252395,-4.91448,-9.432529
1.3909373,-5.278993,-10.530205
-0.26120117,-4.6239047,-10.259088
-1.9963682,-4.3795114,-10.428527
-0.002060026,-3.6156578,-9.94716
-2.386282,5.3071547,-10.540751
1.3909373,5.3071547,-10.120731
-0.9113114,5.3071547,-10.261102
0.74182516,4.708141,-9.902424
1.0067122,4.708141,-10.481808
-2.2364633,-6.219371,-10.646502
-2.0249274,-5.6244082,-10.561688
-1.5940285,4.708141,-9.902424
-1.9286888,-0.90029883,-9.902424
0.1885268,-5.7640443,-10.454917
-1.4952464,4.708141,-10.376215
1.0067122,4.708141,-10.614387
-2.0709827,4.708141,-10.489587
-2.4073822,-3.9744246,-9.902424
-2.3518732,4.708141,-10.490241
1.0067122,-6.5484796,-10.581528
-0.14402735,0.84553826,-10.344657
-1.2087879,-4.0685635,-9.902424
-1.3559687,-3.6964002,-9.945686
-1.171414,-6.5484796,-10.646502
-1.7635745,-6.5484796,-10.263093
-0.6121589,-6.5484796,-10.536775
-2.4917169,-6.5484796,-10.404952
1.0067122,4.708141,-10.233139
-2.4917169,-0.3425142,-10.342167
-0.12286696,-0.89354277,-10.613125
-1.5909321,-3.0249846,-10.137857
1.0067122,-6.141422,-10.374598
-2.4840596,5.9844193,-10.758966
-0.6383952,-6.571358,-10.370183
1.0710492,-6.167615,-10.719237
-0.066589385,5.9844193,-10.772314
-2.6678352,5.9844193,-10.299832
-2.6678352,5.9844193,-10.814586
-1.0374892,5.9844193,-10.770029
2.4017787,-6.571358,-10.674609
-2.6678352,-3.9430873,-10.687245
-1.9976711,0.57646954,-10.660987
2.4017787,5.9844193,-10.747665
-1.1188567,3.1417944,-10.580337
-2.6678352,-3.8208003,-10.773789
2.1097193,5.9844193,-10.410986
-1.5827038,-5.4382057,-10.299832
2.4017787,-3.1468368,-10.30322
-0.41106796,-5.8982058,-10.765151
-2.6678352,1.7311077,-10.415783
0.39038247,-4.489753,-10.786647
2.4017787,-6.571358,-10.813281
1.1168945,4.575754,-10.727786
1.1539774,-6.1079164,-10.299832
-1.1650193,-6.571358,-10.606348
2.4017787,3.2170446,-10.299832
2.4017787,-6.571358,-10.299832
0.98838395,-0.42964286,-9.576287
4.0594745,-2.9719195,-10.200243
3.2613592,1.3225958,-9.576287
2.2350297,2.6293635,-10.031941
1.7364237,1.5961902,-9.576287
-2.1536129,0.3344664,-9.714
2.0179403,-2.9719195,-9.7458725
3.7407722,2.6293635,-9.751444
2.5785828,2.6293635,-10.299792
-2.1536129,1.0379859,-10.299792
-2.1536129,-1.4068596,-10.299792
3.7763946,1.0981092,-9.993714
2.4279275,1.6565704,-9.630927
-1.0698446,-2.9719195,-9.960452
3.6984227,-2.290684,-9.760099
-2.1536129,-1.1961817,-9.576287
1.4959372,-1.0441223,-10.218605
3.8829207,-2.7169602,-9.839043
4.0594745,2.6293635,-10.115641
3.1895437,-2.2487853,-10.10415
2.8278902,0.85609466,-10.299792
-2.1536129,0.5916534,-9.576287
2.1732419,1.4625525,-9.869757
1.2336131,2.6293635,-10.110416
-2.1536129,-2.9719195,-10.299792
-1.2630392,-6.14245,-10.500222
1.1339388,3.8431687,-10.701291
-1.0916872,-0.71439177,-10.72101
-1.2139648,1.4770501,-10.279992
1.1339388,2.0671742,-10.679855
-2.4726093,-0.20990556,-10.481896
-2.4726093,-2.9365494,-10.501223
-2.110642,-6.14245,-10.557666
-0.018098414,-2.09525,-10.609344
-1.7360297,-6.14245,-10.387074
-2.015834,-5.9176207,-10.213044
0.1833955,-6.14245,-10.710962
1.1339388,3.8431687,-10.213044
-1.5466759,3.8431687,-10.721791
0.53257453,-6.14245,-10.564989
0.5261171,2.1064286,-10.49723
1.1339388,-4.993229,-10.226245
-2.4726093,-5.3760715,-10.636605
1.1339388,3.8431687,-10.213044
-2.4726093,-1.727761,-10.722609
-0.28640598,-1.454513,-10.561636
-0.49717945,-2.4323807,-10.213044
-1.742794,-3.092174,-10.737664
0.78224605,1.3483026,-10.363861
-1.6817037,1.9290112,-10.736416
1.5433003,-3.4692717,-10.616983
1.5433003,-6.4518375,-10.131773
-1.4866377,-9.259924,-10.616983
-1.4866377,6.0443144,-10.4839
-0.64770025,6.0443144,-10.414618
-1.4791983,-9.353591,-10.222585
-1.3267221,-9.444571,-10.316281
-0.76781917,6.0443144,-10.616983
1.5433003,0.000234433,-10.136932
-1.3670517,-9.6627245,-10.131773
1.2123734,-9.673794,-10.131773
-0.86298585,-0.9027497,-10.188565
0.40660453,-4.6939883,-10.492466
0.83499944,-1.6969495,-10.576532
1.5433003,6.0443144,-10.195593
-0.09628134,6.0443144,-10.480511
0.41305578,-9.539932,-10.426314
0.2892421,-9.448575,-10.246016
1.5433003,-4.3355703,-10.616983
-1.3342685,-9.254257,-10.509557
-1.0455856,-1.7496914,-10.536858
1.5433003,6.0443144,-10.585017
0.021035954,6.0443144,-10.131773
-1.4414504,-9.655534,-10.131773
-1.4866377,-8.295834,-10.616983
-0.3804121,-7.9249187,-10.92777
-2.656473,6.050321,-9.9109955
-2.656473,-9.498959,-10.344715
0.6997749,-8.507732,-10.108808
-1.874829,-9.9303665,-10.725007
1.2983575,-9.9303665,-10.50241
-2.1527624,6.050321,-10.391691
2.7012656,-9.870193,-10.460909
-2.526458,6.050321,-10.878577
2.7012656,6.050321,-9.9109955
2.7012656,-3.3494687,-10.405548
2.4881177,-5.65336,-10.657638
2.7012656,-9.9303665,-10.551664
2.7012656,6.050321,-10.548284
-1.0852513,-0.40564075,-10.837031
-2.656473,-7.077938,-10.914357
