gyro_rad[0],gyro_rad[2],xyz[0],hover_thrust
-0.031647377,-0.022046633,0.5616994,0.24263713
-0.04517538,-0.022046633,0.12464116,0.24264592
-0.04517538,-0.02193056,-0.02685526,0.24273854
-0.017777182,-0.021079533,0.5616994,0.24257217
0.00228296,-0.019644082,-0.014598452,0.24257217
-0.019197255,-0.018358313,-0.02685526,0.24296318
-0.04517538,-0.022046633,-0.02685526,0.24275994
-0.017022379,-0.018179677,0.39636803,0.24267933
-0.019163273,-0.018374488,0.5180284,0.24285576
-0.019610919,-0.020075433,0.5616994,0.24264455
-0.026231952,-0.019618914,0.043583423,0.24296318
-0.020734556,-0.018396616,0.5616994,0.24278826
0.00228296,-0.019373871,0.50176543,0.24270046
-0.020920448,-0.01926095,0.17943366,0.24268135
-0.0097166,-0.017407455,0.41032168,0.2427682
0.00228296,-0.017344031,0.15931189,0.24296318
-0.005373113,-0.020119533,0.41478923,0.24257217
-0.009938113,-0.017734066,0.33095148,0.24272025
-0.035303332,-0.021953642,0.5616994,0.24279046
-0.120280206,-0.014030192,-0.048417136,0.24106711
-0.120280206,-0.014030192,-0.31827718,0.24166434
0.010073263,0.003302166,-0.048417136,0.24135268
-0.120280206,-0.012572676,-0.43866757,0.2414896
-0.024216652,-0.007288925,-0.15154731,0.2410218
-0.02067615,-0.006627128,-0.43375325,0.24141534
-0.010847196,0.003302166,-0.42888665,0.24124855
-0.05910147,-0.006874487,-0.38233563,0.24155037
0.010073263,0.003302166,-0.39555436,0.2410218
-0.09390408,-0.008767933,-0.24258766,0.24147633
-0.006723881,1.57E-05,-0.43979353,0.24125901
-0.07157404,-0.00813593,-0.40255955,0.24130102
0.010073263,0.003302166,-0.23485374,0.24146955
-0.060655266,0.000652134,-0.22628948,0.24133252
0.010073263,0.003302166,-0.3125884,0.24112977
0.010073263,0.003302166,-0.048417136,0.24134119
-0.0434467,-0.005073607,-0.048417136,0.24158382
-0.120280206,-0.014030192,-0.3214112,0.24164414
0.010073263,0.003283791,-0.048417136,0.24166434
-0.106309354,-0.01077801,-0.42826957,0.24104013
-0.120280206,-0.014030192,-0.048417136,0.24143785
-0.071009286,-0.007194944,-0.36227614,0.24158697
-0.024804793,0.000355862,-0.3946102,0.24139433
-0.120280206,-0.014030192,-0.26758397,0.24150537
-0.120280206,-0.013465568,-0.36349264,0.24153669
0.012151402,-0.00230945,0.004022345,0.2426286
0.019037008,0.000300922,0.3472708,0.24290438
0.038988452,0.002447432,0.02097489,0.24289665
0.03181898,0.002447432,0.10750371,0.2428307
0.034149893,0.001461998,0.03239937,0.24211542
0.038988452,0.002447432,0.49722052,0.24211542
0.026299648,0.00052578,0.35120136,0.242904
0.038988452,0.002447432,0.49722052,0.2422745
0.030691855,0.002447432,0.072335236,0.24270979
0.036786832,0.00167881,0.49722052,0.24242103
0.012151402,-0.00230945,0.49722052,0.24246117
0.022850111,-0.00230945,-0.004404537,0.24290389
0.032710887,0.001075,0.20313108,0.24220556
0.012151402,-0.001322329,-0.010341123,0.24234068
0.038988452,0.002447432,0.008854412,0.24286753
0.012151402,-0.00230945,0.27709672,0.24211542
0.023899756,0.000922695,0.3623256,0.24211542
0.03309252,-0.00230945,0.49722052,0.24248976
0.020588808,0.001285709,0.055924002,0.24212393
0.026374318,-0.001187876,0.068995275,0.24211542
0.012151402,-0.00230945,0.08040471,0.24290438
0.022750162,-0.00230945,0.08210471,0.24290438
0.012151402,-0.000684381,0.22048858,0.24248031
0.038988452,0.001232214,-0.010341123,0.24253556
0.038988452,-0.00230945,0.49722052,0.24218047
0.035294898,-0.04997828,-0.53067195,0.24285376
0.058918126,-0.04199121,-0.5164616,0.24285376
0.019713849,-0.03753612,-0.58341956,0.2431937
0.08692687,-0.040809855,-0.5806951,0.24325377
0.035232194,-0.041324917,-0.12031287,0.24325377
0.023086652,-0.05209003,-0.48442674,0.2430046
0.043587215,-0.044827573,-0.5194356,0.2430612
0.017876737,-0.04534766,-0.54850847,0.24285376
0.045087405,-0.046422794,-0.60446966,0.24325377
0.08943134,-0.049998447,-0.49828196,0.2432134
0.017876737,-0.03753612,-0.5172045,0.24325377
0.09963984,-0.04257498,-0.24456498,0.24305934
0.10012162,-0.047140785,-0.5162761,0.24318492
0.017876737,-0.03753612,-0.5560803,0.24285774
0.05772359,-0.038214155,-0.12031287,0.2429654
0.10012162,-0.048487138,-0.511898,0.24309698
0.10012162,-0.049226087,-0.5382414,0.24285376
0.017876737,-0.037772514,-0.12031287,0.24299179
0.08869148,-0.05209003,-0.5386987,0.24285847
0.10012162,-0.050031085,-0.12031287,0.24285376
0.10012162,-0.04664304,-0.12031287,0.2431597
0.09018896,-0.038840525,-0.53144866,0.24307072
0.017876737,-0.043367796,-0.5955859,0.24325377
0.07059891,-0.03753612,-0.6155371,0.24315023
0.07629206,-0.05209003,-0.4672739,0.24325377
-0.02744305,-0.02410271,0.12441164,0.24509138
-0.04523581,0.015421979,0.7448238,0.24534881
-0.03609264,-0.02410271,0.67032605,0.24512035
-0.027836412,-0.010916509,0.749503,0.24534881
-0.03213966,0.026483923,0.12441164,0.24525097
-0.02744305,-0.017288983,0.78207934,0.24511668
-0.04139169,-0.008180231,0.70129746,0.24527356
-0.028082043,-0.02410271,0.67909986,0.24534881
-0.061311834,0.044318408,0.76595885,0.24534881
-0.02744305,-0.004876375,0.6885156,0.24531364
-0.04731649,-0.021102488,0.7089948,0.24534881
-0.061311834,0.02719675,0.6838137,0.24509987
-0.041905474,0.007889442,0.12441164,0.24516186
-0.05233298,0.044318408,0.12441164,0.24509138
-0.04158939,0.044318408,0.70440865,0.2451011
-0.05480221,0.028285652,0.52289647,0.24519405
-0.02744305,-0.02410271,0.7045674,0.24532908
-0.061311834,0.044318408,0.18997134,0.24523804
-0.02744305,-0.023495711,0.7013692,0.24517626
-0.04885731,0.017581135,0.7782877,0.2450993
-0.061311834,0.044318408,0.7160198,0.24534881
-0.034187682,0.034911737,0.46423823,0.24522352
-0.05245432,0.044318408,0.69686466,0.24519756
-0.061311834,0.044318408,0.53040594,0.24526027
-0.048894204,-0.018924028,0.12441164,0.24511176
0.10716143,-0.046970222,-0.79444623,0.24509007
0.10716143,-0.05515848,0.3901214,0.24513641
-0.1830357,-0.018429302,-0.67200094,0.24535319
0.0308903,-0.040898234,0.3901214,0.24534202
0.10716143,-0.05515848,-0.5396061,0.24515468
-0.13045406,-0.04597619,-0.6165566,0.24535319
-0.21521434,-0.019422635,-0.5136475,0.24535319
-0.21521434,-0.012824943,-0.7512576,0.24518493
-0.21521434,-0.012824943,-0.7954744,0.245224
-0.14098829,-0.025145113,0.32912806,0.24515462
-0.18582354,-0.023011848,-0.7823749,0.24526498
0.10716143,-0.05515848,0.3901214,0.2452316
-0.21521434,-0.029835686,-0.46533448,0.24509007
0.046974942,-0.046246085,0.27818918,0.24532524
-0.07964565,-0.014173791,0.24096924,0.24535319
-0.17395203,-0.019651592,-0.559577,0.24514121
-0.21521434,-0.012824943,0.3901214,0.24516174
0.03549373,-0.03862879,-0.8221803,0.24521536
-0.21521434,-0.012824943,-0.74388975,0.24519688
-0.07636315,-0.04014292,0.3901214,0.24524826
0.10716143,-0.05515848,-0.33846247,0.24535319
0.10716143,-0.05515848,-0.7989906,0.24516997
0.004024498,-0.012824943,0.3901214,0.24509007
0.038022146,-0.05515848,-0.80772775,0.24518296
0.0729796,-0.053671233,-0.42763114,0.24514964
-0.055410553,-0.029489465,0.06553256,0.24522367
0.051315874,-0.07236916,0.33321777,0.24534577
-0.004104242,-0.03946358,0.35805348,0.24527916
0.04580304,-0.07236916,0.36660853,0.24531126
0.051315874,-0.07236916,0.13452807,0.24531463
-0.10038705,-0.010980375,0.36660853,0.24554613
-0.13983609,0.020612588,0.36660853,0.24530357
-0.009079874,-0.05860059,0.061693832,0.24554613
-0.0712978,-0.020258285,0.07312445,0.24544051
-0.18482167,0.020612588,0.16902345,0.24532393
0.04099381,-0.04420603,0.09957524,0.24544984
-0.13052672,0.014511399,-0.15434834,0.24522367
-0.18482167,0.020612588,-0.15434834,0.24522367
-0.018700853,-0.053719096,-0.15434834,0.24522367
0.051315874,-0.062739566,-0.15434834,0.24526823
0.03300029,-0.023397744,0.2953208,0.2454127
-0.14150539,-0.000156179,0.08805522,0.2454912
-0.003486186,-0.04127266,0.36660853,0.24528265
0.051315874,-0.07236916,0.11547446,0.24546742
0.03606385,-0.07236916,0.14992148,0.24533212
-0.18482167,0.01418554,-0.15434834,0.24542242
-0.1003607,0.000424482,0.34157375,0.24534878
-0.16396675,0.001936369,0.15407854,0.24554613
-0.18482167,0.020612588,0.030894198,0.24554613
-0.045913838,0.003742479,0.07639885,0.24542516
-0.17273751,0.014019826,-0.53586596,0.24680835
-0.35994625,0.014019826,-0.5409523,0.24675187
-0.26086697,0.001267791,-0.57501745,0.24684343
-0.005934432,-0.024238596,-0.7096901,0.24687588
-0.005934432,-0.024238596,-0.5373134,0.24687615
-0.35994625,-0.004027106,-0.70966953,0.24687871
-0.092672534,-0.014177538,-0.7096901,0.24690844
-0.005934432,-0.004295759,-0.5431811,0.24682981
-0.27220544,-0.005689845,-0.5208609,0.24690844
-0.35774907,-0.008125052,-0.69823384,0.24675772
-0.16579741,-0.011078142,-0.5270592,0.24688193
-0.35994625,0.010249242,-0.7096901,0.2466005
-0.042578816,-0.005521402,-0.5283425,0.2466005
-0.017859943,-0.024238596,-0.5544013,0.2466005
-0.10111645,0.001341716,-0.5375722,0.24676496
-0.35994625,0.001329526,-0.5114521,0.24681818
-0.22549838,0.014019826,-0.7096901,0.2466005
-0.005934432,-0.024238596,-0.562445,0.24690844
-0.35994625,0.014019826,-0.6423614,0.24673724
-0.30233487,0.007950172,-0.5167545,0.24684381
-0.005934432,-0.024238596,-0.6728954,0.2466005
-0.35994625,0.010885082,-0.64340687,0.24690844
-0.22092178,-0.009396859,-0.55200994,0.24671999
-0.317092,-0.012298845,-0.65217924,0.24663404
-0.17007454,-0.006779581,-0.5500564,0.2466005
-0.23656218,0.20239958,0.14411364,0.24573031
-0.12797062,0.15810579,0.4358443,0.24563748
-0.23656218,0.20119643,0.16883567,0.24583036
-0.23656218,0.16348448,0.18243842,0.24617007
0.10972734,0.18745321,0.4358443,0.24607664
0.042678468,0.15810579,0.1780434,0.24601865
-0.026210003,0.17071679,0.4358443,0.245893
-0.23656218,0.19259086,0.14411364,0.24567705
-0.014738284,0.15810579,0.20586142,0.24563748
0.10972734,0.16760918,0.22326045,0.24610606
-0.13084745,0.16565397,0.15247439,0.24617007
-0.13453507,0.15810579,0.4358443,0.24563748
0.058000304,0.19119021,0.19219682,0.24582443
0.07874309,0.18858284,0.27133942,0.2460441
0.10972734,0.19008267,0.4358443,0.24598327
0.10972734,0.16625577,0.4358443,0.24588963
-0.04368985,0.20239958,0.28707272,0.24617007
-0.00630264,0.15810579,0.14411364,0.24617007
0.09176455,0.20239958,0.20523044,0.24594215
-0.12044421,0.1822012,0.4358443,0.245996
-0.23656218,0.20239958,0.1790337,0.24593115
-0.23656218,0.1787543,0.4012274,0.2458022
-0.13396347,0.16876173,0.4358443,0.24563748
-0.23656218,0.1734007,0.2508091,0.24576885
-0.10454517,0.17753673,0.19288254,0.24617007
0.28282034,0.103300795,0.022437602,0.24642155
0.3039414,0.10580716,0.13881148,0.24632344
-0.08544461,0.10938399,0.0857618,0.24623121
0.3039414,0.105214424,-0.019658722,0.2463992
0.18656033,0.10502652,-0.019658722,0.24642155
0.3039414,0.103300795,0.08801863,0.24642155
0.18723151,0.105008416,0.036703937,0.24614498
-0.08544461,0.11197966,-0.019658722,0.24622074
-0.00196667,0.11197966,0.15538287,0.24628374
0.3039414,0.103300795,0.052364644,0.24614498
0.112692945,0.11197966,0.14229502,0.24623191
0.2811467,0.103300795,0.12329674,0.24614498
-0.08544461,0.10470087,-0.019658722,0.24642155
0.12872946,0.10467193,0.07235874,0.24616574
-0.057043843,0.10878942,0.08659553,0.24636598
0.061887823,0.10842637,0.15538287,0.24616075
-0.08544461,0.10730336,0.09298568,0.24614498
0.27767867,0.10986794,-0.019658722,0.24632744
0.3039414,0.11197966,0.12532607,0.2462978
0.03950075,0.11027489,0.15438455,0.24632731
-0.010005705,0.110162415,0.15538287,0.24625118
0.3039414,0.10910667,0.13834703,0.24630763
-0.08544461,0.106780685,0.14294246,0.24614498
0.3039414,0.110516034,-0.019658722,0.24637814
-0.050672587,0.109482236,0.113951236,0.2462749
0.44147414,0.10208811,-0.15887688,0.24604161
0.5857878,0.09841095,-0.09115991,0.24622728
0.5857878,0.10325302,0.013603538,0.24625303
-0.07897064,0.10716608,-0.058102325,0.24611327
0.048618212,0.10308173,-0.17331907,0.24633712
0.5857878,0.10716608,-0.000674456,0.24585626
0.5086153,0.10046139,0.013603538,0.24592996
0.5857878,0.09894587,-0.028683156,0.2460584
0.07240994,0.1038928,0.013603538,0.24584843
0.09679367,0.101745546,-0.05658237,0.24586697
0.5857878,0.10282825,-0.13150793,0.24633712
-0.009358585,0.098735645,-0.17331907,0.2461957
0.49938834,0.09904967,-0.047638983,0.24611641
-0.030413218,0.10262482,-0.006644197,0.24598801
-0.07897064,0.10716608,-0.14237177,0.2461212
-0.000228748,0.10670495,0.013603538,0.24610606
0.5857878,0.10099219,-0.046572685,0.24583763
0.12709665,0.1001526,-0.17331907,0.24633712
0.010500826,0.10579392,-0.17331907,0.24626815
0.058235213,0.10087192,-0.024324,0.24583763
-0.024441436,0.10654952,-0.17331907,0.24622892
-0.07897064,0.1013713,-0.02477403,0.24587783
0.5857878,0.09841095,-0.031674877,0.24583763
0.5857878,0.09841095,-0.17331907,0.24633712
-0.036520883,0.106543705,-0.024799518,0.24588981
-0.004986644,0.20025328,0.053992614,0.24703133
-0.09999657,0.20794319,0.006499596,0.24706179
0.20707753,0.20562299,0.0333739,0.24686112
-0.13288352,0.20051889,0.04686299,0.24709365
0.30814338,0.22597447,-0.030116752,0.2470778
-0.13603917,0.20736052,0.03036587,0.24693605
0.30814338,0.22597447,-0.03500621,0.24684945
-0.13726857,0.20289259,-0.033928074,0.24689129
-0.11594335,0.20025328,-0.010885067,0.24702266
-0.1468921,0.22597447,0.032863967,0.24685764
0.045762658,0.21709652,0.028706223,0.246992
-0.1373544,0.22145535,-0.009209715,0.24699983
-0.14524424,0.20654704,0.01710222,0.24709004
0.11625022,0.21172757,0.053992614,0.24695398
0.30814338,0.20785554,-0.03500621,0.24684945
0.21916059,0.22597447,0.053992614,0.24690408
0.15583682,0.20563404,0.040481947,0.24708553
0.0860305,0.20025328,0.037052535,0.24709365
0.06307189,0.22597447,0.017449051,0.2469864
-0.008312024,0.2080229,0.046069868,0.24698123
-0.13465036,0.22148468,-0.00756637,0.2470008
0.000900701,0.20025328,0.046082273,0.24701703
-0.10061706,0.22597447,-0.012318082,0.24707039
0.21948946,0.2094344,-0.033232167,0.24684945
0.30814338,0.20682962,-0.03500621,0.24685964
-0.25545666,0.06278577,-0.056629978,0.24889024
-0.3193419,0.058246266,0.042646125,0.24906886
-0.32553422,0.065446325,-0.056629978,0.24892451
0.25035393,0.05940836,-0.041880853,0.24893165
0.25035393,0.058246266,-0.056629978,0.24887562
-0.412952,0.065239914,0.02028026,0.24897757
-0.19384865,0.06382657,-0.056629978,0.24905916
-0.38639772,0.06376941,0.008073412,0.24906886
0.15163733,0.06032092,0.014545802,0.2488111
-0.3846792,0.058246266,0.056857444,0.2488111
-0.38832396,0.062213235,0.009823255,0.24887958
0.25035393,0.058246266,0.04805681,0.24888308
-0.3141055,0.058246266,-0.056629978,0.2488111
-0.35406607,0.066588126,0.023712717,0.24906886
-0.43045247,0.066588126,0.029517852,0.24900526
-0.41242748,0.06619511,0.023148254,0.24892609
-0.33699226,0.066588126,-0.015065029,0.2488111
0.25035393,0.061455093,0.058592163,0.24906886
-0.41648132,0.06535027,0.058592163,0.24906023
0.16955893,0.06020177,-0.056629978,0.24895643
0.25035393,0.058246266,0.0444894,0.24900235
0.25035393,0.058246266,0.00892631,0.24900295
-0.40271777,0.066588126,0.058592163,0.2488111
-0.40363008,0.066588126,-0.056629978,0.24891382
-0.3307166,0.06559593,0.058592163,0.24887675
-0.157049,-0.031088619,0.13224462,0.24890953
-0.157049,-0.045506753,0.10085887,0.24909061
0.19211063,-0.031088619,0.13224462,0.24891001
0.18102089,-0.03341806,0.13224462,0.2489134
-0.157049,-0.055197544,0.03513679,0.2489036
-0.033759233,-0.061819073,-0.04463003,0.24916457
-0.157049,-0.050100237,0.13224462,0.24888213
0.25825137,-0.040321805,0.043850735,0.24888213
0.06377,-0.07033424,-0.039640702,0.24892372
-0.157049,-0.045518722,-0.04021903,0.24909875
-0.00211183,-0.031088619,-0.015140772,0.24891567
0.24287012,-0.03563354,-0.033307098,0.24891883
0.25825137,-0.057900466,-0.02971407,0.24916457
0.22546893,-0.041656673,-0.049304776,0.2489582
0.15970105,-0.0549597,-0.045203462,0.24910137
0.16073969,-0.052848082,0.120762326,0.24906656
-0.157049,-0.07033424,-0.038222328,0.24916457
0.16532889,-0.041366413,-0.042665012,0.2491064
-0.03623711,-0.031088619,0.13224462,0.2489832
0.25825137,-0.07033424,-0.04105313,0.24898693
0.1966483,-0.07033424,-0.038076736,0.24908051
0.0540308,-0.03659013,-0.05126352,0.24901089
-0.0455461,-0.07033424,-0.04583197,0.24916457
0.25825137,-0.067267045,-0.036751784,0.24916457
0.015697934,-0.031088619,-0.03891574,0.24911183
