gyro_rad[0],gyro_rad[1],gyro_rad[2]
-0.005679004,-0.052869342,0.03209023
0.0044561923,-0.049348228,0.039450623
0.009642996,-0.046727546,0.0462429
0.0005890131,-0.04773595,0.039746143
0.006057754,-0.04876841,0.042433828
0.003489703,-0.0502379,0.039925035
-0.004836306,-0.04978595,0.03165134
-0.0019104555,-0.054284446,0.030988779
0.0013705343,-0.051175423,0.033592843
0.0018551126,-0.049560852,0.0370093
0.0010139495,-0.05162766,0.038146086
-0.0034464076,-0.054483525,0.03404727
-0.0010968149,-0.05264119,0.034109194
-0.0036236122,-0.054575197,0.030927297
9.834021e-05,-0.04910796,0.03452659
0.0046114475,-0.0482836,0.039153315
0.0074698776,-0.04874713,0.043291375
0.025852736,-0.0076307207,0.00876904
0.012910433,-0.019437842,0.011459287
0.0128043,-0.017503388,0.015774341
0.013030089,-0.019835696,0.016422324
0.011539273,-0.013837025,0.017190844
0.009067319,-0.0066464096,0.019299481
0.010652438,-0.0066689476,0.021587731
0.010942444,-0.0076105446,0.020483587
0.011561289,-0.0042800754,0.021140868
0.01262939,-0.004383877,0.022175979
0.0068829134,-0.007068537,0.01568989
0.0058098063,-0.0014399588,0.019103633
0.0059554055,0.0018701106,0.02066404
0.005037375,0.0014555305,0.019361034
0.0071905404,-0.0027024597,0.020230781
0.011113793,-0.0020742342,0.024162728
0.007262595,-0.0035849735,0.019340023
0.005704686,-0.0036173016,0.017919702
0.0075509325,0.0019667447,0.022587046
0.0072491467,0.0002604425,0.020944936
0.005991906,-0.00033178926,0.019559482
0.0020738244,-0.001402773,0.017786749
0.0067122504,-0.0019380674,0.021804966
0.009092674,-0.0020255893,0.022718456
0.0076052696,-0.0013989955,0.02070174
0.026450973,-0.016636051,0.0113007715
0.010611385,-0.04408802,0.001986429
0.0004030615,-0.06090793,-0.018022422
0.010056816,-0.038462803,-0.00643525
0.010155104,-0.036479756,-0.0057650087
0.010107294,-0.03617072,-0.0075024767
0.011826143,-0.02999822,-0.004540113
0.015085556,-0.024528429,0.002219242
0.015313745,-0.024188071,0.004296483
0.014685668,-0.026976332,0.00266222
0.012135729,-0.029904075,-0.0021114005
0.010430165,-0.02953484,-0.007032492
0.014525317,-0.025158785,-4.7653913e-05
0.010139734,-0.035938606,-0.010931368
0.014675163,-0.028050065,-0.0055918107
0.009208418,-0.031451605,-0.013282132
0.01114282,-0.027133785,-0.0066102287
0.0071887746,-0.02673608,-0.009586017
0.006898135,-0.027427897,-0.013477239
0.010128245,-0.028349318,-0.011834773
0.015270233,-0.024610892,-0.0021387255
0.017952248,-0.019553855,0.0061985194
0.015058957,-0.024984732,0.001801325
0.012465216,-0.026421957,-0.0002719164
0.00844188,-0.028329805,-0.00946278
0.036614507,0.001977943,0.0010900078
0.023725778,-0.01840385,-0.016820692
0.025965944,-0.01852768,-0.026403483
0.030565128,-0.01009275,-0.016099129
0.03300627,-0.0071006194,-0.014732829
0.029854473,0.0009024218,-0.039978366
0.030661143,0.00013358891,-0.027785543
0.030832347,0.00346151,-0.030664455
0.031111337,0.003957242,-0.024577469
0.02988099,0.004588984,-0.022545863
0.027796432,0.0037553161,-0.028131887
0.027167812,0.004185438,-0.031702686
0.02714106,0.004400775,-0.031567615
0.030024085,0.0077523515,-0.024094991
0.030081693,0.0060595647,-0.02815592
0.031527594,0.0050839856,-0.021542635
0.03245757,0.0052281395,-0.017134294
0.032941088,0.0003433898,-0.01702879
0.03158447,0.0019034147,-0.015980449
0.027716175,0.001989618,-0.025528036
0.02889638,0.0024556816,-0.026322294
0.029071793,0.0017631277,-0.02780145
0.02980499,0.0028256327,-0.020531915
0.02730168,0.0030911565,-0.025596898
0.028309993,0.0043481216,-0.017527938
0.00865566,0.0180552,0.02286472
-0.011602484,0.014135279,0.024145275
-0.01930444,0.021312468,0.024088377
-0.022987962,0.029999673,0.026565151
-0.021354385,0.038623262,0.03098455
-0.02163256,0.041583266,0.033155233
-0.02596771,0.04157166,0.028844178
-0.024383165,0.043245275,0.029888073
-0.026129127,0.04576566,0.03188233
-0.020627052,0.048295967,0.035907384
-0.022956803,0.047691498,0.035725843
-0.021227725,0.04753045,0.036946323
-0.027566224,0.04851726,0.034837358
-0.023191705,0.052658107,0.038151205
-0.019186437,0.051877223,0.041676648
-0.023243718,0.048058983,0.0372692
-0.023583576,0.04626307,0.033631172
-0.024669431,0.047881708,0.033699
-0.023931377,0.045379497,0.032881364
-0.022176534,0.048880473,0.037485383
-0.01924073,0.048565462,0.037264295
-0.017394945,0.047116555,0.03804701
-0.020606808,0.04571164,0.036940157
-0.02266103,0.049075,0.036058564
-0.024132073,0.04644319,0.035193797
0.02193284,-0.016076908,-0.022912277
0.0065259337,-0.04055474,-0.051152013
0.006396003,-0.043577828,-0.055582322
0.008028686,-0.04027074,-0.06041413
0.008020505,-0.03781957,-0.062467996
0.008575402,-0.03531286,-0.063105196
0.007928215,-0.03680887,-0.05695406
0.009330422,-0.034445584,-0.057625245
0.010188073,-0.034609593,-0.055098966
0.009455487,-0.036208116,-0.057467747
0.0103653595,-0.037739433,-0.058072407
0.008968078,-0.03666676,-0.059819993
0.0063594505,-0.034710072,-0.062303606
0.009693585,-0.034716196,-0.059014376
0.010365419,-0.03255467,-0.05352026
0.009782478,-0.035003148,-0.056110717
0.009352669,-0.039490364,-0.059566077
0.011309661,-0.03635847,-0.05918214
0.01247631,-0.035930462,-0.061275695
0.010548368,-0.034302354,-0.062367518
0.01229275,-0.034354873,-0.062005457
0.013849236,-0.0333075,-0.06450183
0.011726655,-0.037404053,-0.06364815
0.011598356,-0.03378585,-0.05795043
0.010982342,-0.031528376,-0.06303216
0.049636904,0.16751501,-0.030463533
0.034259703,0.2223566,-0.044504758
0.020438068,0.23357967,-0.052221425
0.015454479,0.22723377,-0.057599504
0.011612967,0.20425344,-0.061067846
0.011421718,0.20940022,-0.0643325
0.012955844,0.21854812,-0.06928892
0.011864275,0.22782087,-0.07074175
0.011290558,0.21103245,-0.06604525
0.01312314,0.21540882,-0.069112845
0.012680717,0.21501616,-0.06931435
0.012113646,0.22153863,-0.06710773
0.012006387,0.21702233,-0.06910306
0.0122400075,0.20334527,-0.06718353
0.011749744,0.22827342,-0.0701513
0.010986306,0.2154043,-0.06916497
0.011144556,0.22979926,-0.070598334
0.009775288,0.22617173,-0.07073488
0.0104705915,0.20529744,-0.06904761
0.012794614,0.22173831,-0.06862168
0.012157887,0.25541994,-0.068671234
0.010222942,0.23946069,-0.071782045
0.010492265,0.24646199,-0.07052388
0.009446621,0.22528692,-0.07082676
0.009372041,0.20644349,-0.06895555
0.02627188,0.13830724,0.042657252
0.0060827658,0.16173613,0.058581
-0.0052725896,0.17411904,0.06469711
-0.009276584,0.17616892,0.06942205
-0.011173658,0.17977381,0.06913676
-0.013729408,0.16897877,0.064765856
-0.013003387,0.1646555,0.063122
-0.01324892,0.16550276,0.061402105
-0.01445242,0.17981467,0.0639823
-0.014361806,0.17790447,0.06533004
-0.013203964,0.1713393,0.06370525
-0.013811037,0.1712575,0.06264228
-0.0114779025,0.1696167,0.06563945
-0.010567665,0.16889542,0.064315826
-0.010815769,0.17562833,0.06668863
-0.010445394,0.1878584,0.07098515
-0.010842212,0.17967078,0.07172505
-0.010513954,0.17537838,0.06775718
-0.008685596,0.16227868,0.062767394
-0.008666955,0.16569944,0.06455557
-0.011605553,0.17783508,0.0684004
-0.012183122,0.17669435,0.066898905
-0.010763757,0.16940044,0.06423805
-0.0116949305,0.16738634,0.062184904
-0.0098473355,0.16432579,0.061233357
0.07287951,0.07838634,-0.058754824
0.07121847,0.07372725,-0.081030086
0.06530826,0.062791504,-0.08112153
0.068781696,0.06628947,-0.08784522
0.07283835,0.06467828,-0.09243121
0.071546696,0.058777925,-0.09443958
0.0731563,0.058474496,-0.097543
0.07158059,0.05677256,-0.09495577
0.07018376,0.05624217,-0.092755206
0.07363396,0.06112638,-0.09587097
0.07392489,0.06140855,-0.099440955
0.074216366,0.059789646,-0.09704226
0.08175759,0.06097672,-0.113544434
0.076407716,0.05800799,-0.10155977
0.07125378,0.055475075,-0.09656848
0.07160823,0.058995605,-0.09609685
0.06954862,0.05750616,-0.09345392
0.07041419,0.063399,-0.09273908
0.07530294,0.06541527,-0.10003338
0.082396545,0.06559214,-0.10862781
0.078302376,0.060293294,-0.103499144
0.070473336,0.054016244,-0.093153425
0.072481915,0.05617422,-0.095767014
0.08131852,0.061545745,-0.112152494
0.084496036,0.06286059,-0.11135228
-0.031038672,-0.028999008,0.025798272
-0.059696354,-0.06263384,0.020798156
-0.06666323,-0.06854102,0.01717691
-0.065955274,-0.068903804,0.01609197
-0.0677701,-0.074524894,0.012815753
-0.06368891,-0.06853314,0.012649361
-0.060335733,-0.060458243,0.013730342
-0.06253081,-0.06369385,0.015234192
-0.06431613,-0.06778255,0.015985966
-0.06529906,-0.07057296,0.014420135
-0.06267781,-0.06482428,0.015436451
-0.060971417,-0.06312211,0.0145484125
-0.063732035,-0.06519787,0.0138964215
-0.060597993,-0.05762261,0.013820549
-0.06262136,-0.062070996,0.015337713
-0.06551414,-0.062586546,0.01501601
-0.06295531,-0.065140456,0.014990704
-0.06233292,-0.06343925,0.015277479
-0.059500374,-0.059233427,0.015039228
-0.059814878,-0.06051299,0.015107492
-0.06199535,-0.0597073,0.015215725
-0.06384479,-0.06268354,0.014403668
-0.064176686,-0.06268597,0.015342835
-0.065745495,-0.06633216,0.013180747
-0.067732476,-0.067110315,0.01340993
-0.12505144,-0.13768317,-0.03287369
-0.15062237,-0.16145395,-0.061498463
-0.16108376,-0.16211905,-0.07792991
-0.163781,-0.15589656,-0.08438779
-0.1607573,-0.15142338,-0.08299425
-0.15754534,-0.14719938,-0.08316291
-0.16454318,-0.15072648,-0.08574213
-0.17109193,-0.15289438,-0.08849476
-0.16306129,-0.15106484,-0.086285494
-0.16911855,-0.15877038,-0.08858147
-0.16101614,-0.1509743,-0.08704981
-0.16446725,-0.15321901,-0.08706625
-0.16105825,-0.14986448,-0.08548312
-0.16398905,-0.14672747,-0.08490812
-0.16507672,-0.14863168,-0.0837146
-0.16025616,-0.14609884,-0.08286566
-0.15321355,-0.1432883,-0.08191423
-0.15675238,-0.14628188,-0.08137348
-0.16571978,-0.15233171,-0.08424656
-0.16117728,-0.15179272,-0.08516269
-0.15333664,-0.146726,-0.08307127
-0.15399784,-0.14598551,-0.08196006
-0.17444736,-0.14592879,-0.089850955
-0.17204201,-0.15101686,-0.089656815
-0.16420262,-0.14688465,-0.08457033
-0.07053919,-0.06905261,0.06091395
-0.09687795,-0.081428155,0.06641775
-0.11028871,-0.08068204,0.08226549
-0.10543746,-0.07493208,0.07395669
-0.10341802,-0.072511345,0.0786383
-0.10120873,-0.07285842,0.075848736
-0.09990284,-0.071888536,0.07486775
-0.0986564,-0.0715227,0.07464529
-0.10646571,-0.06988363,0.08805408
-0.099190265,-0.0701527,0.07691796
-0.10358551,-0.07051355,0.085221246
-0.11243492,-0.068166286,0.089076936
-0.108912036,-0.068345815,0.09255073
-0.10467866,-0.06931171,0.089286916
-0.106413245,-0.07046659,0.08695454
-0.10291891,-0.069923356,0.08383094
-0.10577157,-0.06926046,0.09130288
-0.109157115,-0.0702119,0.09449331
-0.104288474,-0.068709254,0.08193357
-0.10742742,-0.06731664,0.08721086
-0.11266889,-0.06526032,0.09386347
-0.112926155,-0.06633204,0.10457334
-0.11206412,-0.074670866,0.09789191
-0.10126005,-0.06866521,0.08461246
-0.10065605,-0.06996535,0.08244686
-0.05308459,-0.09673398,0.07141535
-0.073677815,-0.11953557,0.07965704
-0.07716719,-0.12117254,0.087395296
-0.07879283,-0.12196825,0.09611895
-0.07532597,-0.1203874,0.10431451
-0.07647928,-0.12070625,0.094965935
-0.07351226,-0.11806532,0.10097838
-0.07517319,-0.118268065,0.108457334
-0.0753768,-0.12027394,0.103981584
-0.07265813,-0.112879686,0.11694279
-0.07414726,-0.11906878,0.10540658
-0.07020634,-0.11643993,0.106831744
-0.07683443,-0.117119394,0.11602104
-0.070968084,-0.1202622,0.10457036
-0.07015034,-0.12059333,0.10548732
-0.071339495,-0.12131473,0.10956426
-0.07021286,-0.12038677,0.10458079
-0.072088934,-0.12099082,0.10290496
-0.070419736,-0.119664274,0.103789136
-0.0721082,-0.122104295,0.09864189
-0.0720846,-0.12063802,0.105315186
-0.07515433,-0.11924312,0.103186704
-0.075194396,-0.12168402,0.10319175
-0.07217773,-0.119080625,0.099703066
-0.0726149,-0.11899749,0.09518286
-0.018916883,-0.07256205,0.10556325
-0.025856078,-0.08322991,0.12321535
-0.022972539,-0.08128833,0.13071135
-0.01605244,-0.07984758,0.13890359
-0.009730391,-0.078697406,0.15251306
-0.0067335516,-0.079673566,0.15293343
-0.004789017,-0.08160623,0.15357569
0.00069501996,-0.07983411,0.1555224
-0.001540482,-0.077408604,0.15232615
0.0027641654,-0.078067355,0.15895846
-0.0003264174,-0.080382235,0.15202829
-0.004539773,-0.07900902,0.14463761
-0.0036373138,-0.07678159,0.14811064
-0.0048363805,-0.07915535,0.15078984
-0.0022210851,-0.07900605,0.15178585
-0.001099281,-0.07982842,0.15580556
-0.0025104359,-0.080028735,0.15019354
-0.0031743944,-0.07882375,0.14677826
-0.0040944144,-0.07865838,0.14468874
-0.0060584843,-0.07655185,0.14324805
-0.007610373,-0.07858262,0.14607227
-0.0030030385,-0.078573294,0.15360156
0.00014198571,-0.07867394,0.15879498
-0.0034018382,-0.07784877,0.14713281
-0.004569076,-0.07634894,0.14225475
0.09962426,-0.049281605,0.057565868
0.15340188,-0.05934859,0.061231155
0.16920386,-0.05903185,0.06163971
0.23351571,-0.058062233,0.05056685
0.22913015,-0.05669076,0.054406486
0.23659779,-0.05671989,0.051186837
0.23782745,-0.05848316,0.05085775
0.21183,-0.05651877,0.055895347
0.20449914,-0.05536703,0.058827672
0.24164161,-0.05701352,0.050280154
0.24669755,-0.05544842,0.05490164
0.24706846,-0.057194002,0.055918198
0.24484326,-0.05716134,0.05427511
0.22927824,-0.058933698,0.053356342
0.22320488,-0.056573458,0.055317916
0.26736808,-0.057863228,0.049565375
0.28103533,-0.061949886,0.045228124
0.2620116,-0.061470993,0.04243768
0.2397,-0.05876697,0.052393705
0.23112892,-0.05967734,0.053864934
0.21460061,-0.05931028,0.054213353
0.21376634,-0.057158776,0.0555232
0.22008656,-0.056416847,0.058442086
0.2123946,-0.05597452,0.059216816
0.23998688,-0.054845504,0.051742487
0.044908334,0.029767226,0.06567155
0.04706422,0.037502557,0.07833196
0.06557437,0.05073449,0.08429074
0.07493531,0.058705397,0.085699916
0.08369394,0.05768314,0.082546085
0.0781931,0.058835965,0.08620393
0.07891421,0.05722754,0.0879408
0.07073096,0.051189765,0.08718332
0.08440004,0.057962,0.08779052
0.07804875,0.05835516,0.088292286
0.08760323,0.06062235,0.08959482
0.085165195,0.061348878,0.084097624
0.080730245,0.059539665,0.08360173
0.0935104,0.061450493,0.083376125
0.08856262,0.05965782,0.08584103
0.08722566,0.058166355,0.08553037
0.08512259,0.057036944,0.08658355
0.08894388,0.05950984,0.08416036
0.07606336,0.05494454,0.084642015
0.072090566,0.05373897,0.085340545
0.07201908,0.053529743,0.08541096
0.08284647,0.059765294,0.08544573
0.10023106,0.064282626,0.0861605
0.08724804,0.05919883,0.08628332
0.09422795,0.06250446,0.08028613
0.2119768,0.1308394,0.12556583
0.30807707,0.16343406,0.15509757
0.37287942,0.17312843,0.16588742
0.4408541,0.17827572,0.16554123
0.51503134,0.18200323,0.16749486
0.6119697,0.18169118,0.18055733
0.6483586,0.17258176,0.17368415
0.622929,0.15507065,0.14895089
0.6435472,0.15265334,0.15119371
0.6017994,0.14101559,0.13444486
0.6992554,0.1506805,0.14989795
0.70196706,0.14883532,0.13735715
0.6932052,0.14149912,0.13088155
0.64430267,0.124964654,0.12082678
0.6512263,0.13049132,0.12323345
0.7345316,0.14081138,0.14944375
0.68456,0.1277929,0.12629363
0.6727166,0.12530492,0.12387701
0.6432049,0.12612191,0.11556262
0.6732975,0.1339372,0.12980893
0.6786988,0.13675524,0.1275248
0.70933396,0.14335029,0.13593048
0.6872905,0.13159904,0.12654093
0.74397796,0.1404267,0.13693984
0.69775337,0.12945141,0.121702075
-0.02045688,0.06496066,0.06952147
-0.05947934,0.07946182,0.07927519
-0.09548108,0.083127044,0.08152457
-0.11804284,0.08359267,0.0863839
-0.14299636,0.06849451,0.07137014
-0.16314016,0.07127972,0.076785065
-0.18043077,0.062906615,0.07865623
-0.19148213,0.06492125,0.08536951
-0.20129734,0.055009592,0.07526
-0.1986959,0.06113155,0.08371116
-0.19341478,0.065341905,0.08542995
-0.20027155,0.059527062,0.073178455
-0.20892781,0.061382215,0.08148207
-0.20143709,0.0617154,0.08425874
-0.1947358,0.063826144,0.089265026
-0.18354055,0.07062133,0.092074186
-0.17431158,0.075586095,0.092356816
-0.16466689,0.07452372,0.08704233
-0.17298174,0.075939514,0.08867769
-0.16606832,0.08034129,0.09433311
-0.17169505,0.07310401,0.08505713
-0.17097361,0.06874429,0.083787434
-0.1727398,0.07451098,0.088401444
-0.18370318,0.0671998,0.08883184
-0.17910549,0.071580976,0.08938429
0.067527525,-0.017884567,0.12246449
0.10712109,-0.036383808,0.15367283
0.13040912,-0.03875766,0.16320089
0.1452667,-0.04743982,0.16536762
0.15399203,-0.054355495,0.17021449
0.17157426,-0.072956555,0.17184877
0.16251358,-0.07290097,0.17604375
0.16350922,-0.08079403,0.16948602
0.16347069,-0.08336111,0.17532739
0.17268951,-0.08702285,0.18683694
0.16584319,-0.086242594,0.18195955
0.15375063,-0.08166098,0.18195595
0.14888254,-0.08107541,0.18165801
0.13827516,-0.073912226,0.17924264
0.13504079,-0.06886541,0.17625639
0.1350929,-0.0666501,0.17664643
0.1607523,-0.07239496,0.18884969
0.17241402,-0.08021573,0.18805479
0.15004745,-0.07322999,0.18310149
0.13147284,-0.069345005,0.16981398
0.13422346,-0.07001109,0.16832533
0.16790408,-0.08234564,0.17749687
0.14294316,-0.069421686,0.1730742
0.1431812,-0.07125767,0.17073666
0.1530024,-0.07058328,0.17834546
-0.05793515,0.016729347,0.036524642
-0.1134146,0.022488482,0.031175274
-0.150715,0.020773783,0.029674284
-0.18327196,0.013365932,0.023004098
-0.20027821,0.010016523,0.023024077
-0.2214664,0.008192651,0.017458804
-0.22419043,0.004316032,0.019886494
-0.2310821,0.004210405,0.0196358
-0.23562752,0.004256718,0.02203932
-0.24024324,-0.0010678396,0.016337926
-0.24532284,0.0022137389,0.013747473
-0.24818884,-0.00042793155,0.016851883
-0.2454425,0.00125698,0.023712931
-0.23984145,0.00072786957,0.022761935
-0.2362241,0.0018783212,0.022716993
-0.23747377,0.0026457384,0.020349495
-0.23637001,0.006176278,0.020282103
-0.2411275,0.0012613162,0.018568449
-0.2445143,0.0032184646,0.017555237
-0.25365293,0.001610674,0.018640729
-0.24928237,-0.00100898,0.022672534
-0.25222296,2.2947788e-06,0.020567551
-0.24027966,-1.4103949e-05,0.02412824
-0.23519294,-0.0005000904,0.021538144
-0.23087458,0.0061663687,0.021412017
0.11278334,-0.05646421,0.025894664
0.15117249,-0.08597058,0.0041535925
0.13404909,-0.087068826,-0.001497671
0.15195057,-0.09415889,-0.009280663
0.15480343,-0.0945711,-0.011316054
0.17314541,-0.0994892,-0.01636115
0.14073704,-0.097477734,-0.012922704
0.14050937,-0.09650175,-0.012162425
0.13013011,-0.09580074,-0.013818137
0.13861653,-0.09632456,-0.011002578
0.1448482,-0.09376997,-0.013179176
0.1291418,-0.09471306,-0.009829942
0.13122015,-0.09675962,-0.010853279
0.14077714,-0.097023234,-0.015647687
0.14097328,-0.09320463,-0.010928221
0.14452349,-0.09495908,-0.008880701
0.13976315,-0.094365686,-0.008865111
0.13705055,-0.09604302,-0.010264054
0.13012265,-0.0954217,-0.0130090155
0.11969042,-0.09253958,-0.012010772
0.13395725,-0.09368317,-0.014464933
0.12961505,-0.094882056,-0.014277775
0.1259242,-0.09678356,-0.014630921
0.13265002,-0.09348227,-0.010703791
0.13082533,-0.09160796,-0.012455881
0.003389679,0.043716904,0.020245757
-0.024221957,0.06408807,0.007653407
-0.05429481,0.077289104,0.0013944618
-0.08293748,0.08240892,-0.00083091855
-0.102872536,0.07954294,0.005305865
-0.112970635,0.08130721,0.0014858674
-0.11904445,0.08159761,0.0050093206
-0.1216571,0.07910009,0.007230481
-0.1238582,0.07754743,0.007432185
-0.123102635,0.07574641,0.006723675
-0.11923322,0.075481996,0.006657837
-0.11882806,0.076207586,0.009431634
-0.117183775,0.07457313,0.011020957
-0.11268474,0.077489376,0.006891071
-0.12680364,0.08296418,0.006473719
-0.12826377,0.08309312,0.0076015303
-0.1332075,0.07844659,0.0067086834
-0.12901117,0.07526599,0.00521193
-0.1260064,0.0783856,0.0042715296
-0.12585145,0.08260472,0.004734018
-0.12561776,0.07948792,0.0062256744
-0.12632492,0.08017142,0.007923603
-0.13570388,0.08126034,0.0054956255
-0.13599303,0.080455735,0.0063679973
-0.13031714,0.0782101,0.00358041
0.15024596,-0.0031086653,0.014700278
0.24356057,-0.018006466,-0.008454688
0.2424266,-0.017911956,-0.010670029
0.23771025,-0.022696592,-0.014677465
0.25517872,-0.023948938,-0.017767452
0.26003832,-0.027098283,-0.017824832
0.25448036,-0.027425468,-0.014409114
0.26413378,-0.030884616,-0.01775622
0.2296895,-0.022729397,-0.013820082
0.26541656,-0.024397746,-0.017443635
0.2970882,-0.030079454,-0.022363365
0.25219035,-0.023346089,-0.018115371
0.24044678,-0.024174727,-0.015775539
0.23110236,-0.022634812,-0.013829146
0.24469209,-0.024344608,-0.014222618
0.23435208,-0.02235905,-0.015583441
0.24273261,-0.024800643,-0.019269042
0.23885536,-0.021422058,-0.013107825
0.24399316,-0.019909076,-0.0103058815
0.2655866,-0.021657713,-0.010482341
0.21994,-0.021100864,-0.01386296
0.23067728,-0.022088386,-0.016013898
0.2657798,-0.024134114,-0.012903135
0.231448,-0.018729031,-0.012078181
0.25594658,-0.024977945,-0.014701523
0.24176541,-0.050450414,0.020361511
0.30140886,-0.078231975,0.014738543
0.3284806,-0.09624261,0.009254364
0.33663028,-0.10393737,0.0058773924
0.35797647,-0.10947463,0.006965339
0.3586079,-0.10793561,0.008871622
0.37286544,-0.11133325,0.0015674029
0.3758938,-0.11494148,0.0076860934
0.36503205,-0.11003034,0.0065089464
0.318629,-0.10685414,0.006122837
0.34574354,-0.10846315,0.0023616385
0.3580635,-0.10826348,0.0037851948
0.33490705,-0.10367565,0.007138077
0.34680483,-0.1072091,0.0072422884
0.356108,-0.10742442,0.008437863
0.36263728,-0.11108501,0.006550219
0.3656916,-0.10803178,0.010133153
0.351428,-0.10947344,0.0059398636
0.3137186,-0.104975015,0.005421918
0.34124124,-0.105935976,0.0022189803
0.34863794,-0.10618205,0.0039896965
0.32339627,-0.10350327,0.005894432
0.33093786,-0.10480443,0.0048028547
0.316783,-0.10075608,0.0044357236
0.35974127,-0.10859686,-0.0036431924
0.1875508,0.061889842,0.03732013
0.24255082,0.07933846,0.03861604
0.26680422,0.08824149,0.035607893
0.3022469,0.09772662,0.032725006
0.30382305,0.09521457,0.0351
0.28284135,0.09668118,0.034230214
0.27799034,0.09566277,0.03295079
0.2814633,0.09667759,0.035824932
0.27994627,0.09645151,0.035752803
0.29281226,0.09775526,0.031861268
0.27267984,0.096967325,0.0351079
0.28522894,0.09668838,0.0339138
0.28845757,0.10158422,0.032124966
0.2737945,0.09842958,0.03267872
0.27323148,0.099519975,0.03666489
0.25919765,0.09623071,0.036326144
0.25468287,0.09619709,0.03788004
0.2762857,0.09908772,0.033326067
0.26034954,0.09558114,0.037055664
0.26934263,0.09580274,0.03758882
0.2729387,0.09601439,0.038312685
0.25180805,0.09224555,0.03956617
0.29697418,0.10226379,0.032617733
0.27323225,0.09696576,0.03890466
0.27559412,0.09600732,0.03543876
-0.10695743,-0.067701325,-0.12130012
-0.24716002,-0.098920405,-0.15201654
-0.32578707,-0.12279789,-0.14970045
-0.35595524,-0.13542575,-0.14161816
-0.37048692,-0.14660256,-0.14442375
-0.38689405,-0.14656506,-0.15662679
-0.4131563,-0.1455078,-0.15014435
-0.41459507,-0.1509106,-0.14354216
-0.4070815,-0.15678844,-0.14335896
-0.4600999,-0.12965067,-0.14222224
-0.44234362,-0.14648506,-0.14899349
-0.43963692,-0.1583092,-0.14137344
