gyro_rad[0],gyro_rad[1]
0.0008909553,-0.0077578574
0.0001707226,-0.0073453784
-0.0009151548,-0.0071176067
0.0023418367,-0.00488469
-0.009673044,-0.008527212
0.008251533,-0.0016894117
0.021746933,-0.0015316233
0.0056656003,-0.0047832355
-0.0030415952,-0.0066093206
-0.0130079165,-0.02723625
0.03229201,-0.011527583
0.038882226,-0.013845719
0.042661935,-0.012409307
0.026230916,-0.022328693
0.021490917,-0.023547221
0.015299678,-0.027586546
0.012384161,-0.029867198
0.01966548,-0.030250832
0.006256178,-0.033693723
0.0152838975,-0.029740438
0.010821998,-0.028650839
0.014036134,-0.022532955
0.010933638,-0.025679328
0.021419793,-0.027235005
0.007494658,-0.030795082
0.009831727,-0.027785271
0.0032502562,-0.028602164
0.0015416965,-0.027040858
0.0064266026,-0.02420615
0.010319114,-0.026079334
0.0023324043,-0.028703887
0.02232422,-0.025625091
0.014769301,-0.026929535
0.009851143,-0.027267441
0.016617544,-0.0030757785
0.044622637,0.009968966
0.056336768,0.010590091
0.04646311,0.004338205
0.038219847,-0.0010314062
0.04594419,0.0041961297
0.027070053,-0.008907571
0.025556274,-0.0033611804
0.037034802,-0.001939401
0.016865112,-0.012158047
0.02089063,-0.0050502867
0.02796439,-0.009390004
0.026747026,-0.0074933246
0.024039485,-0.0068620145
0.023191296,-0.010853134
0.012166403,-0.014269657
0.009095892,-0.010626487
0.016281135,-0.008367687
0.01057934,-0.009113222
0.013575904,-0.007329218
0.025139652,5.608052e-05
0.028416552,-0.0027176812
0.019299887,-0.007204242
0.015145011,-0.011501484
0.027890407,-0.0063146055
-0.016927123,0.0032249764
0.012070045,0.028842688
0.01613444,0.036017835
0.0163043,0.037266918
0.01452297,0.0443241
0.008530818,0.04064524
0.006094195,0.036979638
0.006329559,0.038398013
0.0062423646,0.03621476
0.006967433,0.037779108
0.007845126,0.04001479
0.005571641,0.036449738
0.0039377436,0.035983555
0.00033874065,0.0419083
0.0029402599,0.04410003
0.0033900887,0.044519424
0.004329279,0.04148701
0.00014772266,0.0431886
0.004541777,0.041564062
0.005881384,0.040976204
0.007453382,0.043796524
0.0036524907,0.041905455
0.002225615,0.039507575
0.0015373155,0.039741985
0.0047556907,0.04713361
-0.007121548,-0.02175454
0.022597425,-0.019531205
0.025414877,-0.02678562
0.024597026,-0.03177484
0.020658351,-0.0323819
0.021608956,-0.037049197
0.019989453,-0.039553758
0.018156104,-0.04337015
0.013499796,-0.04402684
0.01243107,-0.04512679
0.011196159,-0.03934479
0.011691764,-0.040708274
0.009856664,-0.039823543
0.01074864,-0.038215924
0.0145684555,-0.035198394
0.010469355,-0.03907795
0.009717621,-0.040500224
0.011120699,-0.040310774
0.010962702,-0.042144403
0.013411537,-0.04342455
0.010510139,-0.045400076
0.005476378,-0.04404422
0.005546652,-0.042073473
0.005526118,-0.040025104
0.0067646876,-0.039780676
0.002432689,0.103771634
0.026677117,0.19882086
0.016494997,0.21719787
0.004358165,0.21515128
-0.0005604327,0.22343093
-0.0033225566,0.21669945
-0.0050413385,0.21008933
-0.003852427,0.2100321
-0.0036612526,0.2292347
-0.0068128407,0.2306692
-0.010526642,0.23239425
-0.00891155,0.23278639
-0.01040227,0.2289328
-0.011096284,0.22609454
-0.01008296,0.24416935
-0.013422802,0.24764788
-0.013392955,0.24767047
-0.013717651,0.25458
-0.012801394,0.23028067
-0.010295548,0.21759751
-0.0067421123,0.20482329
-0.005368218,0.21907651
-0.0030360073,0.21398082
-0.005092211,0.22396907
-3.4183264e-05,0.24008855
-0.009485081,0.09195345
0.0116465315,0.15086275
0.007434204,0.16653404
-0.0006026551,0.18628207
-0.011657998,0.16761208
-0.01347892,0.16984373
-0.0134238005,0.15887007
-0.009536676,0.17325956
-0.016659953,0.17320839
-0.01172372,0.15800846
-0.007799685,0.16134158
-0.01020664,0.1605269
-0.013748057,0.16698909
-0.014868028,0.16417602
-0.012342721,0.1751557
-0.013517357,0.16222686
-0.018627487,0.17098543
-0.02109471,0.17943373
-0.02059836,0.1650298
-0.012625709,0.16106358
-0.011314206,0.1686678
-0.011001132,0.17678243
-0.012546867,0.15466642
-0.011216506,0.16259313
-0.009370849,0.15272069
0.004341051,0.042578213
0.030738622,0.0509379
0.035011187,0.038720682
0.030862361,0.027434088
0.025791228,0.02439095
0.026676893,0.031775124
0.017348208,0.021033436
0.014911443,0.016264006
0.014719188,0.0151916295
0.013464741,0.014032565
0.014574967,0.014822066
0.019129425,0.018407077
0.015284412,0.016255185
0.018714845,0.018427402
0.01858589,0.017925426
0.015584968,0.022102922
0.01668439,0.018720381
0.01378455,0.013139777
0.018011421,0.024514198
0.022454053,0.020734504
0.011213571,0.01310607
0.011674389,0.014743067
0.012657061,0.017235614
0.01382871,0.018465795
0.017875656,0.020968452
-0.03026878,-0.035017237
-0.009150289,-0.04285933
-0.008642048,-0.06452722
-0.014302127,-0.081645995
-0.018965311,-0.09586571
-0.029324286,-0.106469296
-0.026796803,-0.10291065
-0.025269426,-0.10096666
-0.022236243,-0.10048618
-0.020652607,-0.09442738
-0.023216166,-0.09642702
-0.024202146,-0.10140525
-0.026168078,-0.10413833
-0.033815466,-0.11511481
-0.029028244,-0.107295096
-0.024985172,-0.10403508
-0.018579274,-0.10147402
-0.024712376,-0.10555063
-0.023406655,-0.10403922
-0.0222276,-0.10203554
-0.020372912,-0.09615743
-0.019349746,-0.09764862
-0.023090161,-0.10663657
-0.022533335,-0.10198627
-0.027827032,-0.1098623
-0.05439994,-0.047078993
-0.04968988,-0.064020656
-0.06533804,-0.09783435
-0.06953597,-0.10466911
-0.08092341,-0.121012524
-0.08993237,-0.12373691
-0.08735804,-0.11909981
-0.09518986,-0.1272079
-0.0957268,-0.12001462
-0.08555315,-0.11487077
-0.08650347,-0.11640908
-0.092178464,-0.12081894
-0.09618414,-0.12414679
-0.09318277,-0.121559665
-0.088128686,-0.117663056
-0.08834041,-0.118458346
-0.09647298,-0.12610152
-0.09181791,-0.12112879
-0.09940576,-0.12564608
-0.10184784,-0.12822607
-0.095329896,-0.122031435
-0.08629686,-0.11503384
-0.086062215,-0.11556348
-0.0951982,-0.12444424
-0.08721466,-0.11784455
-0.02909813,-0.0004137084
-0.008253738,0.004710011
-0.014151387,-0.0013346635
-0.015647091,-0.0058137067
-0.02156882,-0.0073048174
-0.0201862,-0.0074783973
-0.021158613,-0.008570015
-0.023008853,-0.009948503
-0.02661892,-0.0004797876
-0.024595924,-0.005172711
-0.023969851,-0.0063122213
-0.023959018,-0.0058881417
-0.025447167,-0.006762497
-0.028468885,-0.011298601
-0.025220513,-0.005504258
-0.02416531,-0.00059324503
-0.025659382,-0.00060383976
-0.028445512,-0.0019989312
-0.024835102,-0.00010736659
-0.026770778,-0.0075999536
-0.022558615,-0.008157399
-0.020846128,-0.0018009469
-0.02437865,-0.0042183027
-0.02544178,-0.0063048266
-0.023065113,-0.0072361976
-0.08296402,-0.061877105
-0.10603074,-0.08640566
-0.1440102,-0.11136219
-0.16356274,-0.111234754
-0.17745325,-0.110745706
-0.2049686,-0.11636996
-0.19996883,-0.10855725
-0.19820923,-0.105202734
-0.1927858,-0.10236719
-0.19859175,-0.10484694
-0.20530152,-0.1075722
-0.19986314,-0.10207782
-0.20712413,-0.10791932
-0.2159403,-0.10894744
-0.21274117,-0.10235016
-0.20328386,-0.10029057
-0.22654651,-0.10873145
-0.25989497,-0.12690686
-0.24405307,-0.1139725
-0.23393516,-0.107145004
-0.22947112,-0.10799085
-0.20577525,-0.095203966
-0.19159815,-0.0914079
-0.19649605,-0.10014528
-0.20319924,-0.10925629
-0.019269079,-0.034171294
0.0060531944,-0.042527616
0.0005326271,-0.058298066
-0.0035682544,-0.070354335
-0.011365756,-0.06785721
-0.009773329,-0.067494884
-0.014169581,-0.06403973
-0.012737371,-0.060196053
-0.0063851625,-0.062004946
-0.0082158,-0.058330946
-0.011850335,-0.061679177
-0.011921339,-0.06061207
-0.008842021,-0.060581703
-0.0046891198,-0.05848653
-0.0053523257,-0.05636389
-0.011019222,-0.060157888
-0.0121766925,-0.055134635
-0.004990265,-0.055232007
-0.0041398928,-0.05649571
-0.004638776,-0.058794595
-0.0060890317,-0.06082234
-0.0076485947,-0.061414093
-0.015295379,-0.057448488
-0.0103186965,-0.052852463
-0.015374124,-0.055246316
0.08025786,-0.055318594
0.16755658,-0.0783899
0.17823413,-0.09786303
0.17232251,-0.10632718
0.17579067,-0.10778035
0.18345124,-0.11014372
0.18474081,-0.109580606
0.19205678,-0.10767622
0.1825135,-0.10481989
0.18819207,-0.106733054
0.175161,-0.104091525
0.1940395,-0.10509563
0.17134473,-0.10328812
0.17444703,-0.098529905
0.17884532,-0.094269216
0.16642827,-0.09423893
0.16966626,-0.09050393
0.18864313,-0.093796924
0.21354371,-0.10642521
0.1885423,-0.10595862
0.18942013,-0.09826272
0.17965329,-0.10012725
0.17878681,-0.099902175
0.17859447,-0.10160349
0.18890762,-0.10247399
0.054378927,0.006654054
0.10269204,0.023041517
0.13020863,0.025814354
0.12131572,0.027629472
0.12901312,0.03699369
0.12579028,0.038250424
0.13237289,0.0468484
0.12467772,0.043317832
0.13357536,0.054613166
0.12803976,0.045673393
0.12295666,0.045340814
0.11773382,0.04049477
0.12329534,0.04751856
0.12580702,0.0453782
0.12620132,0.044982024
0.12589708,0.04774925
0.12516814,0.047569886
0.12209807,0.04336962
0.123984516,0.047557898
0.123742595,0.04644896
0.122993246,0.042595267
0.12334685,0.050500892
0.13295451,0.044657588
0.12668778,0.04193274
0.12326841,0.044299975
0.21211557,0.08416663
0.29030013,0.11858973
0.39254838,0.17214224
0.42811358,0.18332621
0.46591794,0.19919008
0.47097582,0.1861139
0.5021587,0.18355858
0.53251845,0.18293445
0.5420098,0.18536445
0.541646,0.17273155
0.56299734,0.17587826
0.54840606,0.16666274
0.6060435,0.1815113
0.58215165,0.15777817
0.5631171,0.14472726
0.5352916,0.13256796
0.5636385,0.13928707
0.5162151,0.11571875
0.52822924,0.12982777
0.5281663,0.1441662
0.5364225,0.1591077
0.59344566,0.1854003
0.5795939,0.18155491
0.54196596,0.15560503
0.5563062,0.15500888
6.54012e-05,0.045620516
0.021774344,0.07548096
0.028840072,0.09423675
0.012150064,0.10342817
0.017787613,0.10854913
0.03201086,0.11065529
0.029561184,0.107331514
0.030972458,0.11696726
0.019468993,0.11405663
0.032776095,0.107523665
0.035377346,0.105506375
0.038123332,0.09857428
0.047728248,0.09378016
0.043009244,0.0880436
0.030487053,0.09274721
0.022519939,0.08352171
0.021011926,0.08524236
0.018182747,0.08447975
0.0143123865,0.08628303
0.023750283,0.08897552
0.023220547,0.09665723
0.03370928,0.09493378
0.021182202,0.08809443
0.02362547,0.0821946
0.017405562,0.086156845
0.08275401,0.0195687
0.13511953,0.030348677
0.16538304,0.03113408
0.20614082,0.030019086
0.22569132,0.020070683
0.23269978,0.013617676
0.25314325,0.0005032271
0.25570843,-0.013145637
0.266941,-0.01650381
0.27421552,-0.026157964
0.26223794,-0.032904204
0.26178405,-0.03441039
0.26641127,-0.04165133
0.25260925,-0.048655216
0.24359465,-0.048632905
0.23362598,-0.049639124
0.23672524,-0.0469741
0.22838587,-0.044890366
0.21995097,-0.04494152
0.23742366,-0.035668425
0.21756268,-0.04025037
0.2142036,-0.03049388
0.21617359,-0.031176334
0.22385657,-0.029972533
0.23676804,-0.022484433
0.08684533,-0.009471264
0.17996928,-0.020697787
0.20256403,-0.038053516
0.22272661,-0.060807474
0.25000113,-0.082668856
0.26395786,-0.10471444
0.26235574,-0.12158334
0.2847167,-0.13667825
0.27989104,-0.14852402
0.27459878,-0.15539266
0.26467848,-0.15379852
0.25132766,-0.1555195
0.23717928,-0.14949293
0.23361102,-0.1428695
0.22432524,-0.13897575
0.22804505,-0.13773973
0.23328519,-0.13864362
0.24222666,-0.13839692
0.24219564,-0.14345583
0.23262307,-0.14111117
0.24519,-0.13830724
0.2601483,-0.13753958
0.25627717,-0.141768
0.24690717,-0.14624059
0.2313366,-0.14187965
0.08528023,-0.054131452
0.13609743,-0.087680236
0.13678864,-0.108093046
0.16086555,-0.12098603
0.14246663,-0.13967544
0.15197226,-0.14227024
0.15597352,-0.14738983
0.14225754,-0.16016373
0.13927782,-0.15447634
0.1323038,-0.14556035
0.13185278,-0.14686507
0.13450298,-0.15696245
0.13141677,-0.150295
0.15364593,-0.16929466
0.15526384,-0.1871615
0.14138499,-0.19296959
0.12746823,-0.18902701
0.12472444,-0.1772734
0.12174787,-0.17800891
0.12581822,-0.16924576
0.12563252,-0.1594859
0.12446446,-0.16676882
0.13306943,-0.15617822
0.15799281,-0.15818639
0.17264369,-0.18329522
0.044890143,0.04060462
0.120819055,0.07987412
0.16838905,0.10458902
0.190373,0.10784928
0.20077902,0.10992647
0.21040285,0.11367238
0.23979875,0.11715699
0.24370086,0.103833444
0.23837891,0.08219569
0.23411602,0.07728339
0.24440318,0.09024117
0.22970086,0.09138132
0.23591664,0.0908659
0.21290696,0.10905921
0.2325548,0.10308126
0.2336466,0.09558926
0.26607236,0.10473054
0.26700476,0.10097272
0.28424636,0.09553354
0.27769786,0.0844262
0.2875691,0.09624874
0.26738495,0.085199125
0.23442677,0.08112129
0.2463057,0.08164465
0.23927906,0.081383385
-0.0069787353,-0.018934466
0.013670787,-0.012430739
-0.052596133,-0.020434197
-0.017925553,-0.017463394
0.0121849775,-0.018303
-0.0016588196,-0.025930755
0.016865619,-0.03157226
-0.00013609976,-0.03909947
0.002158478,-0.04220451
-0.011861384,-0.04482404
-0.017215393,-0.040785454
-0.028348051,-0.03545531
-0.011631615,-0.032136492
0.00531853,-0.031816408
0.001367867,-0.035346195
-0.018150523,-0.04063138
0.0031829253,-0.034274407
-0.009125039,-0.035530698
-0.0175988,-0.03368676
-0.023163714,-0.035839386
0.00090681016,-0.03190712
-0.010230109,-0.033924
0.001550965,-0.033892058
0.006679639,-0.03288091
0.0076327547,-0.03751889
-0.019255437,-0.066244856
-0.025957167,-0.093321115
-0.060684554,-0.11244173
-0.09729767,-0.1302368
-0.12187777,-0.12229846
-0.12651086,-0.10814451
-0.14083765,-0.096914805
-0.1406799,-0.09449214
-0.1495553,-0.090148926
-0.14390196,-0.08264387
-0.1313034,-0.07794282
-0.13250215,-0.07629538
-0.15815885,-0.087191924
-0.18176922,-0.09272536
-0.16381148,-0.09047021
-0.15404129,-0.084912315
-0.18473405,-0.09456502
-0.18915275,-0.09553966
-0.17777565,-0.08981012
-0.18158683,-0.086624905
-0.15333985,-0.079050116
-0.14378257,-0.07153392
-0.1287068,-0.06768893
-0.14052418,-0.08086791
-0.12928346,-0.07556678
-0.033930995,0.020253126
-0.0738717,0.040900003
-0.10370579,0.047930483
-0.11549208,0.05518591
-0.14211269,0.06272252
-0.16391996,0.066728875
-0.15350443,0.06796153
-0.16713358,0.07010786
-0.18729436,0.06889853
-0.1779272,0.0708168
-0.17863402,0.0708738
-0.17857108,0.07222623
-0.18759349,0.07189003
-0.17289785,0.06862299
-0.17359075,0.07406004
-0.22161949,0.07109469
-0.20181245,0.069193274
-0.20213082,0.07155824
-0.18325292,0.07237756
-0.22194135,0.07794666
-0.20035629,0.0762863
-0.1857236,0.08026585
-0.20316043,0.082226604
-0.19413279,0.08127275
-0.2063148,0.07524352
0.064959,-0.04393251
0.13827673,-0.05425819
0.18319565,-0.07317895
0.18859556,-0.094646975
0.18570253,-0.10531101
0.17548275,-0.10977486
0.16496971,-0.116510496
0.15944633,-0.11699731
0.16093948,-0.1146731
0.16692308,-0.11500616
0.16604626,-0.11407657
0.17382011,-0.11121456
0.17479321,-0.11284136
0.1673395,-0.11187413
0.16228914,-0.11851616
0.16558939,-0.122427
0.16483939,-0.12298259
0.16354471,-0.12316185
0.16065723,-0.119825885
0.15244496,-0.120252565
0.14996928,-0.11863793
0.16148216,-0.12069336
0.16067153,-0.11735037
0.16006115,-0.11963561
0.16239083,-0.12310737
0.02032566,0.0022370927
0.05398521,0.015398346
0.060557246,0.019906767
0.062052935,0.024686828
0.03233865,0.028532974
0.038315415,0.030708365
0.054505527,0.036179237
0.044412598,0.03373769
0.042969674,0.03185092
0.05739829,0.03135588
0.04958138,0.029582188
0.027286902,0.033508867
0.03165832,0.03383197
0.037891,0.030237712
0.029370174,0.03144373
0.039857388,0.03178598
0.030428216,0.032731615
0.043947116,0.031830527
0.03933382,0.031245701
0.03773886,0.029500961
0.04308386,0.031698152
0.04629001,0.028373651
0.016892701,0.030791745
0.02964443,0.03206992
0.018363312,0.031210229
0.077456094,0.051461983
0.13934517,0.07820815
0.17451596,0.08080475
0.1965222,0.08254571
0.19800678,0.07635452
0.20247465,0.07405095
0.19948643,0.064454615
0.19429892,0.059945855
0.1849722,0.061359946
0.18504268,0.06539306
0.18052441,0.061215106
0.1788916,0.061793115
0.17610896,0.06195679
0.17690387,0.07007387
0.1818577,0.08426376
0.1884248,0.071876585
0.19373065,0.06454274
0.18656158,0.05923329
0.1757335,0.05994202
0.1671949,0.06643641
0.16729054,0.06814587
0.1661874,0.072627276
0.17274153,0.062132563
0.17630681,0.0558831
0.17429158,0.05457024
0.23434901,0.07907316
0.39928874,0.10606691
0.47224075,0.09621091
0.51046264,0.08660519
0.5219653,0.07740478
0.5372913,0.07922597
0.54994035,0.08424738
0.5451251,0.08547653
0.5470389,0.08814719
0.55769855,0.093741074
0.5576677,0.09268373
0.5672552,0.09782839
0.55803525,0.09433138
0.55949616,0.097686276
0.5588033,0.096353486
0.5583767,0.09421794
0.5490337,0.088401705
0.5636898,0.10195917
0.55850565,0.10143024
0.58442116,0.112854004
0.5622437,0.09889054
0.5737513,0.10628711
0.5617226,0.0979726
0.57418025,0.1036399
0.56325936,0.09652698
-0.17345056,-0.15126026
-0.2540809,-0.20405734
-0.29132545,-0.21259923
-0.29292274,-0.214231
-0.31938067,-0.23394309
-0.29550675,-0.23456198
-0.26975417,-0.22910883
-0.2821155,-0.23537605
-0.29057652,-0.23468122
-0.27710533,-0.23303965
-0.29583138,-0.24235864
-0.2778288,-0.24116524
-0.27406657,-0.23520584
-0.29375914,-0.2346836
-0.28587303,-0.2344637
-0.2851747,-0.23715574
-0.28434345,-0.23418671
-0.28341144,-0.23750193
-0.27864596,-0.23446849
-0.27325848,-0.23132865
-0.27554828,-0.22883826
-0.28098965,-0.22944029
-0.2847783,-0.2305879
-0.31660166,-0.2481887
-0.26555827,-0.23739904
-0.21398626,-0.15633523
-0.69069934,-0.33592805
-1.0564435,-0.3431228
-1.3731191,-0.31379145
-1.5530088,-0.28306317
-1.613633,-0.2533882
-1.6237621,-0.23578207
-1.6015196,-0.2183959
-1.654117,-0.21039554
-1.6751238,-0.20669062
-1.6768575,-0.1999985
-1.7713038,-0.21064073
-1.7339178,-0.21349578
-1.6634132,-0.2082521
-1.6988795,-0.2031415
-1.7461166,-0.20747831
-1.687385,-0.20546132
-1.7178781,-0.20900671
-1.701365,-0.20575596
-1.7270632,-0.20339021
-1.7170779,-0.19777091
-1.706898,-0.19590716
-1.678651,-0.19599022
-1.745505,-0.21567152
-1.7619586,-0.20900482
0.41053483,0.23896746
0.629074,0.39768633
0.6384798,0.44351593
0.7726165,0.5863462
0.73623466,0.58997566
0.7727107,0.6246834
0.76447344,0.6260382
0.8001139,0.65253377
0.8045695,0.6590344
0.8258059,0.6765234
0.7627568,0.6387377
0.8273097,0.70227784
0.72758317,0.62013406
0.7621596,0.63819164
0.77354705,0.6365772
0.74610674,0.61388606
0.7170013,0.58140266
0.7654122,0.61178356
0.7624146,0.6081243
0.7161728,0.57846767
0.7034701,0.56059223
0.71131754,0.5545034
0.75866616,0.58333373
0.7882067,0.6180079
0.7663406,0.6137708
0.22909701,0.13442367
0.15322602,0.15249996
0.05294963,0.18016821
-0.025242865,0.19828919
-0.1098754,0.20011637
-0.14983809,0.20295466
-0.124120414,0.21670185
-0.12001778,0.21979259
-0.14532055,0.20586853
-0.12531003,0.204078
-0.14821935,0.20192304
-0.1299444,0.20669757
-0.14712486,0.20147367
-0.12053602,0.20327203
-0.07500271,0.21570624
-0.14752278,0.1925084
-0.15444756,0.19411327
-0.16050002,0.19260512
-0.12900056,0.20900725
-0.15463147,0.19202098
-0.15483907,0.19575042
-0.15501136,0.20601432
-0.14327365,0.19675583
-0.16120929,0.19393124
-0.1316992,0.20379435
-0.003487356,0.13188906
-0.15383685,0.22116621
-0.3074192,0.24409418
-0.36606452,0.23451881
-0.34944567,0.23762386
-0.35174698,0.21823283
-0.3287931,0.2098328
-0.3237278,0.19695891
-0.31532004,0.1953044
-0.33386195,0.18291467
-0.3367965,0.17629784
-0.32460263,0.18598303
-0.3342648,0.16954474
-0.32165968,0.17195447
-0.32370558,0.17616412
-0.32248235,0.17244096
-0.31020448,0.17463644
-0.30916512,0.17451815
-0.3020464,0.1757324
-0.28029168,0.18927178
-0.30412844,0.1798001
-0.306273,0.1895597
-0.33417085,0.17975284
-0.32074806,0.17726919
-0.3129863,0.17372365
-0.084787056,0.28773692
-0.25395882,0.40950948
-0.29656333,0.41047478
-0.27839196,0.39509335
-0.24238202,0.37297466
-0.22480358,0.37888044
-0.23354709,0.36175084
-0.2400935,0.3557167
-0.23851232,0.34454164
-0.22417718,0.33689132
-0.22337419,0.3362741
-0.21485907,0.3228386
-0.20480469,0.33338812
-0.2105358,0.32229853
-0.20983659,0.33066323
-0.20491375,0.32837385
-0.20667225,0.3315521
-0.20465069,0.343208
-0.22029302,0.33945975
-0.22090892,0.34071004
-0.22364148,0.33558705
-0.22118902,0.336205
-0.2267949,0.3621528
-0.225817,0.32652977
-0.20230785,0.32548648
0.030332722,0.005520392
-0.033703424,-0.0701343
-0.087790795,-0.14983988
-0.10799074,-0.18449841
-0.09717931,-0.21402855
-0.103525646,-0.21682854
-0.07863891,-0.2510659
-0.1056709,-0.25789806
-0.08763652,-0.2599128
-0.097765125,-0.25783217
-0.0935952,-0.24588051
-0.07909982,-0.25044543
-0.08865829,-0.24808401
-0.07965731,-0.25410384
-0.090886764,-0.2572912
-0.08756529,-0.25475693
-0.07659716,-0.25081924
-0.07471493,-0.23716249
-0.06749496,-0.23605503
-0.069196865,-0.24666764
-0.09285451,-0.25511533
-0.091473214,-0.26410812
-0.098737955,-0.2631331
-0.09461698,-0.26721972
-0.09751518,-0.26582015
0.048543543,0.36608553
-0.009257384,0.46421796
-0.016053788,0.5086743
-0.009170577,0.49505338
0.0034775957,0.50562775
0.0020512938,0.48637268
0.01158002,0.4850364
0.008647546,0.48897818
0.0083813965,0.47265005
0.013861343,0.48926803
0.0057085305,0.4859161
0.0044798777,0.49078348
0.0020616576,0.47598144
0.0058183596,0.48565134
0.0029826239,0.47669742
0.005394459,0.4966291
-0.0009193346,0.48475775
-0.0017241463,0.47784463
0.003151171,0.4679485
0.0090262145,0.4746655
0.011262581,0.48032132
0.0058069453,0.48794767
-0.009356275,0.5038957
-0.010096952,0.48494878
-0.0042252615,0.47013843
0.19487488,-0.2711744
0.06878827,-0.5861882
-0.026903354,-0.7610073
-0.08297007,-0.79540056
-0.08785832,-0.8091255
-0.06204894,-0.8292923
-0.098966315,-0.8061805
-0.08945503,-0.79542357
-0.08468653,-0.7887605
-0.08119352,-0.7787851
-0.076904565,-0.7891597
-0.07152943,-0.79291606
-0.053001344,-0.8004771
-0.08045146,-0.77039456
-0.07452454,-0.76613665
-0.06824905,-0.7572171
-0.06104112,-0.7712248
-0.0711271,-0.7662948
-0.067641124,-0.7634844
-0.05059271,-0.77403975
-0.05388372,-0.78566617
-0.07247721,-0.75794625
-0.07567343,-0.7409614
-0.07730746,-0.72987276
-0.0559675,-0.75971663
0.21614903,-0.6175166
0.1656406,-0.8766887
0.12611885,-0.8968344
0.08381429,-0.8374645
0.094609305,-0.8343005
0.08436394,-0.7801861
0.0894295,-0.77000326
0.11184086,-0.79891115
0.07575919,-0.75404066
0.11644839,-0.7952112
0.081496626,-0.7440275
0.086114734,-0.7341969
0.09503499,-0.730952
0.090604395,-0.7178412
0.0989255,-0.73399895
0.09598741,-0.72318476
0.10931134,-0.75214756
0.09850052,-0.7305926
0.11197214,-0.7525568
0.117450625,-0.79273677
0.112387925,-0.782468
0.1124347,-0.784309
0.11347708,-0.7753752
0.106240764,-0.7662225
0.10343298,-0.7413489
0.6241306,-0.4164806
0.60997593,-0.5244575
0.5973419,-0.5061135
0.6577662,-0.49660462
0.5950991,-0.4587253
0.6122974,-0.45541358
0.6294571,-0.45639554
0.64546514,-0.45633218
0.6315875,-0.45653856
0.6257353,-0.4510977
0.64438796,-0.4548873
0.6235292,-0.44961202
0.6349536,-0.44721478
