accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,gps_c_x,gps_c_y,gps_c_z,gps_x,gps_y,gps_z
1.8979058,2.2718909,-2.435573,0.31980658,0.025307745,-0.25194383,0.017308448,0.96785164,-2.6575356,-0.34606436,0.080013804,-2.5122163
2.492745,2.0184681,-2.507496,0.2607537,0.11626662,-0.17115733,0.016525289,1.3628657,-2.5088966,-0.413954,0.13102019,-2.5254624
2.3469303,1.4260587,-2.712662,0.1697374,0.0654265,-0.18944559,0.019092636,0.6782632,-2.8596103,-0.4105451,0.080013804,-2.1618655
1.98684,2.014544,-2.9885592,0.1214981,0.06705257,-0.30068874,0.01894122,1.0157843,-2.753432,-0.2950911,0.17454746,-2.0611224
4.412829,4.126469,-5.2698894,-0.7389041,0.33177742,-0.039413925,-0.003426578,4.4164295,-4.7511005,-0.36244196,0.23431185,-4.1229625
4.40283,4.6524396,-5.2659116,-1.1270715,0.34195954,-0.04177111,-0.004454106,3.9662695,-4.8667502,-0.34855437,0.23972934,-3.673269
4.533236,4.6524396,-5.0894074,-1.0074555,0.45295253,-0.039259735,-0.004358366,4.4028335,-4.8044043,-0.3526007,0.19395304,-4.1676745
4.55668,4.308947,-4.9895105,-0.80017084,0.6659245,0.10960096,-0.004344251,4.500818,-4.6238956,-0.32290977,0.19672552,-3.4490137
4.215961,4.575979,-5.3292413,-1.0873543,0.4298117,0.16134623,-0.005811717,4.4830747,-4.6486335,-0.35862172,0.30691785,-4.080224
4.55668,4.53639,-5.3365755,-1.1627609,0.7932464,-0.04177111,-0.003157996,4.1792636,-4.732762,-0.32435143,0.31094795,-3.9418612
4.215961,4.5120463,-4.9895105,-0.84934765,0.45013496,0.1299444,-0.004336912,4.31463,-4.8928742,-0.36764932,0.19395304,-4.1676745
4.215961,4.2194805,-5.3365755,-1.147581,0.33177742,0.16134623,-0.00414186,3.9662695,-4.6076083,-0.36080536,0.20842692,-4.028973
4.448846,4.6043534,-4.9895105,-0.7389041,0.45223412,0.006947126,-0.002053212,4.3075624,-4.871496,-0.32821926,0.289736,-3.8382258
4.5176244,4.391411,-5.3365755,-1.1889415,0.33177742,0.11823888,-0.009763221,4.1633773,-4.7311807,-0.33915544,0.20265642,-3.4490137
4.497194,4.2257113,-5.0921226,-1.1019855,0.6097099,0.16134623,-0.009763221,4.4796934,-4.866025,-0.33224362,0.3021564,-3.4490137
4.5193667,4.126469,-4.9895105,-1.0538299,0.48116055,-0.013711587,-0.003417268,4.2781825,-4.6076083,-0.31179035,0.28867626,-3.89092
4.4022098,4.6524396,-5.000994,-0.8071863,0.33177742,0.101380154,-0.009763221,4.2958045,-4.616011,-0.31179035,0.31094795,-3.7543173
4.49004,4.300709,-5.3365755,-0.7389041,0.7932464,0.035341732,-0.009763221,4.1541905,-4.6076083,-0.31648138,0.26543856,-4.1676745
4.476387,4.126469,-5.3054132,-1.1889415,0.7932464,0.07512691,-0.004254326,4.486268,-4.7518187,-0.31179035,0.23235515,-3.8966668
4.223851,4.5762854,-4.9895105,-1.0284784,0.68350095,0.1575853,-0.002459545,4.2968073,-4.8608046,-0.34924006,0.24857858,-3.6732497
4.4713473,4.628207,-5.232548,-0.87684923,0.33177742,-0.039233353,-0.004271895,4.489533,-4.6076083,-0.3123687,0.2760094,-3.7718081
4.55668,4.583378,-5.3365755,-0.7389041,0.44443694,0.13452293,-0.004488908,4.01833,-4.8371983,-0.37049896,0.31094795,-4.1676745
4.448972,4.126469,-5.3061094,-1.0335407,0.7932464,0.06813423,-0.001467849,4.521444,-4.8035607,-0.31983727,0.19499165,-4.1666374
4.215961,4.307887,-5.139217,-0.7587411,0.46079805,-0.006299224,-0.001467849,4.298231,-4.8928742,-0.31774417,0.24129853,-3.5703568
4.2386274,4.598339,-5.3116446,-1.0418094,0.75660443,0.12931599,-0.003858298,4.4497685,-4.8541284,-0.35759145,0.27260777,-3.4490137
4.55668,4.3866887,-5.0967994,-0.8568364,0.43563357,0.006868009,-0.007565804,4.046869,-4.842123,-0.37049896,0.19395304,-3.9592674
4.215961,4.5151715,-5.268181,-1.0569519,0.7932464,-0.013413426,-0.007112268,4.272367,-4.7661886,-0.31179035,0.2899978,-3.4490137
4.3917937,4.6524396,-5.1022215,-0.81222904,0.6775133,-0.04177111,-0.001467849,4.1727796,-4.8928742,-0.37049896,0.22187537,-3.4490137
4.3447337,4.126469,-5.0344024,-0.820039,0.7932464,0.1538026,-0.009763221,4.518056,-4.809252,-0.36932355,0.2103683,-4.1676745
-0.7616591,5.7967863,-6.6602683,1.9768243,-0.00436686,0.084888436,0.022698605,5.7873335,-3.4616432,-0.005880113,0.1442621,-3.6149542
-1.3853714,5.6888885,-6.716225,1.2789044,-0.08798664,0.084888436,0.022698605,5.8344917,-2.9896207,0.011032514,0.14927977,-3.5460696
-1.9375714,5.9212227,-6.709315,0.5363894,-0.11345192,-0.056370303,0.016720142,5.6885843,-3.0264425,0.03396612,0.21437919,-3.2814267
-0.8177799,5.909318,-6.723734,0.15398532,0.022350505,0.084888436,0.018088037,5.7192736,-3.1477458,0.014239706,0.13602638,-3.0578332
-0.7616591,5.6340847,-6.732802,0.21712746,-0.15200722,-0.088455014,0.022698605,5.854389,-2.8598356,-0.005880113,0.14911921,-3.8779116
-0.7616591,5.8841343,-6.733981,0.15398532,-0.24703008,-0.068585716,0.018722491,5.646163,-3.144146,-0.005880113,0.19436388,-3.3317082
-1.6870226,5.8993196,-6.7067833,0.15398532,-0.1836184,0.084888436,0.015815895,5.8615966,-3.371489,-0.005880113,0.21001701,-3.5848603
-1.1277012,5.8943815,-6.718564,1.9768243,-0.19447464,0.024448011,0.021523168,5.7409525,-2.8598356,0.03396612,0.18665214,-3.6754367
-2.3417866,5.869793,-6.7060566,1.9768243,0.017914757,-0.033499345,0.014984744,5.8161507,-3.1167915,-0.001371428,0.1400967,-3.0578332
-1.7770201,5.80033,-6.7363596,0.15398532,-0.06722417,0.006637787,0.014984744,5.803425,-3.129983,0.03396612,0.18427764,-3.734731
-1.113719,5.9159136,-6.697647,0.8702363,-0.3127088,-0.053493872,0.014984744,5.752446,-2.8915584,0.026318312,0.1616015,-3.5571654
-1.323538,5.8465414,-6.6280727,1.8612354,-0.18903339,-0.05557304,0.01690287,5.8614206,-2.9951465,0.012641624,0.15551221,-3.1374996
-2.3417866,5.799755,-6.661768,0.4729011,-0.044722103,0.068115026,0.022570996,5.8545823,-3.4437766,0.028504476,0.16311587,-3.4430058
-0.8131803,5.9065895,-6.6280727,1.9768243,-0.034932703,0.000775609,0.020219393,5.7623243,-2.8598356,0.03396612,0.13602638,-3.637548
-1.6866084,5.938484,-6.6280727,1.5536848,-0.13406712,-0.088455014,0.021384872,5.7164373,-2.9091024,0.01684232,0.17920409,-3.7296937
-2.0737422,5.913375,-6.731684,1.9768243,0.010484032,-0.088455014,0.016542822,5.726012,-3.3965783,0.03396612,0.18414609,-3.8779116
-0.98472667,5.925749,-6.73215,0.4288301,0.022350505,0.046678226,0.02167636,5.8571377,-3.219896,-0.002744958,0.17292498,-3.613775
-1.036702,5.9084606,-6.7359376,0.26957136,-0.3127088,0.084888436,0.021684594,5.8550034,-3.1409044,-0.00092335,0.17097531,-3.661866
-1.8772423,5.9267035,-6.688005,0.16437292,-0.3127088,0.044903085,0.014984744,5.825288,-3.2877536,0.029795349,0.16754322,-3.4571056
-1.5132108,5.6340847,-6.730932,1.9768243,-0.12791744,-0.088455014,0.016916439,5.6752295,-3.4616432,0.03396612,0.21437919,-3.4405181
-2.1631243,5.8762493,-6.7328634,1.0563143,-0.3127088,-0.056464195,0.016895812,5.8492613,-3.3674037,-0.002208456,0.15128,-3.7863448
-0.7954596,5.862714,-6.728967,0.628931,-0.08554151,0.08461689,0.014984744,5.862812,-3.4616432,0.020499423,0.16007476,-3.74235
-2.3417866,5.9264565,-6.7379913,1.8511391,-0.3127088,0.03742641,0.01641736,5.8509107,-3.1326623,-0.005880113,0.18870808,-3.0578332
-2.3417866,5.6340847,-6.717331,0.47560084,-0.030486085,-0.051327795,0.022698605,5.646163,-3.4193282,0.021006465,0.19636856,-3.0578332
-0.9661896,5.908968,-6.6630373,0.8993169,0.022350505,-0.019796988,0.022698605,5.646163,-3.1143332,-0.005880113,0.15207039,-3.8779116
-2.7145126,7.0319858,-7.9924994,-0.27583507,-0.84694195,0.121303625,0.11952212,4.7145777,3.3838737,-0.03883426,-0.009158892,-2.9605525
-1.361286,7.084945,-7.904558,-0.3578244,-1.0561688,-0.003166188,0.10951042,4.973614,2.8299687,-0.047986716,-0.032347567,-3.3067853
-3.213117,7.1601253,-8.00724,-0.49155828,-0.96748793,-0.0166697,0.10951042,5.0050063,2.7958033,-0.042959377,-0.017116413,-3.3153307
-2.4306183,7.1281877,-7.9930124,-0.22252363,-0.46566185,-0.096430324,0.13057357,4.930479,3.3596683,-0.03883426,-0.013936825,-2.755944
-1.5545585,7.0777836,-7.904558,0.60915864,-1.2273328,-0.096430324,0.13057357,5.148887,3.1001341,-0.055851102,-0.027691774,-2.5433416
-2.823013,7.050839,-7.904558,-0.49155828,-1.2273328,-0.096430324,0.11240882,5.111565,3.0248435,-0.05767356,-0.024379268,-3.208912
-3.238475,7.0319858,-7.9931874,-0.27585006,-0.917269,-0.08706952,0.123867184,5.1052804,2.7958033,-0.047155604,-0.031270914,-3.187002
-3.2474017,7.1139607,-7.904558,0.104747705,-0.46566185,0.047751017,0.116048604,4.7145777,3.5675886,-0.05153601,-0.016152449,-3.1519685
-1.7667809,7.069871,-8.004354,0.60915864,-0.8985104,0.121303625,0.13018161,5.1318707,3.0811648,-0.060392447,-0.027378045,-3.1928725
-3.5146255,7.1576986,-7.904558,-0.16660611,-0.5591298,-0.0836572,0.118050404,4.763293,3.539952,-0.051760018,-0.010016583,-2.5019813
-2.2614262,7.161849,-7.953029,0.28520483,-0.47234994,-0.096430324,0.10951042,4.9687605,3.1935687,-0.04996966,-0.014171742,-2.9759994
-1.361286,7.148694,-8.005369,-0.49095848,-0.46566185,-0.09375728,0.1288226,4.7145777,2.866672,-0.05749461,-0.027240783,-3.3206964
-1.361286,7.163795,-7.972106,0.60915864,-1.1240828,0.121303625,0.10951042,5.028575,3.3952436,-0.060392447,-0.026461989,-2.5019813
-1.7860951,7.075591,-8.007407,0.23775868,-1.1412172,-0.025153523,0.11654687,4.7145777,2.8134952,-0.03883426,-0.023336627,-2.8807206
-1.361286,7.1463118,-7.9568887,0.60915864,-0.8743857,-0.049629636,0.13057357,5.021025,2.8173892,-0.04603088,-0.032347567,-3.011123
-3.5146255,7.1264367,-7.904558,-0.46914187,-0.646925,0.1033841,0.12821117,4.770071,3.2481465,-0.054988146,-0.009158892,-3.2251987
-2.0362022,7.141729,-8.003082,-0.35448128,-0.46566185,0.121303625,0.13057357,5.0774426,2.9004807,-0.046624407,-0.019233696,-3.3206964
-3.5146255,7.0695486,-7.961087,-0.001538231,-1.0410534,0.09180773,0.11102883,5.1310787,3.5675886,-0.03883426,-0.019330628,-2.7280748
-3.0539973,7.126893,-8.002354,0.30344796,-0.46566185,0.064128816,0.11930573,4.9978433,3.5675886,-0.03883426,-0.032347567,-2.837285
-1.361286,7.143488,-7.9652777,-0.23509005,-1.2273328,0.05769737,0.113808475,5.0591145,3.3974743,-0.051027715,-0.009158892,-2.5019813
-3.5146255,7.151919,-8.008767,0.14700164,-0.6557972,0.084171474,0.10951042,5.08612,3.3539393,-0.045124516,-0.032347567,-2.5019813
-1.3756778,7.1601334,-7.917159,-0.27647382,-1.2273328,-0.096430324,0.11793655,5.121218,3.5675886,-0.052182287,-0.0218108,-3.3206964
-2.1547954,7.1289563,-7.9972925,0.04689035,-1.1395214,-0.019653207,0.12068245,5.057952,3.5675886,-0.055701226,-0.009158892,-2.794478
-2.0530696,7.0319858,-7.96762,-0.17384093,-1.1829573,0.08015566,0.123099096,4.9400992,2.7958033,-0.060392447,-0.016305849,-2.589231
-3.5146255,7.1632843,-8.007811,-0.028504137,-0.46566185,0.121303625,0.10951042,4.976642,2.917296,-0.058452606,-0.02387742,-2.5019813
-0.27497414,7.4624887,-8.87795,-0.47547004,-0.017350517,-0.07941849,-0.022940896,-2.2963006,0.462085,-0.05325468,-0.04996209,-3.3055143
-0.5269005,7.557083,-8.835133,1.235084,-0.07022003,0.046947695,-0.021899711,-2.1727693,0.30352622,-0.03421426,-0.05237563,-3.202654
-0.07177461,7.394599,-8.844836,0.5960983,0.09526171,-0.012716634,-0.024338964,-3.369362,0.30334628,-0.08820414,-0.046505064,-2.8287282
-0.062981725,7.5149465,-8.870379,1.235084,-0.06795818,0.049291454,-0.06776681,-2.4750004,0.4113359,-0.08820414,-0.03295158,-2.985654
-2.5704615,7.5229897,-8.876004,1.235084,0.081858374,-0.18345577,-0.049072437,-2.9967384,0.281564,-0.0453597,-0.052098066,-2.8287282
-2.4156103,7.557364,-8.875339,0.40144065,0.059369463,-0.13108176,-0.07685917,-2.3856819,0.462085,-0.03483352,-0.03295158,-3.3708968
-3.6001043,7.4066653,-8.818856,0.5133291,-0.07191856,0.072550595,-0.0708531,-3.018961,0.3335268,-0.035970986,-0.03295158,-2.8287282
-3.6001043,7.394599,-8.834379,-0.54871684,0.02797833,0.05070249,-0.017921867,-3.1499078,0.462085,-0.034913376,-0.04439521,-2.8287282
-3.0290546,7.516702,-8.865186,-0.2831392,0.079390936,-0.18345577,-0.052976057,-3.1061487,0.2968803,-0.07945423,-0.038822666,-3.1434412
-0.6389175,7.52518,-8.875024,-0.5773319,0.14667647,-0.18345577,-0.021926936,-2.0959609,0.3934933,-0.040192336,-0.050453,-3.171114
-0.89326626,7.5031776,-8.831736,1.1727779,0.061691105,-0.025367802,-0.054322504,-2.8984718,0.3213571,-0.038372487,-0.038785867,-3.1591945
-1.2581388,7.4939036,-8.770016,-0.5773319,0.14409345,0.072550595,-0.07685917,-2.4153762,0.40959388,-0.08820414,-0.03960669,-3.3708968
-3.6001043,7.5613475,-8.854744,1.235084,-0.07191856,-0.14867735,-0.054533638,-2.0959609,0.31227154,-0.08820414,-0.048080392,-2.9901378
-3.6001043,7.511524,-8.87715,-0.453252,0.110935956,-0.18345577,-0.02584825,-3.4385178,0.28648698,-0.08820414,-0.037176102,-3.2944193
-0.4410706,7.5096707,-8.856385,0.505534,0.020713612,0.035658784,-0.020128865,-2.5693784,0.462085,-0.03421426,-0.048674285,-2.989564
-3.6001043,7.5088067,-8.878204,-0.37981564,0.012183867,0.025000967,-0.025353864,-2.0959609,0.40746427,-0.08820414,-0.0398909,-3.2184157
-0.062981725,7.5633087,-8.871892,0.6277813,0.013080679,-0.15508068,-0.046297535,-2.8031354,0.34342834,-0.03421426,-0.05119384,-3.3708968
-0.22282785,7.5389895,-8.828424,-0.5773319,-0.018003054,-0.18345577,-0.06699154,-3.4385178,0.3629555,-0.07527897,-0.033101752,-3.248337
-0.077959426,7.5534625,-8.8783,0.11675201,-0.014775939,-0.1478008,-0.041049063,-3.0425963,0.2935283,-0.057409555,-0.03295158,-3.2326617
-3.6001043,7.5554967,-8.861953,-0.5773319,-0.07191856,0.03209056,-0.050808683,-3.1146495,0.281564,-0.08820414,-0.05237563,-2.9141095
-0.7351497,7.5376744,-8.770016,-0.5773319,0.12667108,0.026590325,-0.017921867,-2.0959609,0.32569984,-0.07535851,-0.03295158,-3.3708968
-0.7120777,7.5652175,-8.873771,1.235084,0.14667647,-0.15191978,-0.058015697,-2.0959609,0.462085,-0.03421426,-0.04613284,-3.2324142
-3.6001043,7.4200892,-8.878265,-0.5773319,0.12530926,0.072550595,-0.07685917,-3.0146546,0.34414595,-0.07729527,-0.04714897,-3.1707056
-0.062981725,7.5343432,-8.877968,1.235084,0.14667647,0.072550595,-0.017921867,-3.3975878,0.3585291,-0.044510245,-0.046682127,-2.865717
-1.5826912,7.5408435,-8.87722,0.72009146,0.09050908,-0.16104789,-0.035826236,-3.4385178,0.462085,-0.07670523,-0.05237563,-2.8287282
-6.2775407,-1.9336575,-9.877231,-0.012812045,-0.13585556,0.22565085,0.18876897,-5.7082453,-4.1579094,-0.65082866,-0.0340254,-2.991563
-0.6533029,-3.5826745,-9.876561,-0.26930562,-0.20541015,0.22565085,0.187798,-5.3164606,-4.360146,-0.5332946,-0.027565263,-2.924359
-3.847213,-2.8700843,-9.874445,0.91008484,-0.2175934,-0.059543252,0.17640063,-5.628358,-3.5394998,-0.57475746,-0.03648907,-2.9930294
-5.5285425,-1.640786,-9.868172,0.44573507,-0.3440067,0.13481715,0.1783474,-5.2505064,-4.360146,-0.65230227,-0.001216771,-2.9760246
-1.3902214,-3.5826745,-9.877406,0.76272815,-0.2444681,-0.03257843,0.17889713,-5.2741976,-3.5394998,-0.5889311,-0.034533054,-3.2270746
-6.335705,-2.1873455,-9.875478,0.91008484,-0.22105142,-0.059543252,0.18245555,-5.444922,-4.360146,-0.5876953,-0.008042842,-3.1170137
-6.3297067,-3.5826745,-9.878248,0.91008484,-0.13585556,-0.030689454,0.18199311,-5.188896,-4.360146,-0.55089545,-0.001216771,-3.3341134
-0.6533029,-2.0540817,-9.878237,-0.025937457,-0.34071738,0.22565085,0.1831985,-5.559042,-4.2078953,-0.6547248,-0.029660203,-3.3341134
-0.6533029,-2.9408107,-9.841813,0.82990927,-0.14719483,0.14574338,0.19397461,-5.089533,-3.744889,-0.54913425,-0.033788785,-3.0075848
-6.334684,-1.5383271,-9.844098,0.025405794,-0.19668257,-0.059543252,0.18076248,-5.6343927,-3.8885312,-0.64837986,-0.027725339,-3.210393
-0.6533029,-2.9321423,-9.878043,-0.20719688,-0.3440067,0.22565085,0.19397461,-5.2591,-3.6006892,-0.5997492,-0.001216771,-3.1835234
-6.3344636,-1.5383271,-9.877055,-0.057065606,-0.3440067,0.12995522,0.18320231,-5.7082453,-4.1901474,-0.5332946,-0.014114261,-3.3341134
-5.8290787,-1.5383271,-9.877524,-0.26930562,-0.3440067,-0.024993418,0.18428725,-5.089533,-3.9553564,-0.6450238,-0.010541834,-3.1078029
-5.973405,-2.2741523,-9.876564,0.13665463,-0.2945864,0.10153819,0.17976113,-5.7082453,-3.8035066,-0.5332946,-0.023591496,-3.1248085
-5.4301,-3.5455124,-9.875925,-0.10819141,-0.13585556,0.0744363,0.17640063,-5.1333017,-3.5911672,-0.5705563,-0.028926328,-3.3036854
-0.6533029,-2.7117188,-9.878245,0.02928447,-0.13585556,0.22565085,0.18693231,-5.6809855,-4.1778593,-0.6547248,-0.027038492,-3.1209736
-0.6533029,-1.5992062,-9.8709755,-0.26930562,-0.15396017,0.023331426,0.17682177,-5.1021194,-3.551889,-0.54881465,-0.03648907,-2.924359
-6.3205914,-1.5383271,-9.841813,-0.26930562,-0.27273107,0.20888616,0.17640063,-5.5827684,-4.165312,-0.64773005,-0.029205337,-3.1580334
-5.1048117,-2.9403257,-9.865826,0.87563294,-0.25519094,0.035408877,0.18533562,-5.7082453,-4.360146,-0.5332946,-0.010092996,-3.1231906
-5.703954,-1.5383271,-9.84639,0.91008484,-0.23302975,-0.059543252,0.19397461,-5.420206,-4.045101,-0.6209305,-0.031802252,-3.2681892
-5.2843533,-2.7406902,-9.868969,0.309974,-0.21143678,-0.044513404,0.19397461,-5.089533,-3.5394998,-0.5332946,-0.034448467,-3.3341134
-0.6533029,-1.9994643,-9.853417,0.74505043,-0.24945438,-0.043075368,0.19397461,-5.089533,-3.5394998,-0.53940845,-0.019249171,-3.1403563
-5.924044,-3.411421,-9.878087,-0.24445455,-0.3440067,-0.045636408,0.18385051,-5.3826447,-4.253589,-0.5993376,-0.004790016,-3.0279865
-5.340718,-3.559853,-9.857081,0.91008484,-0.25016335,0.22565085,0.19397461,-5.539142,-4.360146,-0.6049048,-0.003600434,-2.924359
-0.6533029,-3.136099,-9.860313,0.2584308,-0.13585556,0.22565085,0.17640063,-5.7082453,-3.5394998,-0.60579497,-0.006452657,-2.924359
-4.891769,-7.360674,-10.640181,-0.23389257,0.95684475,-0.11642745,-0.068389155,-7.007948,-5.288579,-0.69217825,-0.45617574,-3.0373454
-4.7946095,-6.7581267,-10.637429,-0.6075301,1.2511536,-0.093490764,-0.07656213,-6.6144013,-4.882424,-0.662295,-0.46828666,-3.3789084
4.1531677,-5.8850775,-10.640464,0.36184427,1.2511536,-0.05849514,-0.10064741,-6.919611,-4.7595696,-0.57223606,-0.4435714,-3.015466
0.3757838,-5.5122795,-10.632345,-0.8236553,0.26645735,-0.061193056,-0.116396606,-6.9031057,-5.145046,-0.65778464,-0.46828666,-3.015466
-2.2012768,-6.333976,-10.639427,0.6779285,0.74745774,0.037779562,-0.09005871,-6.8888664,-4.625812,-0.6299379,-0.40010697,-3.2725725
-4.891769,-5.46291,-10.639654,-0.5292636,0.81373423,-0.018593194,-0.043101437,-6.6144013,-5.0027084,-0.57223606,-0.46828666,-3.1950016
-4.891769,-5.31328,-10.639131,-0.8955837,1.2511536,-0.16148973,-0.10645377,-6.892296,-5.308664,-0.6488273,-0.3632513,-3.1352315
5.753427,-5.0095305,-10.63895,0.39944527,0.9070612,0.048562184,-0.03278787,-7.0049376,-5.308664,-0.57963514,-0.3527864,-3.381605
-4.891769,-7.058419,-10.621341,0.6779285,1.2511536,-0.10007679,-0.116396606,-6.849716,-4.894131,-0.62526435,-0.4300903,-3.381605
4.9227557,-6.2419043,-10.640181,-0.15095161,0.3233575,0.07809995,-0.060195245,-6.967489,-4.9972224,-0.6536476,-0.38779902,-3.240849
-3.3992271,-4.458417,-10.610388,-0.4632382,0.6471962,0.034243148,-0.070343725,-6.6144013,-5.1480603,-0.69217825,-0.3527864,-3.015466
4.054773,-7.063223,-10.637249,-0.8955837,0.36966658,0.07747596,-0.053514272,-7.0340724,-5.261314,-0.65953964,-0.3527864,-3.0695148
6.1524777,-7.360674,-10.640279,-0.8955837,0.26645735,0.029534757,-0.0571201,-7.0339284,-4.625812,-0.69217825,-0.3818414,-3.015466
6.1524777,-6.6156073,-10.640226,0.6779285,0.26645735,0.026264274,-0.084775575,-7.032963,-5.208803,-0.63069177,-0.3874722,-3.1052136
-4.891769,-7.360674,-10.58028,-0.68539923,1.2511536,-0.008517848,-0.040761627,-7.006278,-5.0715775,-0.6254447,-0.4351812,-3.1440568
4.675951,-4.458417,-10.640445,-0.8955837,1.2511536,-0.1298851,-0.03278787,-6.9081464,-5.0662045,-0.57223606,-0.3527864,-3.1737661
6.1524777,-4.458417,-10.640629,0.6779285,0.56040514,-0.16148973,-0.08768939,-6.6144013,-5.308664,-0.57223606,-0.3527864,-3.299358
0.5741843,-5.2835035,-10.632919,0.3293163,0.6021584,-0.16148973,-0.03278787,-6.994116,-4.625812,-0.6305142,-0.3527864,-3.381605
6.1524777,-7.311814,-10.600706,-0.83528024,1.0251691,-0.003999893,-0.116396606,-6.986794,-5.308664,-0.68953544,-0.42840528,-3.3646505
4.5085955,-7.360674,-10.6355,0.6779285,0.5673832,0.021400021,-0.116396606,-6.8223658,-5.0622063,-0.5910979,-0.4475028,-3.015466
6.1524777,-6.990567,-10.638305,-0.8955837,0.26645735,0.04980141,-0.10293969,-6.88216,-4.625812,-0.63599885,-0.4021098,-3.2328897
5.00016,-6.535993,-10.615034,0.4478151,0.26645735,0.07809995,-0.041303113,-6.888876,-4.840545,-0.57223606,-0.36409253,-3.2908046
-4.891769,-4.458417,-10.625548,0.6779285,0.53622174,-0.073422626,-0.03278787,-6.9171515,-5.134935,-0.6566724,-0.46828666,-3.381605
4.3874826,-6.093794,-10.640493,0.36580905,0.6500368,-0.16148973,-0.07331873,-6.6709604,-4.625812,-0.69217825,-0.4591111,-3.2333667
-1.6800354,-4.477186,-10.627646,-0.034569796,0.91405344,0.07809995,-0.06041202,-6.982292,-4.8042593,-0.57223606,-0.4017818,-3.3508866
3.890449,-7.242766,-11.051164,0.25161582,0.07008759,-0.053108647,0.059159826,-7.6439824,-7.322096,-0.37613472,-0.36910012,-3.3911705
-0.97620964,-8.724272,-11.065572,0.39948472,-0.005681098,-0.06850974,0.048311047,-7.283724,-7.3182755,-0.34076235,-0.3471695,-3.1270041
-5.518067,-8.603636,-11.049452,0.65799534,0.122604504,0.071288854,0.06963444,-7.66846,-7.2821608,-0.3449571,-0.3355266,-3.3406532
-3.9641905,-8.409554,-11.070439,-0.13810836,-0.011211403,-0.08820044,0.07749134,-7.6271753,-7.1016874,-0.34076235,-0.35747895,-3.3911705
-5.518067,-8.801454,-11.039103,-0.3120127,-0.004855245,-0.0861002,0.059300654,-7.6759467,-7.222788,-0.37318492,-0.36910012,-3.1094856
