gyro_rad[0],hover_thrust,xyz[0],gyro_rad[2]
0.02097077,0.24145852,-0.010611242,0.006412725
0.014564009,0.24164273,0.01536037,-0.001738553
0.001075487,0.2417563,-0.006765288,-0.021871336
0.02128254,0.24100152,-0.002077594,-0.009639169
-0.006281718,0.24163884,0.00753468,0.006710135
0.019743707,0.2422744,-0.001460561,-0.013614257
-0.012484602,0.24315453,-0.006649437,-0.027793348
0.032596014,0.2429216,-0.003167674,-0.019031359
0.010463864,0.24318431,-0.002044245,-0.002269444
0.008418167,0.24266006,-0.028971763,0.002355338
0.014294788,0.24288204,-0.0165894,0.002413283
0.016801203,0.24320489,-0.0236663,-0.003507102
0.008084902,0.24349506,-0.006625963,-0.011512437
-0.00273142,0.24332805,0.008695444,0.012918358
0.009636494,0.2433032,-0.06460134,0.021234
0.030253792,0.24381731,-0.016962392,0.016633213
-0.007098086,0.24394338,0.015260028,-0.00319453
0.003264878,0.24370398,-0.05524331,0.007850738
0.033378527,0.24391232,-0.06306692,0.010828256
0.019496646,0.24424328,-0.06586376,-0.004383245
0.00089004,0.24465632,-0.082734376,-0.002883887
-0.003572089,0.24493842,-0.06727084,-0.002336535
0.043423172,0.24423665,-0.08492047,0.006181328
-0.017380662,0.24366885,-0.10335375,-0.014006367
0.002333468,0.24352746,-0.17658484,-0.025461268
0.039637726,0.2439607,-0.17201942,-0.009468157
-0.02533333,0.24454436,-0.06811015,0.00789024
0.013077332,0.24426447,-0.14247338,-0.001825993
0.024535201,0.24393131,-0.20184523,-0.007900045
-0.01629025,0.24376263,-0.12731281,-0.016904837
0.037553545,0.24337839,-0.064727515,0.007290793
0.00250571,0.24357365,-0.10111485,-0.001915251
0.036912274,0.24329355,-0.07844147,0.014875003
-0.021483392,0.24227276,-0.021478655,0.003670368
0.0400682,0.24224706,0.056791723,-0.004165908
-0.014522605,0.24261382,0.15189014,0.009219416
0.008777946,0.24219185,0.11276614,0.008739528
0.041821007,0.2424798,0.050207715,-0.003047613
-0.031143121,0.2422529,0.06967395,-0.009256372
0.015241756,0.24227092,0.10909713,0.013457606
-0.002885486,0.24245934,0.04485275,0.012630465
0.017775767,0.24333568,0.036550093,-0.026494076
-0.004002526,0.24301796,0.18232584,-0.021032955
-0.00492069,0.24334908,0.044376943,0.002643475
0.03566766,0.24338596,0.05636029,0.016782619
-0.000618514,0.24285556,0.15230705,-0.012550917
-0.017279351,0.24212465,0.20062746,-0.025214963
0.019989954,0.24225298,0.03267348,-0.001954547
0.025443887,0.24204467,0.008988465,0.005749735
0.002800047,0.24200656,0.051447958,0.0050279
-0.01546836,0.24187955,0.077748194,-0.001674454
0.040033095,0.24168299,0.1056852,0.000548017
-0.007212465,0.24153921,0.08691903,0.015502083
0.000867974,0.2415938,0.04292651,-0.001891933
0.03413123,0.24124163,0.011301475,-0.003515953
-0.024207553,0.24138607,-0.022003168,-0.009514289
0.04220933,0.24172106,-0.098173246,0.01601819
-0.011290757,0.2416759,-0.002480278,0.015640268
0.019819917,0.2413842,0.0686908,-0.024343567
0.003055384,0.24125782,0.18689005,-0.01693644
0.016480522,0.24153532,0.22311339,-0.002444356
0.021858094,0.24130158,0.14470144,0.027215967
-0.027217586,0.24110973,0.02008505,-0.004903895
0.04585054,0.24174908,0.10287011,-0.020238744
-0.022324571,0.24175185,0.11305539,-0.011812279
0.022094209,0.24160479,0.14810182,0.015278606
0.04129226,0.24153796,0.04360251,0.007849746
-0.018769767,0.24172038,-0.057915114,-0.013364858
0.022806792,0.24136622,-0.024537578,-0.007578087
0.008788079,0.24147752,0.11355737,0.019969698
0.0298992,0.24123186,0.09236611,0.007980073
-0.003369872,0.2414475,0.001565308,-0.015258742
0.016717983,0.2413203,-0.12666248,-0.018431636
0.026370505,0.24185447,-0.23825991,0.032102194
0.010631973,0.24170439,-0.11000995,0.022493033
-0.011369499,0.24174313,-0.006979065,-0.026773311
0.03183647,0.24134606,-0.08873737,-0.018872272
0.018741606,0.24157749,0.009659731,0.002232394
0.025072819,0.24166782,0.11410182,0.021947226
-0.024413696,0.24141861,0.01793811,-0.008342121
0.04449334,0.24100567,0.045145605,-0.012455609
0.00027962,0.24131615,0.17626984,-0.007599459
0.027698245,0.24143942,0.29505816,0.003937751
-0.008738905,0.24120578,0.40242493,0.00663823
0.008875135,0.2412509,0.38234064,-0.014010417
0.035148606,0.24145165,0.31314325,-0.001921573
-0.005555189,0.24141099,0.2868591,0.023449648
0.013801603,0.24140826,0.22972913,-0.000230612
-0.00728486,0.24167943,0.11240026,-0.023605296
0.03758302,0.2418074,0.082924314,-0.007478427
0.0008737,0.24176122,0.24002017,0.022581082
8.06E-05,0.24189347,0.2893028,0.014296377
0.014775293,0.24203777,0.35518053,-0.013667408
0.012375056,0.2420274,0.38482103,-0.017804451
0.009465564,0.24200356,0.3821076,0.003459933
0.035014544,0.24189137,0.3760198,0.011324516
-0.048454095,0.2420009,0.2444369,-0.003475462
0.03766063,0.24204554,0.1394172,-0.0134021
0.011775289,0.241938,0.060977187,0.000715502
0.026951486,0.24200818,-0.006602279,0.006877268
-0.01771736,0.2420029,0.061170537,-0.001369687
-0.008673888,0.2420728,0.0903495,-0.025897933
0.04590673,0.24232729,0.062684394,0.013924463
0.009069514,0.24253839,0.08458893,0.02436878
-0.011971643,0.242526,-0.04935863,-0.008339453
-0.021533903,0.24237418,-0.098107174,-0.023537543
0.052938066,0.24245611,-0.084014036,-0.001333996
0.030199505,0.24250886,-0.10585235,0.017456971
-0.042102695,0.24256718,-0.11258731,-0.00049326
0.00177562,0.24270433,-0.10495818,-0.009544225
0.037014592,0.24273995,-0.10235983,-0.003797223
0.017479246,0.24273568,-0.089983664,-0.003230203
-0.013507395,0.24278834,-0.18820056,0.000444957
0.006870808,0.24295337,-0.18722302,-0.007999707
0.028536553,0.2429442,-0.12082685,-0.002571804
0.003912508,0.24298148,-0.26134768,0.01434377
0.009002016,0.24351197,-0.389245,-0.011860508
0.01879491,0.24343587,-0.49520677,-0.013294498
-0.042835668,0.24319787,-0.51432055,0.001401457
0.059775513,0.24336731,-0.59352833,0.018422438
-0.012019442,0.24341874,-0.5894872,0.002943603
-0.005529919,0.24332489,-0.5735586,-0.00801237
-0.03561383,0.24338259,-0.5031494,0.004427152
0.05013639,0.24323428,-0.5095414,0.001911956
0.030008858,0.24317767,-0.570703,-0.004672289
-0.03996422,0.24315995,-0.6745797,-0.001510539
-0.01893054,0.24342196,-0.7236027,-0.002515856
0.040292453,0.24339612,-0.70336455,0.009842657
0.013690857,0.2435248,-0.63314474,-0.016978849
0.000749672,0.24351811,-0.62446135,-0.01574941
-0.07357497,0.24350674,-0.59793925,0.004849386
0.041888367,0.24403699,-0.5766396,0.003356116
0.05443252,0.24387047,-0.58874345,0.015162282
-0.08479679,0.24386291,-0.527908,-0.012302863
0.029695768,0.24370281,-0.4232875,-0.023037914
-0.005772622,0.24354291,-0.32142466,-0.005199777
0.002849291,0.24366471,-0.052545622,0.012027196
0.005815306,0.24355507,0.07252928,0.011222729
-0.04440162,0.2437816,0.041070774,-0.006313734
0.05179597,0.2437074,0.25967392,-0.026757868
0.045878313,0.24364938,0.43948215,0.007814015
-0.09166777,0.24370669,0.53454787,-0.006555925
0.020776425,0.24351323,0.38869986,-0.014944944
0.010351907,0.24340692,0.3703177,0.017261736
0.006537768,0.24348137,0.5664309,0.012561844
0.026693365,0.24367432,0.71932817,-0.03616699
-0.038930453,0.2433457,0.8806531,-0.020956654
0.03707855,0.2431176,0.9593147,0.027176073
0.058665477,0.24293849,0.898261,0.012568651
-0.13453995,0.24266873,0.8784927,-0.027515156
0.0934719,0.24244788,0.78825,-0.02685833
0.06510847,0.24224757,0.7909203,0.028992077
-0.08748311,0.24213915,0.79946226,-0.000539846
0.053232443,0.24221654,0.8195444,-0.029574497
0.03696857,0.2423038,0.70888114,0.030137386
-0.032037288,0.24226241,0.5757708,0.027421487
0.063322306,0.2422464,0.5818163,-0.06305863
-0.003918981,0.24195051,0.47579026,-0.008495185
-0.07530312,0.24182636,0.46930066,0.060522117
0.08743186,0.24161728,0.5036644,-0.023103131
-0.07171236,0.24155185,0.6404983,-0.025220623
-0.01628976,0.24141628,0.6193718,0.018117888
0.15208322,0.24161787,0.538781,-0.001390038
-0.11882287,0.2414208,0.4608689,-0.025441589
-0.020547338,0.24130672,0.41428995,0.012542822
0.12768884,0.24106929,0.43257383,0.020405367
-0.06540775,0.24107864,0.45516086,-0.02392747
-0.00874573,0.24099883,0.29702345,-0.0347409
0.07411112,0.24082132,0.11665411,0.003545538
-0.093455955,0.24072888,-0.04014054,-0.006260308
-0.012832942,0.24046871,-0.1478626,-0.005302246
-0.03647878,0.24009228,-0.27458274,-0.009308558
-0.020852612,0.24057505,-0.48116148,0.003832295
0.029707344,0.24101749,-0.6018078,-0.001452987
-0.0341122,0.24136065,-0.7131344,0.015829494
0.019991368,0.24097027,-0.61944413,-0.01367112
0.060616165,0.24087827,-0.67369545,-0.03253332
-0.012901936,0.24087043,-0.9106679,0.007889429
-0.043268256,0.24071041,-1.1719431,-0.012932875
0.029083865,0.24049564,-1.1954311,-0.019936323
0.0272724,0.24046771,-1.1775388,0.012002905
-0.06860662,0.2407369,-1.1340847,-0.00201935
-0.037885167,0.24067232,-1.0677724,-0.026561536
0.08325975,0.2409373,-0.9432849,0.001941015
-0.006632888,0.24101761,-0.85660607,0.010365904
-0.0381471,0.24101315,-0.9383929,-0.010687214
0.001225433,0.24068457,-0.9923032,-0.000499685
0.04789571,0.24069221,-0.87888634,-0.020509472
0.023296922,0.24081878,-0.8416277,-0.002235239
-0.068252265,0.24124525,-0.7838453,0.029560957
0.007215186,0.24161094,-0.7423999,-0.037695467
0.05819235,0.24229887,-0.6536254,-0.016655652
-0.017097821,0.24205968,-0.5273444,0.020643655
-0.05406609,0.24190833,-0.5086139,-0.020223318
0.020130353,0.2420644,-0.5693744,0.016072942
-0.03607762,0.24201371,-0.49095973,-0.001823227
0.077136874,0.24241221,-0.29561612,-0.058262754
-0.003840261,0.24301983,-0.100788444,0.025108157
-0.12069817,0.2427428,0.19429336,0.019908208
0.107605375,0.24250199,0.4394067,-0.05346796
0.038636673,0.24274589,0.549992,-0.021054707
-0.019951768,0.24265121,0.5956629,-0.001323784
-0.037391704,0.24243473,0.6647514,0.006694924
-0.016470516,0.24253269,0.76841587,0.015626024
0.06720406,0.24254751,0.87960565,-0.018334698
-0.052998368,0.24270134,0.92735904,-0.00640278
0.02684753,0.24260777,1.0211697,0.011785344
-0.027518885,0.24273759,1.0044461,-0.0039087
-0.023056086,0.24291363,1.0019429,-0.01233462
0.09282197,0.24260086,0.86925673,-0.036287438
0.03618361,0.24282269,0.7405607,0.026463475
-0.11110348,0.24327612,0.57999796,-0.011708546
0.08450455,0.24339417,0.4367222,0.017884593
-0.09563077,0.24345192,0.3165639,0.03482632
0.07929494,0.24382988,0.32875508,-0.07490623
0.05634759,0.24380817,0.2335238,0.029850956
-0.2500344,0.24390565,0.18626042,0.048054595
0.17910819,0.24391152,0.28695175,-0.07800013
0.019450447,0.24408881,0.3708856,0.028413044
-0.16513631,0.2438212,0.31453314,-0.018279325
0.12167166,0.24373515,0.25104344,-0.048607484
-0.036306623,0.24341242,0.14312589,0.04403053
0.000364567,0.24401036,0.029580377,-0.09263979
0.08041512,0.24374422,-0.07975031,0.023556309
-0.1596004,0.24394447,-0.0998395,0.032109868
0.15046653,0.24382934,-0.07505754,-0.069548115
-0.105848715,0.24403691,-0.004880454,0.045978237
-0.1305677,0.24426347,0.05032538,-0.028149016
0.09434739,0.24477492,0.065816104,-0.002770454
-0.020001827,0.24474953,0.046793085,0.021720972
-0.003357608,0.24477236,-0.007460383,-0.06535126
-0.024911199,0.24430975,-0.06833535,0.023302691
0.000251115,0.24470216,-0.08844877,-0.03589465
0.042455386,0.24439217,-0.0701392,-0.015492939
-0.039301112,0.24435969,-0.05775216,-0.003399419
0.0349141,0.24416421,-0.034497898,-0.0185392
-0.052684315,0.24405164,-0.06241864,0.021799067
0.027118081,0.24445142,-0.013187435,-0.004336042
-0.033234503,0.24444221,-0.03996915,-0.007507173
-0.040019393,0.2443209,-0.014007187,0.014967879
-0.07319396,0.24455678,-0.066182934,0.024846248
0.03911533,0.24486175,-0.04733769,-0.05208234
0.05822025,0.24511084,-0.049262386,-0.02879874
-0.037762716,0.2447202,-0.048948396,-0.03408123
0.001115619,0.24490386,-0.12915327,-0.003980934
-0.07003668,0.24487032,-0.13295111,-0.03766964
0.15144566,0.24462107,-0.104812935,-0.057062395
-0.2229247,0.24453433,-0.1489034,0.057365973
0.08073054,0.24472585,-0.12682346,-0.024595808
-0.046859786,0.24454965,-0.10794698,0.06455412
0.003636987,0.24490112,-0.06122385,-0.05003035
0.12540166,0.2445155,-0.056251552,0.046288993
-0.26033908,0.24427602,0.006359917,-0.014460734
0.26385322,0.24458016,0.013266221,-0.05985981
-0.28895044,0.2443116,0.028326891,0.021505969
0.17027625,0.2444306,0.03989874,-0.06840886
-0.13178761,0.24461815,0.08689905,0.028259689
0.034812067,0.24455722,0.031725187,-0.089265026
0.018821169,0.24452068,0.06176079,0.048105244
-0.09666869,0.24465115,-0.06906625,-0.026980098
0.13146955,0.24468923,-0.20964795,0.008234668
-0.13569699,0.24409911,-0.32983008,0.016984785
0.11976983,0.24403542,-0.5921801,0.012915492
-0.20853062,0.24419065,-0.7166953,-0.003806755
0.10729165,0.24418814,-0.79758734,-0.051020272
-0.18618715,0.24429692,-0.8056362,0.025792437
0.06093751,0.2446993,-0.8002135,-0.04255486
-0.13575391,0.24460942,-0.76542294,-0.04723509
0.09777819,0.24441317,-0.7749172,-0.022727665
-0.10907856,0.24477462,-0.77930975,-0.015234512
0.036484674,0.24486701,-0.74944615,-0.005917266
-0.13706885,0.24485059,-0.5776963,-0.03360001
0.16242345,0.24488072,-0.36486104,0.053969074
-0.27717447,0.24498652,-0.20593403,-0.022370182
0.20117404,0.24512058,-0.17586453,0.00858574
-0.23896356,0.24502508,-0.051426247,0.052409112
0.07292965,0.24577089,0.1651953,0.003984684
-0.16651486,0.24589124,0.48072526,0.028388979
-0.002912516,0.24626671,0.6620045,-0.03719128
0.006045134,0.24609311,0.67858547,0.08472715
-0.087525375,0.24544606,0.71288097,-0.10596167
0.017786525,0.2454585,0.73344564,0.08787053
0.001833642,0.24543673,0.79614043,-0.0349019
-0.09123043,0.24578123,0.90727025,0.072769344
0.08016539,0.2455957,0.9605103,-0.04218303
-0.047025606,0.24532269,0.97148734,0.13458666
0.038382642,0.24522732,0.88652885,-0.010480402
-0.19923119,0.24535312,0.8333222,0.055169795
0.19212277,0.24545246,0.91345316,0.06839536
-0.33091882,0.24522483,1.0120326,0.04423097
0.0641583,0.24530289,1.01292,0.018189251
-0.16757475,0.24574074,0.9960248,0.040006105
0.13520204,0.24533065,0.84551954,0.053498108
-0.45038018,0.24498396,0.6021095,-0.031664714
0.36401755,0.24536952,0.2875985,0.10816036
-0.50939864,0.24573551,0.108393565,-0.0324124
0.33838645,0.24561659,-0.001312486,0.093659826
-0.39089692,0.24598564,-0.10674455,-0.010223555
0.2913631,0.24611743,-0.28522745,0.15049109
-0.41063613,0.24595019,-0.4208462,-0.046248477
0.35418186,0.2460198,-0.4945259,0.21544406
-0.48059788,0.24603665,-0.66705036,-0.035681035
0.27595654,0.2456359,-0.83495873,0.16514103
-0.40724587,0.24579276,-0.9241704,0.015697805
0.038947802,0.24605282,-1.0098634,0.14989893
-0.3166311,0.24588554,-1.0334402,0.005114506
0.047187243,0.24573791,-1.0357139,0.14164133
-0.35757264,0.24576978,-1.0488678,0.004105307
-0.042583045,0.24612573,-1.1254317,0.14196782
-0.14565566,0.24586737,-1.1846601,0.025670197
-0.08563929,0.24558407,-1.21883,0.07734715
-0.10824827,0.24575055,-1.1180704,0.08934717
-0.3097447,0.24577664,-0.98008645,0.05978525
0.101168126,0.24561848,-0.76355976,0.16299678
-0.36001357,0.24552584,-0.5258106,0.056098223
0.05111072,0.24584423,-0.21364135,0.19895911
-0.30730307,0.24593392,0.035587396,0.05161101
-0.08649183,0.24571867,0.17263478,0.23331626
-0.14327388,0.2461246,0.30962846,0.05170052
-0.05580614,0.246138,0.4688922,0.22788309
-0.22570989,0.246447,0.6923949,0.04209423
-0.16448578,0.24617779,0.72046095,0.21243776
-0.23626795,0.24595365,0.80391276,0.085666224
-0.11657944,0.2461504,0.9222953,0.21141213
-0.1958618,0.24657647,0.98090845,0.11183457
-0.23909743,0.24658176,1.1774002,0.19384803
-0.037671104,0.24650875,1.2823085,0.13147123
-0.35941142,0.24621664,1.1430771,0.15482761
0.22020169,0.24564722,1.0357618,0.18141821
-0.39464608,0.2455847,0.9619636,0.1187568
0.21786942,0.24532792,0.8028027,0.21383539
-0.35793307,0.24553926,0.71989006,0.101253785
0.14259999,0.24567263,0.66444606,0.23076148
-0.26155698,0.24599892,0.5579058,0.091621965
0.050453328,0.24628723,0.4245455,0.23202305
-0.21302119,0.24662757,0.25880697,0.097928196
0.003865387,0.246415,0.09214819,0.21625376
-0.16928504,0.24621528,-0.08019266,0.11464766
-0.026624376,0.24646029,-0.28430888,0.19847958
-0.08484668,0.24635512,-0.50260377,0.14597765
-0.11307484,0.24591842,-0.6937566,0.18702349
0.07824888,0.24578138,-0.77131796,0.18715079
-0.13255073,0.24602543,-0.78800696,0.16196576
0.12328538,0.2468202,-0.8175922,0.19952501
0.03227539,0.24655703,-0.8700574,0.15914705
-0.023742005,0.24627727,-1.0274203,0.18651347
0.23893489,0.24665365,-1.1001654,0.17140618
-0.17801315,0.24611102,-1.0201277,0.16612504
0.40669966,0.24624178,-0.99563134,0.19227783
-0.30024037,0.24668601,-0.9137172,0.12275332
0.43052575,0.24640493,-0.85174286,0.23644993
-0.2860945,0.24649113,-0.8679696,0.07899087
0.3425619,0.24660304,-0.851775,0.2722574
-0.19034077,0.24625608,-0.7923596,0.050266705
0.24391682,0.24652344,-0.7927488,0.30434018
-0.088997334,0.24627025,-0.7693096,0.040600505
0.2027006,0.24595475,-0.73213285,0.30951738
0.010303425,0.24602409,-0.65528554,0.056080613
0.15320969,0.24620156,-0.58449286,0.30098048
0.07648794,0.2464003,-0.6009774,0.07599177
0.003188639,0.24704018,-0.53145444,0.25713587
0.22988126,0.24679567,-0.44267452,0.12038352
-0.109612875,0.24675943,-0.28441927,0.18995325
0.2885592,0.24657896,-0.037207555,0.1903896
-0.17936264,0.24698533,0.04755335,0.117454596
0.26929355,0.24704301,0.17009692,0.25645718
-0.18769772,0.2466842,0.34982932,0.063832246
0.13100022,0.24659927,0.5851824,0.2894477
0.021291543,0.2462087,0.7312372,0.04853515
-0.03831386,0.24640459,0.7949503,0.27805912
0.22972715,0.24650797,0.8416594,0.06438935
-0.1591102,0.2465912,0.9544048,0.24105825
0.49153528,0.2463529,1.0057813,0.10383232
-0.29434434,0.24651593,0.9621497,0.18425219
0.6784453,0.2463787,1.0239797,0.15424408
-0.3281696,0.24642116,1.0050602,0.12955295
0.7696045,0.24660052,1.026048,0.20646791
-0.31167778,0.24654439,0.9920658,0.08409166
0.74174225,0.24631414,0.9185754,0.24297081
-0.27381283,0.24638414,0.9130866,0.06487094
0.6487638,0.24648379,1.0164365,0.24034296
-0.07822389,0.24640852,1.2623482,0.06956508
0.50361043,0.24614365,1.2539158,0.21261877
0.00117457,0.24623205,1.1514065,0.08991551
0.39216354,0.24633428,1.0084524,0.16136464
0.04940155,0.2463702,0.9731875,0.12227291
0.18784973,0.24681754,1.0491716,0.12189795
0.07780709,0.2466693,0.978039,0.16763075
0.025112914,0.24690247,1.0475883,0.07195405
0.012114379,0.24697341,1.0692073,0.1980296
-0.07095523,0.24698713,0.96683174,0.061911684
-0.051518846,0.24658023,0.9215581,0.1947505
-0.05588134,0.24673332,0.9241424,0.07375623
-0.11429628,0.24695532,0.94325256,0.15749744
-0.002245176,0.24712318,0.8147381,0.118965894
-0.17420441,0.24684352,0.7612454,0.107142895
0.17270409,0.24719466,0.69219923,0.1818447
-0.20952508,0.24712662,0.578057,0.04634278
0.23962523,0.24746825,0.49576253,0.22767216
-0.23501545,0.24700342,0.2701413,-0.005238975
0.41224694,0.24706708,0.017946213,0.24344175
-0.25458565,0.24693574,-0.232807,-0.039673816
0.5434046,0.24724016,-0.4203001,0.25720802
-0.23602146,0.24736956,-0.54846215,-0.06464084
0.59136546,0.24745983,-0.61546755,0.2582399
-0.13820758,0.24741395,-0.71677333,-0.08088195
0.543989,0.24756026,-0.7884219,0.24240106
-0.07227372,0.24763662,-0.871614,-0.07742108
0.49980128,0.24772637,-0.8579534,0.22355177
0.004131376,0.24757907,-0.8505193,-0.059303097
0.41322267,0.24761371,-0.91189367,0.20642313
0.036992826,0.24733347,-1.0086793,-0.022311501
0.29126215,0.24736719,-1.0614003,0.16502476
0.06278557,0.24725793,-1.0971034,0.019445457
0.22362988,0.24741128,-1.1803175,0.12209708
0.06328475,0.24765837,-1.2149746,0.07290121
0.14762609,0.24759077,-1.2662277,0.07343997
-0.019333702,0.2474002,-1.1640823,0.09795923
0.1253859,0.24730876,-1.0938369,0.054051843
-0.10236182,0.24752378,-1.0386347,0.09712324
0.14102961,0.24780925,-0.9697787,0.052362274
-0.21952158,0.24767552,-0.8988683,0.07493233
0.19963719,0.24750736,-1.009107,0.08063983
-0.33040172,0.24757285,-0.8899391,0.046196967
0.3555622,0.24761084,-0.79835975,0.12511863
-0.4924487,0.24803701,-0.7617358,0.00631474
0.49931145,0.24805865,-0.67031974,0.15216002
-0.58705086,0.24792272,-0.52944684,-0.022919573
0.666291,0.24776445,-0.46534902,0.15370049
-0.555352,0.24792472,-0.55859214,-0.041061603
0.65597665,0.24777503,-0.5961514,0.1527499
-0.53485733,0.24754207,-0.54603803,-0.015557461
0.5944731,0.2477281,-0.52982354,0.13062295
-0.42198128,0.24789672,-0.49655405,0.009669366
0.5191708,0.24772625,-0.41352275,0.084355645
-0.37099093,0.24764381,-0.3178091,0.0331741
0.40483168,0.24784231,-0.3404648,0.043849606
-0.28923795,0.24794996,-0.2365001,0.06484025
0.2504703,0.24809842,-0.11609604,0.022279136
-0.3423296,0.24792956,0.052435078,0.09470593
0.12986733,0.24814926,0.15137841,-0.008165737
-0.3163868,0.24790597,0.22289242,0.108982295
0.0900416,0.24807182,0.26435575,0.007033271
-0.33718678,0.24819104,0.4001559,0.09237995
0.13689694,0.24795248,0.46761623,0.041504115
-0.31747505,0.24823724,0.5695899,0.04937329
0.20784457,0.24823138,0.6276067,0.0888813
-0.20917666,0.24796638,0.65683496,-0.000659449
0.18063879,0.24833788,0.7439523,0.13780716
-0.08136098,0.24826808,0.9106712,-0.05948152
0.18184054,0.24826778,0.8602019,0.1669143
0.060861778,0.24847376,0.8153447,-0.10435659
0.12411816,0.24856561,0.7071739,0.17223132
0.21910948,0.24892016,0.45500752,-0.112576865
0.004873192,0.24884081,0.35025787,0.15851277
0.35856184,0.24890079,0.39328527,-0.0934859
-0.06714759,0.24890302,0.54347044,0.13216975
0.40503347,0.24898258,0.57046956,-0.051536407
-0.0976084,0.24890052,0.57458895,0.09523683
0.38586348,0.24887516,0.33786875,-0.006714072
-0.09738583,0.2490635,0.0844264,0.04969919
0.2703841,0.24922241,0.08406151,0.022976803
-0.02523145,0.24921282,0.15392858,0.02253699
0.16966043,0.2490326,0.22101827,0.023410013
0.05038423,0.24917945,0.27147335,0.019175416
-0.020648781,0.2492237,0.2720651,-0.00670476
0.18465197,0.24928838,0.1907685,0.07100685
-0.21883991,0.24921668,0.08274217,-0.065181166
0.24808933,0.24916449,0.032911416,0.14424522
-0.32842925,0.24881405,-0.011836137,-0.11700547
0.23773775,0.24921216,0.042783655,0.17288032
