gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z,gps_x,gps_y,gps_z,mag_x,mag_y,mag_z
0.6332465,-0.48267132,0.1989914,-9.284714,-11.213004,-14.451402,0.838212,0.32661247,0.06800569,-0.074790515,0.08071301,0.6158255
0.43020704,-0.10040118,-0.13566142,-0.2063802,-17.1444,10.26538,0.8776922,0.3292392,0.12433437,-0.09309577,0.1967913,0.6277652
-0.40101883,-0.24804683,-0.15851136,-0.6584055,11.534785,-11.360487,0.907457,0.32903486,0.17037393,-0.10529928,0.13428761,0.5919462
-1.1434549,0.017736653,0.034248255,5.351999,4.520732,-14.734397,0.8971635,0.3228573,0.17453621,-0.08394314,0.22357863,0.6009009
-0.2611496,-0.08868326,-0.06455503,4.568616,14.242628,-18.141346,0.85895234,0.31233972,0.13716835,-0.10835015,0.1253585,0.57403666
-0.43979445,0.24964473,-0.12357068,0.49559975,-9.961795,-30.270851,0.8034514,0.303107,0.091223754,-0.09919753,0.14619309,0.62179536
0.9960755,0.12735237,-0.007882957,3.8742974,1.8128896,-16.329893,0.72463185,0.289768,0.047152918,-0.077841386,0.14619309,0.6128406
0.052996907,0.064182185,0.02311624,-8.190564,8.412746,-31.034122,0.6654441,0.27464712,0.0328722,-0.117502786,0.11345305,0.6755238
-0.70392674,0.014221281,0.11531488,5.7537456,5.1815314,30.647697,0.61404294,0.2523178,0.036403902,-0.062587,0.13726398,0.6844786
0.63649553,-0.1439705,-0.067697555,-5.3524776,7.1701555,-39.332428,0.58857036,0.2298321,0.042174242,-0.08699402,0.12833488,0.6605993
0.100241385,0.28671592,-0.11547467,-10.191639,5.7211847,-19.784727,0.5807504,0.19627316,0.046043653,-0.09919753,0.1610749,0.6994032
0.039574575,-0.17433053,0.09763149,4.879383,5.9673085,15.656164,0.61867756,0.17603885,0.04115726,-0.080892265,0.13131125,0.69044846
-0.48831722,-0.080640525,-0.08293083,-5.0646944,-9.821973,-2.2663515,0.66942334,0.15209217,0.037079137,-0.047332626,0.14619309,0.66358423
-0.09150622,-0.054701332,-0.104236126,3.7359123,-6.209123,-16.26046,0.7195746,0.15714997,0.025059765,-0.022925612,0.13726398,0.6456747
1.6946759,0.15520903,0.33156356,0.76901764,21.898808,-9.964667,0.76365244,0.16789287,0.014182786,0.12656733,0.15809855,0.7322373
0.12101404,-0.24016386,0.057311226,5.853823,7.3913794,-17.439844,0.7877989,0.21640286,-0.001983797,0.01063403,0.13726398,0.64268976
0.23877904,-0.16703346,-0.005805692,-3.854186,8.82407,-24.808718,0.8005277,0.2708064,-0.015954062,-0.016823858,0.15809855,0.6397049
0.7237407,0.14375743,-0.16660737,-1.5868769,-11.051157,-23.2884,0.77852356,0.34605032,-0.035612375,-0.016823858,0.107500315,0.5650819
1.1639079,0.042131208,-0.030466564,-4.022738,9.716628,-12.023681,0.745871,0.419137,-0.050883796,-0.0503835,0.10452395,0.6009009
-1.2743759,-0.000106526,-0.06450176,1.1233594,5.8475986,-10.127953,0.7132649,0.47547922,-0.06347452,0.013684906,0.14024034,0.7232826
-1.2696354,0.21310616,0.06593987,-0.8365341,-2.2802377,-2.2936451,0.6762277,0.5327003,-0.07493635,-0.06563788,0.26524776,0.67253894
0.9012137,-0.32186964,-0.011025487,-9.60841,-3.5218706,12.092634,0.65955085,0.56078637,-0.08643119,-0.21513084,0.17595674,0.6068707
-0.27542415,0.336304,-0.028868668,1.2210429,3.4112587,4.4680595,0.6515519,0.57567304,-0.09403291,-0.13580805,0.17000401,0.69044846
-0.46573365,0.13885723,-0.1556884,-6.205771,-1.619438,-20.985657,0.65134543,0.5717465,-0.10070125,-0.077841386,0.2712005,0.6994032
-0.14407702,0.2320146,-0.04809669,2.6369739,-2.1916523,-22.720018,0.6555385,0.5597166,-0.1031866,-0.09614664,0.18786222,0.66656905
0.63947827,-0.06178534,0.0757403,-9.174581,-2.2720973,-3.665044,0.6646535,0.54609394,-0.108257815,-0.05343438,0.15809855,0.6814937
-0.2799515,-0.12436963,-0.125861,11.315476,3.1632195,5.081454,0.6743606,0.534424,-0.11081714,-0.062587,0.1253585,0.62179536
0.56677395,-0.36778256,0.22407839,-4.726633,-4.807557,-15.430152,0.67814136,0.5331584,-0.118529394,-0.047332626,0.13428761,0.6038858
0.38125813,0.18082865,-0.09635317,-2.7327418,-14.647726,-17.053421,0.68123424,0.5362643,-0.12347292,-0.04123087,0.12238215,0.6068707
1.0467288,-0.14301175,-0.037710365,-2.1408951,-2.7456706,-11.060734,0.6828393,0.5450664,-0.13206647,-0.05343438,0.21464951,0.6277652
-0.11483551,0.023861924,-0.025832662,-5.892609,3.9312792,-0.824563,0.6816539,0.55710304,-0.13921659,-0.09614664,0.12833488,0.669554
-0.5451491,-0.46392268,0.017630128,1.0251971,2.4363399,-21.637838,0.67091894,0.5768763,-0.15002714,-0.04123087,0.19976768,0.62478024
-0.1603223,-0.08511463,-0.05550028,-10.59147,-1.9043481,-17.826748,0.65209675,0.60361826,-0.1570944,-0.03207824,0.15809855,0.669554
0.6463492,0.13970944,-0.013102753,-1.3900735,1.2919114,-16.990213,0.6319806,0.62120324,-0.16516066,-0.05953613,0.14916945,0.633735
0.5593704,-0.30274817,0.14199975,-13.318944,-3.2053573,0.93613285,0.60985136,0.64110607,-0.16781256,-0.062587,0.1610749,0.69343334
-0.30567765,0.052091435,0.14647387,5.0517654,-23.597252,2.2965183,0.60191435,0.6454911,-0.16964866,-0.05953613,0.17893311,0.7023881
-0.12218584,-0.19483688,0.051984906,-6.3575635,-2.5354595,-23.164381,0.60023093,0.6442735,-0.17183864,-0.13580805,0.15809855,0.65761435
0.92331797,0.15211977,0.07163903,-7.3698316,-12.450328,-30.542353,0.61469185,0.6205538,-0.17528556,-0.08699402,0.15512218,0.7232826
0.36133772,-0.43297675,0.274998,1.0266337,8.403648,11.122025,0.6314832,0.5953037,-0.17249116,-0.12360454,0.17298038,0.70537305
0.080747046,0.025566347,0.002024002,3.1737537,-0.039264906,-36.021725,0.642483,0.5777817,-0.16914801,-0.10835015,0.18190947,0.7232826
1.125079,-0.22136195,-0.07962852,4.24492,4.210443,-7.851066,0.6439059,0.5716158,-0.16426735,-0.08699402,0.20274405,0.7382071
-0.3202185,0.020080235,0.11062771,4.205176,8.562144,-6.374323,0.63568217,0.57673,-0.16467793,-0.029027361,0.2354841,0.75910157
-0.22295986,-0.23206787,-0.036911417,-9.97999,-7.374141,-15.180196,0.62098163,0.58972216,-0.16375534,-0.047332626,0.14916945,0.73522216
-0.45161888,-0.06146576,0.2475142,7.0073495,4.3732486,10.014467,0.61764485,0.59348017,-0.16389097,0.02893929,0.13726398,0.66656905
0.33289513,-0.084848315,-0.026365295,-3.7201107,2.789724,-23.400927,0.621664,0.59666413,-0.16528358,-0.0503835,0.2533423,0.633735
-0.2430401,0.15643409,-0.049321745,2.822764,-24.859476,-17.202818,0.6429177,0.5906662,-0.16558689,0.041142795,0.15214582,0.69044846
0.19313245,-0.3658118,-0.075793564,-2.103067,-14.463852,6.3178196,0.67170876,0.59193677,-0.16178617,-0.004620352,0.1253585,0.6038858
1.4377875,-0.19968382,0.109029815,0.48267108,-6.5309033,-4.255933,0.6969912,0.6045475,-0.15576741,-0.010722104,0.17000401,0.6844786
0.8026768,0.094808534,0.05006743,3.6157236,21.720676,-16.404593,0.7171052,0.6353925,-0.14916964,-0.007671229,0.17000401,0.6874635
0.30589068,0.2714294,0.043356266,-4.3928814,1.6448165,-7.33344,0.7158569,0.67198986,-0.14150782,-0.07173964,0.15214582,0.6605993
1.0514693,0.35228297,0.06902914,-14.645811,-8.067502,-28.068186,0.6995227,0.7276255,-0.13366672,-0.1022484,0.1253585,0.6397049
0.036751624,-0.24666199,-0.11355719,-5.136041,-16.031574,0.45058876,0.67251927,0.76782954,-0.12431328,-0.11140103,0.11047668,0.66358423
0.8098673,0.74733627,-0.106473185,-9.504502,-6.325481,-35.014244,0.63648427,0.8123489,-0.111509025,-0.15716419,0.11642942,0.72626746
-0.1387507,-0.20975058,-0.04404869,8.552089,0.7963115,0.866701,0.61358994,0.823364,-0.09861585,-0.056485254,0.13131125,0.74119204
-0.5272527,-0.26903254,0.13001554,4.7127466,-6.825869,11.822568,0.59567595,0.8333826,-0.09136839,-0.074790515,0.17298038,0.7173127
-0.069348715,-0.13747238,0.055127434,6.2354593,19.136375,-14.607504,0.6017763,0.8115145,-0.08523902,-0.05953613,0.14321671,0.6516445
0.053423014,-0.06801714,-0.063596286,-0.809719,6.826348,-17.267462,0.62347955,0.7780991,-0.08162114,-0.04123087,0.14321671,0.67253894
0.3639476,0.12165321,-0.08623316,-6.3776746,3.6099775,-21.649809,0.6624147,0.7259499,-0.076827206,-0.029027361,0.14916945,0.6307501
-0.46599996,0.133957,-0.021731395,3.5185187,-21.12979,17.612226,0.71367955,0.6607062,-0.06836499,0.08995682,0.13428761,0.64268976
0.79884183,-0.19297266,-0.01603223,0.3145981,8.499416,-15.7821,0.7638829,0.5845718,-0.056978606,-0.001569475,0.14024034,0.633735
-0.18487665,0.057044912,-0.20213392,5.7187905,3.8862684,-10.63648,0.81678104,0.5001025,-0.046080433,0.004532278,0.11345305,0.7113429
-0.038402785,-0.2705239,-0.13044164,5.920382,-10.251014,-6.7229185,0.85686725,0.4245489,-0.039149668,-0.029027361,0.14321671,0.66656905
-0.31350735,0.1113734,-0.036804885,1.9115307,-5.9673085,-10.443029,0.8883816,0.35454166,-0.039008003,-0.035129115,0.17893311,0.65761435
-0.41529337,0.17949706,-0.038509313,-11.034876,1.7099389,-36.550842,0.9023444,0.31279674,-0.045423534,0.001481401,0.1253585,0.6397049
-0.17156084,0.3461044,-0.10727213,3.2288203,-8.474996,-27.97816,0.9070674,0.2883984,-0.050345074,-0.1022484,0.14321671,0.7143278
-0.25417212,0.20809942,-0.114089824,1.0046071,4.23247,-20.336828,0.8982775,0.30221066,-0.05622405,-0.056485254,0.16405128,0.7232826
0.36847496,0.17608821,0.2257828,8.530062,25.259308,-7.40766,0.8831102,0.3321762,-0.06142555,-0.07173964,0.1253585,0.6755238
0.694659,0.2670618,-0.21507691,-0.06703765,9.48918,-26.386017,0.863068,0.37462613,-0.06797419,-0.047332626,0.13726398,0.7143278
0.02641856,-0.21374533,0.040320262,-3.0133421,-12.062468,-1.1688493,0.8432344,0.4164171,-0.073769994,-0.019874735,0.14916945,0.7322373
0.7914915,-0.10231865,0.025619611,4.430231,-23.019293,1.2114661,0.82315165,0.4533483,-0.08011025,-0.056485254,0.08071301,0.5710518
0.34530547,0.124795735,0.2237588,2.8007374,-12.910015,-19.94801,0.8065597,0.48233777,-0.08464337,-0.013772981,0.11940578,0.65761435
-0.54419035,-0.16117452,-0.17257284,-2.2773647,1.0860099,4.2339063,0.80382,0.49876502,-0.088568665,-0.044281743,0.1610749,0.69343334
1.7584321,-0.20868532,0.12559468,-3.4002454,19.817766,-2.7902026,0.80654275,0.50765365,-0.09067962,0.041142795,0.13131125,0.66358423
1.1856394,0.050972905,0.23537017,7.267839,9.471941,-11.222103,0.81096935,0.50998455,-0.08988254,-0.022925612,0.10452395,0.6456747
0.1820537,0.07233146,-0.05763081,10.924264,15.575239,-14.039121,0.81693786,0.5079242,-0.087080106,0.01978666,0.13131125,0.66358423
0.18141454,0.5342301,0.001864213,12.23485,-8.025364,-17.4001,0.8170765,0.51327085,-0.08665022,0.016735783,0.14024034,0.6844786
-0.008894959,0.044528052,0.120321624,-0.18531121,6.664979,-12.005485,0.8161485,0.51812303,-0.08743038,0.031990167,0.11345305,0.6456747
-0.42658517,0.36911413,-0.17225327,5.4721875,0.34476504,-23.820871,0.8140485,0.5240635,-0.0898363,0.050295424,0.12238215,0.70537305
-0.7228352,0.10844392,-0.08687232,0.16663644,-6.9858017,-12.87889,0.81324154,0.5263511,-0.09122823,0.062498935,0.11642942,0.7023881
-0.6623814,-0.37673077,-0.1041296,-0.47596732,-5.5775323,0.9150639,0.810587,0.5302205,-0.095892526,0.062498935,0.14024034,0.7829809
0.54807854,-0.19238676,0.06066681,-7.420589,-11.477803,-13.711115,0.809875,0.5305434,-0.10110626,-0.2456396,0.16702764,0.7023881
0.5030179,-0.18743327,0.11233214,4.2415676,16.090952,-36.268806,0.810926,0.5364009,-0.10762128,-0.14190981,0.18786222,0.8187999
0.92709965,-0.20687436,0.04053331,-2.0527885,-0.85616654,-31.583353,0.81330425,0.5408954,-0.11386426,-0.004620352,0.30096418,0.7232826
0.8814531,1.0479007,0.10322413,16.675615,10.3214035,-1.6845604,0.8129877,0.5474466,-0.11800248,-0.33716592,0.09857122,0.5770216
0.480381,0.10466223,-0.04825648,-11.521378,7.9286385,-26.568935,0.81306106,0.55113727,-0.12058181,-0.004620352,0.36346787,0.5919462
0.7532485,0.14807177,2.6412168,-3.2858024,-0.4429273,14.6008,0.8114096,0.5556416,-0.12387294,0.04724455,0.36644423,0.6456747
1.5521436,-1.1210843,-2.7925909,1.5337257,8.508993,-13.340971,0.8097807,0.5587754,-0.12906697,0.20589013,0.29501143,0.45463997
0.5055745,0.27249464,1.3858025,-14.463852,-6.4815826,-57.872166,0.80628806,0.56417114,-0.13490377,-0.16326593,0.12833488,0.52926296
-0.23185481,0.28032434,0.48874336,-12.973222,-4.1908107,-7.6264906,0.8016863,0.57196313,-0.13917714,0.30046728,0.11047668,0.8217848
-0.50195265,-0.02231729,-3.16293,-7.600633,-23.529736,-1.820551,0.7949195,0.58717674,-0.14367709,0.54758835,0.36644423,0.5352328
2.6672091,-0.020453079,-0.2408563,-5.4721875,-3.5707126,-1.9254171,0.78216356,0.61002284,-0.14594941,0.4957234,0.67301005,0.46657962
-6.165165,1.4557372,0.89412975,-15.833335,19.003258,-5.1609416,0.76222825,0.6388532,-0.14583433,-0.17852032,-1.2497231,-0.11846416
0.6345248,-0.41630536,-0.04921522,1.2966998,-3.7861905,8.720161,0.7365083,0.6715084,-0.14375179,-0.87717104,0.42894793,-0.45277488
0.077018626,-0.02524677,-0.017949706,3.292985,0.010055648,9.339302,0.72047126,0.69310945,-0.14230023,-1.1151394,0.04499661,-0.42889556
0.06567355,-0.021092238,-0.007616641,3.2771833,0.062249243,9.295249,0.7113061,0.705224,-0.14215334,-1.1151394,0.04499661,-0.43188044
0.062903866,-0.023808662,-0.006338324,3.269043,0.071347214,9.257421,0.7173468,0.69576555,-0.14489506,-1.1151394,0.04499661,-0.42591065
0.06823019,-0.025672873,-0.004846953,3.2915487,0.07182605,9.306262,0.730345,0.6768724,-0.1469795,-1.1151394,0.04499661,-0.4229257
0.063702814,-0.021411816,-0.007403588,3.3164485,0.053630117,9.312009,0.74799,0.65791243,-0.1418188,-1.1212412,0.04499661,-0.42889556
,,,,,,0.7648431,0.6408503,-0.13751855,,,
,,,,,,0.77579373,0.6260667,-0.14276701,,,
,,,,,,0.7830779,0.61390406,-0.15006283,,,
,,,,,,0.78149354,0.6119254,-0.15328516,,,
,,,,,,0.7769932,0.6142026,-0.15471922,,,
,,,,,,0.77340704,0.6164043,-0.1567285,,,
,,,,,,0.76996005,0.61939543,-0.16109961,,,
,,,,,,0.7677521,0.6225137,-0.16685574,,,
,,,,,,0.7661262,0.62603027,-0.1739586,,,
,,,,,,0.7611369,0.6323447,-0.18063737,,,
,,,,,,0.75543237,0.6389923,-0.18552777,,,
,,,,,,0.74694365,0.6444761,-0.18948773,,,
,,,,,,0.73838484,0.64920473,-0.19385889,,,
,,,,,,0.7340421,0.65092486,-0.19897716,,,
,,,,,,0.7316737,0.6518246,-0.20360598,,,
,,,,,,0.7287919,0.6530348,-0.20747289,,,
,,,,,,0.7262783,0.65467924,-0.21220072,,,
,,,,,,0.7241622,0.6575392,-0.2171635,,,
,,,,,,0.722839,0.6601649,-0.22299957,,,
,,,,,,0.7274748,0.6626138,-0.22979225,,,
,,,,,,0.7334971,0.6643844,-0.23354799,,,
,,,,,,0.7373765,0.6620589,-0.23488946,,,
,,,,,,0.74019665,0.659165,-0.23789038,,,
,,,,,,0.74112695,0.65614235,-0.24416664,,,
,,,,,,0.74115795,0.65352374,-0.24997008,,,
,,,,,,0.74080026,0.65420854,-0.25322458,,,
,,,,,,0.7410168,0.65618694,-0.2566313,,,
,,,,,,0.74188876,0.6585106,-0.2648598,,,
,,,,,,0.7424792,0.66041285,-0.2744288,,,
,,,,,,0.74273014,0.6651664,-0.28182906,,,
,,,,,,0.74295646,0.67062116,-0.28743434,,,
,,,,,,0.7387849,0.6759652,-0.2928103,,,
,,,,,,0.73460025,0.68041587,-0.2975774,,,
,,,,,,0.7356422,0.6840235,-0.30365342,,,
,,,,,,0.7379453,0.68644166,-0.3056444,,,
,,,,,,0.73879695,0.6863048,-0.3066394,,,
,,,,,,0.73973125,0.6849645,-0.30988508,,,
,,,,,,0.7296548,0.6923754,-0.31613332,,,
,,,,,,0.7185316,0.70071,-0.32136768,,,
,,,,,,0.7063258,0.7102625,-0.32446194,,,
,,,,,,0.69644654,0.71799797,-0.32679763,,,
,,,,,,0.69224155,0.7279466,-0.33073193,,,
,,,,,,0.6906946,0.73603463,-0.33511755,,,
,,,,,,0.700727,0.74202573,-0.3411393,,,
,,,,,,0.7199656,0.73852766,-0.34708884,,,
,,,,,,0.7615068,0.7195642,-0.35774285,,,
,,,,,,0.8116896,0.6902534,-0.36477667,,,
,,,,,,0.87856597,0.64700514,-0.36682805,,,
,,,,,,0.9410482,0.60472274,-0.36627784,,,
,,,,,,1.0042717,0.56998855,-0.3688184,,,
,,,,,,1.0447166,0.5526251,-0.37202638,,,
,,,,,,1.0696454,0.55049646,-0.37373215,,,
,,,,,,1.084654,0.55616117,-0.37292823,,,
,,,,,,1.0992023,0.5641873,-0.37063798,,,
,,,,,,1.1206604,0.5662337,-0.37092072,,,
,,,,,,1.1511446,0.55648047,-0.37055477,,,
,,,,,,1.1959708,0.53621733,-0.36751652,,,
,,,,,,1.2317055,0.5184296,-0.36361036,,,
,,,,,,1.2720156,0.49780306,-0.3584751,,,
,,,,,,1.2890358,0.48297295,-0.35529196,,,
,,,,,,1.3004893,0.46621203,-0.35385317,,,
,,,,,,1.2918216,0.45705655,-0.3542066,,,
,,,,,,1.2827749,0.44327864,-0.35463893,,,
,,,,,,1.2688725,0.4568833,-0.35279107,,,
,,,,,,1.2631397,0.46640405,-0.35391024,,,
,,,,,,1.2392781,0.48435047,-0.3557635,,,
,,,,,,1.2152045,0.501134,-0.35390863,,,
,,,,,,1.1868076,0.5344846,-0.3439566,,,
,,,,,,1.1575174,0.5714901,-0.33300632,,,
,,,,,,1.1276923,0.60837376,-0.3233785,,,
,,,,,,1.0986583,0.6427396,-0.3148233,,,
,,,,,,1.0914357,0.65682423,-0.311173,,,
,,,,,,1.090834,0.6643226,-0.30742967,,,
,,,,,,1.0961808,0.6637609,-0.2985914,,,
,,,,,,1.1030575,0.65984297,-0.28649363,,,
,,,,,,1.1097659,0.65629166,-0.2733778,,,
,,,,,,1.1198932,0.6484611,-0.26130706,,,
,,,,,,1.1373448,0.63649124,-0.25569105,,,
,,,,,,1.1594508,0.618247,-0.2504819,,,
,,,,,,1.1788917,0.60602605,-0.24626143,,,
,,,,,,1.1952928,0.59546876,-0.24174783,,,
,,,,,,1.1890249,0.61848885,-0.24439883,,,
,,,,,,1.1786895,0.6556043,-0.2491141,,,
,,,,,,1.1574954,0.7061819,-0.24749309,,,
,,,,,,1.1361295,0.770732,-0.23040342,,,
,,,,,,1.1192636,0.80846137,-0.21812919,,,
,,,,,,1.1081493,0.8499666,-0.20707893,,,
,,,,,,1.0945607,0.85253996,-0.21134742,,,
,,,,,,1.0791745,0.84412503,-0.21776038,,,
,,,,,,1.0580788,0.81701684,-0.22194517,,,
,,,,,,1.0360726,0.7847515,-0.21592607,,,
,,,,,,1.0202594,0.7514168,-0.20718795,,,
,,,,,,1.0122708,0.72803676,-0.19879664,,,
,,,,,,1.0118994,0.71267617,-0.19343993,,,
,,,,,,1.0155724,0.70644075,-0.18841337,,,
,,,,,,1.0199416,0.70339864,-0.18711412,,,
,,,,,,1.0250406,0.70332164,-0.18362603,,,
,,,,,,1.0352311,0.7059794,-0.18308938,,,
,,,,,,1.0474825,0.71090496,-0.18145497,,,
,,,,,,1.0559043,0.7116971,-0.18297143,,,
,,,,,,1.0653366,0.71321833,-0.18248993,,,
,,,,,,1.0705173,0.712015,-0.1840132,,,
,,,,,,1.0751141,0.71085525,-0.18017855,,,
,,,,,,1.0794446,0.70724994,-0.17521971,,,
,,,,,,1.0837405,0.704117,-0.16701196,,,
,,,,,,1.0869075,0.7011014,-0.15918933,,,
,,,,,,1.0846773,0.70247257,-0.15128805,,,
,,,,,,1.0743016,0.7045747,-0.1472926,,,
,,,,,,1.0566176,0.7142803,-0.14375463,,,
,,,,,,1.0313967,0.7275059,-0.13620125,,,
,,,,,,1.0083594,0.7411187,-0.12850474,,,
,,,,,,0.99925876,0.7424892,-0.12303981,,,
,,,,,,1.0001831,0.7350002,-0.11583751,,,
,,,,,,1.0198319,0.71255374,-0.109470755,,,
,,,,,,1.0492681,0.68071634,-0.09862902,,,
,,,,,,1.0752059,0.6542212,-0.0872593,,,
,,,,,,1.1023619,0.6269704,-0.07442294,,,
,,,,,,1.1211735,0.6099479,-0.06557019,,,
,,,,,,1.1371621,0.5956513,-0.05481718,,,
,,,,,,1.1490383,0.590101,-0.0484483,,,
,,,,,,1.1563349,0.5876197,-0.041411527,,,
,,,,,,1.166767,0.58273417,-0.0346802,,,
,,,,,,1.1742783,0.57727766,-0.029423898,,,
,,,,,,1.1820223,0.570589,-0.02458186,,,
,,,,,,1.183904,0.56309164,-0.020829361,,,
,,,,,,1.1825014,0.5553796,-0.020463035,,,
,,,,,,1.1778474,0.54692,-0.019497145,,,
,,,,,,1.1760437,0.54435444,-0.019381316,,,
