accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2]
1.1605768,0.39103088,-9.448001
-0.2894892,-0.6829416,-10.527065
-0.560531,-0.5271041,-9.202414
0.68296313,0.74857193,-9.336301
1.0660622,0.56660414,-10.322231
-0.59877443,-2.0179977,-9.826472
0.36082596,1.0160145,-9.774033
-0.44018582,0.779319,-9.332873
0.9775352,-0.26525104,-9.070344
0.17588727,-0.65176004,-11.03284
-0.87311417,-0.8223866,-10.26111
0.40336773,1.1706588,-8.351361
1.1264122,0.21530534,-9.075954
0.6425513,-0.20220293,-10.301358
-1.5211438,-0.58854514,-10.545849
0.19785824,0.21769437,-8.660056
1.3341204,0.5615866,-9.612087
0.35460463,-0.8961187,-10.175313
-0.27617684,0.22026841,-10.229431
-0.2271684,0.66717744,-8.396984
0.44243592,-0.8148418,-9.039294
0.9372607,0.25962934,-11.118334
-0.23496288,-1.1363349,-10.548121
-0.09642673,1.4110372,-8.425037
0.058058005,-0.43458462,-8.329727
1.349193,0.088187404,-10.264088
-0.33204293,-0.041820753,-11.433974
-0.6521015,-0.9618514,-9.043618
0.6709172,0.8708521,-7.8657913
0.99305475,-0.080322646,-10.109499
0.1949547,0.036813594,-11.034767
-1.2504655,-0.4117481,-9.60326
0.5973233,0.41061753,-8.669648
0.6345691,0.4347451,-10.265085
0.1915636,-1.8450809,-10.4686365
0.29114637,1.6937257,-9.474371
-0.6899777,-0.059624325,-9.175439
0.5887279,-0.18665108,-9.080832
0.70822555,-0.6391463,-10.944509
-0.49053088,0.014262117,-10.737158
-0.136312,0.73678416,-8.652122
0.46528196,0.11152723,-7.792446
1.167691,-0.14380963,-11.04027
-1.0943241,-0.61519617,-11.079412
-0.23406331,0.461727,-8.977642
0.88993055,0.4997796,-8.016101
0.50711507,-0.9356288,-9.731647
0.21630044,0.10139337,-11.232484
-0.45106143,0.941492,-8.983618
0.5273156,-0.48069263,-8.410354
0.36270723,-0.5155086,-10.289753
0.36543635,-0.9692159,-10.504997
0.04125516,1.8254714,-9.811546
-0.033224404,-0.7786016,-8.276678
0.66121036,-0.089991875,-9.360504
0.094656676,-0.55472785,-11.125574
-0.55755794,-0.13384782,-10.785351
0.60479635,0.59321064,-8.319311
0.14525983,0.05726467,-8.725467
0.6640742,-0.3250785,-10.70463
-0.4758221,-0.17345197,-10.9293995
0.3746018,0.6392851,-8.755681
-0.05646725,0.056986284,-9.314892
0.55783504,-1.1690592,-9.934474
0.102048725,0.6695077,-10.052237
0.13356689,0.8514451,-9.50911
0.4666174,-0.22123367,-9.296707
-0.16952571,-0.95179224,-9.589166
-0.026036223,-0.5784067,-10.239504
0.8844367,1.1953982,-9.976924
0.0587366,0.39857677,-8.838859
0.2848034,-0.5070665,-8.969615
-0.24770446,-1.0586051,-10.170726
0.23988293,0.63010764,-10.49008
0.48964846,0.99536127,-9.483675
0.14794901,-1.2509294,-8.980307
0.19804639,-0.052097738,-9.64974
0.12075322,0.062105823,-10.167919
0.5009994,1.1235588,-9.461282
0.035746388,-1.0936502,-9.944686
-0.11651331,-0.87790096,-9.308048
0.29516125,0.6118363,-9.823849
0.60570973,0.8897964,-9.448248
0.21701908,-0.44181633,-10.010928
-0.8460565,-0.4863018,-9.545749
0.20228237,-0.5394916,-10.066419
1.0667763,0.87280464,-9.938802
0.3061706,0.09289513,-9.106821
-0.14072508,-0.012112855,-9.200073
-0.15209149,-0.48445904,-9.537768
0.58597827,-0.16066502,-10.170409
0.33176237,0.81896126,-10.466391
-0.029015634,-0.7075648,-8.992373
0.117410205,-0.38804898,-8.669952
0.278262,0.3736603,-10.055464
1.0060068,0.84476006,-10.59404
-0.72451043,-0.4637814,-9.884766
-0.2369561,-1.4647825,-8.473156
1.3285336,0.8193911,-9.684285
0.29628935,0.9596465,-10.56734
-0.1395266,-0.90250075,-9.905314
-0.38506484,-0.1267789,-8.264424
0.40427777,-0.58996874,-9.789056
1.1604072,0.84687454,-11.449829
-0.54194576,-0.6740915,-9.578695
0.069847465,0.37890083,-7.5912066
0.8618894,0.0259475,-9.237154
0.22236696,-0.3463609,-11.974836
-0.65170914,0.14921609,-10.57802
-0.20417872,-0.36329225,-7.58244
1.9967844,0.4795872,-9.153296
-0.09705302,0.5164339,-12.374092
-1.4970318,-1.2762098,-9.396831
0.72874427,1.1216434,-7.5897026
1.3656793,-1.2196887,-9.813952
-0.4566832,0.4894986,-12.993455
-1.2875941,1.341194,-8.745638
1.3045504,-1.998739,-5.687395
1.9526238,0.06103153,-10.587647
-2.8566906,1.0366678,-13.998954
0.12349597,-0.2591629,-7.42134
2.3026733,0.38666984,-7.582156
-0.08305116,-1.1905103,-12.005499
-1.8512971,0.6801849,-10.824905
0.9841876,1.9391012,-6.9002852
1.687524,-3.1373684,-8.66701
-1.6060542,0.6224238,-13.891601
-0.9603827,2.897537,-9.470944
1.8408604,-2.4956555,-4.7832565
1.9004412,0.56060815,-11.065093
-3.6312795,0.7861012,-14.319712
0.9219991,-1.3276588,-6.478617
3.361706,0.7351749,-7.6677046
-0.69862294,-0.73677087,-11.54919
-3.2593336,0.2489127,-11.289904
2.7335734,1.6503496,-7.1881
1.392581,-2.61137,-9.697159
-1.8337405,0.68485904,-12.563434
0.38695762,2.1827548,-9.142179
1.302418,-2.6412952,-5.553987
1.0493882,-0.08519547,-10.865615
-3.2841218,1.9714085,-13.462265
1.4348217,-2.9512496,-6.4075856
2.5881848,0.9472421,-9.352934
0.02618489,1.8599223,-12.099597
-2.6362906,-2.924375,-9.283092
2.2370963,1.5233629,-7.885783
1.018238,1.820944,-11.261073
-2.0515172,-2.2522228,-10.470777
-0.13271463,0.28002498,-8.582934
2.1711648,2.8568056,-8.932981
0.5452442,-2.6793125,-9.390608
-2.7208526,-1.77683,-12.495178
1.1435272,2.426724,-7.3053956
2.3612561,-0.0957101,-6.97052
-1.1006248,-2.1914806,-11.278323
-2.6051354,1.7011974,-11.736508
3.7116086,0.8385513,-6.6100907
0.4819145,-2.0758967,-10.039879
-2.1873772,1.583817,-12.364537
0.87910265,1.6738209,-8.492727
2.5378103,-3.1958892,-6.73161
-2.7549417,0.9890232,-14.175894
0.23718838,2.2695682,-10.172087
2.168449,-3.7233167,-5.054761
-1.5715252,1.1094232,-11.636739
-0.32508525,3.190422,-13.552057
0.8871375,-3.9939177,-6.3138804
-0.9854353,0.29121602,-8.622112
2.2191508,3.5037372,-11.796654
-1.3003889,-1.9350512,-9.882672
-2.1688795,-1.4582187,-9.521362
4.45014,2.862315,-9.039254
-0.97694796,-1.0299833,-10.73446
-2.703679,-1.869712,-9.966288
3.650938,3.1940322,-10.625974
-1.4362271,-3.0936377,-8.61956
-0.7494254,-1.2687025,-9.112537
3.9170873,4.031365,-11.639534
-4.2499347,-1.6500992,-10.515878
1.1493907,-3.0162842,-5.750073
3.7403555,2.9994805,-11.460976
-4.8222346,1.0663452,-11.055445
2.7595766,-3.312254,-6.370216
0.6018123,3.9734678,-12.5426235
-5.2349806,-0.47711006,-12.643014
6.7680845,-4.2674665,-3.0079823
-2.4643393,6.639151,-15.269146
-1.8375952,-1.7668916,-9.492053
4.153917,-5.392341,-4.616828
-1.9625242,6.9305124,-12.541213
0.6848866,-2.233273,-10.174517
1.6514237,-2.6883814,-5.968022
-3.3048322,5.097163,-14.23542
3.2516563,-6.2496233,-5.4495583
-0.7453222,1.7170354,-9.261317
-1.1729077,4.579132,-12.0192795
1.7866659,-6.643487,-6.144163
-2.4428315,4.0272164,-11.926521
1.3501712,-0.30883226,-11.991758
1.3405045,-2.9709463,-8.436581
-0.916325,4.4411197,-10.225453
1.8938609,-4.543257,-10.166316
-1.2667295,3.3693385,-8.912073
-0.030904504,2.0931947,-11.766704
0.5709959,-5.310329,-6.3236585
-1.597518,2.8079216,-10.202234
2.175438,-1.0079544,-10.706702
-1.5719147,0.16651334,-8.851629
1.6943314,0.11601512,-9.812336
-1.2962598,-0.64176786,-11.096132
1.4155362,2.8773596,-8.9696
0.65902734,-2.1211388,-8.54856
-3.0434074,0.54548603,-10.865882
4.1343274,-1.3566047,-7.7430325
-3.346158,0.999806,-11.4642515
2.8089325,2.7149148,-9.566053
-1.013044,-3.5104172,-9.39687
-3.0056493,1.8312399,-12.583847
6.723339,-1.6692233,-5.169961
-5.0835843,1.6712449,-11.134565
3.2294075,-0.8974999,-10.1480055
-2.7408702,-1.8646187,-8.775145
0.015246086,2.6333802,-11.515937
4.4824467,-0.23124361,-7.124557
-5.191514,-0.3031307,-11.579381
3.2257361,0.1452602,-9.15269
-1.7393892,1.1372468,-10.367925
2.1098037,-1.0234902,-11.181213
0.18413803,1.0754678,-5.7884207
-1.7788401,-3.645985,-11.506862
2.9970753,5.6028852,-8.409712
-2.5551093,-2.965112,-12.035623
0.61865664,-0.19399676,-9.2696
-0.8962383,1.1731489,-8.980036
2.0177445,-2.6697052,-10.553674
-0.83657783,5.0691576,-8.101047
-0.03745319,-6.661653,-10.553254
0.7946229,6.2136984,-9.090323
1.714761,-4.1276193,-9.694491
-3.2332826,2.7478092,-10.789964
2.469183,-2.371955,-8.615116
-0.40990636,1.7150577,-9.662779
1.1221708,0.8491032,-10.184829
-2.7538567,-3.4044952,-11.228648
1.5077106,4.5467734,-8.464884
1.8435798,-3.0667703,-8.40921
-5.0233474,1.0274645,-13.967571
4.5083866,-2.612081,-6.427473
-2.146954,2.895272,-9.333017
4.491053,-1.4738946,-9.664289
-6.025389,0.4815158,-11.449161
5.120146,-0.36160976,-8.363706
-2.6954072,2.843152,-8.4907675
0.39679304,-4.5486107,-11.567606
-0.99543405,5.741898,-8.603668
2.0620642,-4.6851296,-8.919011
-0.7744784,4.4870286,-8.668583
-1.362637,-5.106242,-12.890458
2.4751737,6.0548263,-8.342172
-1.1127204,-4.5930247,-10.482993
0.828656,2.456073,-9.114638
0.6044776,-0.049994607,-10.246754
0.31378692,1.1157842,-9.383819
-1.0386548,-2.7515352,-9.278102
1.3986748,3.866842,-10.059936
0.3834995,-0.8837841,-9.761012
-3.5092566,-2.9773328,-11.531238
4.159511,3.107792,-8.291127
-2.4233243,-1.0060885,-10.582659
1.043175,-2.8264675,-10.956348
-1.3051572,2.0500414,-8.085355
3.8070767,1.310548,-9.3411455
-5.0198665,-4.30982,-10.378444
4.3869257,2.4392517,-8.796072
-1.3929955,1.0909915,-8.029832
0.94857246,-4.151852,-13.609312
-1.1267344,3.0991008,-8.22333
2.7976701,0.263498,-9.775826
-2.4467344,-3.0780082,-9.691054
2.0046465,2.8001294,-11.30634
-1.0209346,0.5994056,-11.010687
-0.47051343,-4.595405,-11.900725
1.147687,3.4370651,-6.9751205
-0.49796128,-1.3473588,-12.02578
-0.61201763,-1.1813954,-8.437189
1.0026643,1.9250499,-9.279499
-0.20748502,-1.9367486,-9.067588
-0.55204123,0.76709163,-8.706825
2.351764,1.3026108,-8.932692
-3.1349826,-2.5737536,-13.142945
3.5316813,2.6396506,-9.369689
-2.198948,-3.451252,-10.667296
1.0733185,2.3544252,-9.263941
1.0043502,0.77900326,-7.853489
-0.9599179,-0.928216,-10.819939
0.56742656,-1.4011376,-10.742019
-0.16794923,3.5869355,-10.57021
-0.17728932,-5.5661225,-5.706486
1.2102178,8.16169,-11.577232
-1.0904891,-6.787111,-10.934414
0.79172915,5.274336,-9.726464
-1.5238991,-4.5582275,-10.476499
-0.36039412,3.6410968,-8.294337
1.7654384,-1.6109096,-10.617855
-3.1051273,-0.1874107,-13.4920635
4.0301914,2.22745,-8.744477
-5.4409423,-3.3360913,-12.695866
6.1018143,5.33688,-7.7862377
-5.382758,-6.894618,-9.514516
4.388592,8.597024,-10.936101
-3.5803132,-9.839427,-8.107558
3.3242774,11.810539,-11.0606
-1.7161578,-12.382101,-9.008963
1.1099566,12.253434,-11.790513
-0.4789497,-11.345786,-9.14166
-0.7995438,10.795527,-12.224587
1.3646214,-9.205824,-9.782915
-2.0481083,8.512992,-12.268675
2.8687923,-6.585349,-8.344682
-3.5099556,6.030821,-13.591318
4.040389,-4.135269,-7.127025
-5.0595126,4.094083,-13.777821
4.9920387,-2.3472977,-6.459692
-4.6162844,1.7445056,-13.60869
4.5563087,0.75266373,-7.8257957
-4.0657887,-2.282364,-12.32943
3.4161363,3.679734,-9.715583
-2.9169924,-3.7450464,-12.234192
2.901457,2.9703155,-9.992848
-2.8592699,-2.004893,-12.415025
2.4128044,1.4848365,-10.0957365
-2.5722523,-0.6503822,-11.63135
1.9169948,0.27921328,-10.263957
-2.3102973,1.1808407,-11.581961
1.8570106,-1.3308138,-11.150234
-2.3215165,2.057157,-10.744291
2.54025,-2.1328247,-10.071031
-2.4750805,4.033126,-10.537153
2.2157109,-4.0690894,-10.731054
-2.5866768,4.1611547,-9.81784
2.4171314,-4.2655163,-12.34355
-2.7659485,4.6026945,-9.495386
2.5974026,-3.7967534,-13.212733
-3.001503,2.2745476,-10.402838
3.7417586,-0.40541828,-12.514107
-3.5522726,-1.5892904,-11.801
3.6967533,2.6627553,-10.196472
-3.2182481,-3.991104,-11.693473
3.7494535,5.7686524,-9.231516
-3.642528,-6.7682996,-10.580711
2.9328353,7.441869,-11.2967
-2.0878296,-6.224789,-9.349077
1.5877128,6.6031084,-10.744826
-1.019977,-5.4465356,-11.033151
0.28211477,5.415378,-10.177001
-0.36062858,-2.383455,-13.528731
-0.8517252,1.7012348,-8.996902
1.9512585,0.6931588,-13.918542
-1.9858902,-1.8447673,-7.1748853
2.3519797,3.0087123,-13.154002
-3.6869085,-2.7753007,-8.54116
4.2379937,4.359121,-11.66799
-4.8632035,-6.6042967,-9.468332
5.0819306,8.205118,-12.070887
-6.1457176,-8.0746765,-9.868165
5.171499,6.530039,-11.928682
-5.180655,-5.377495,-10.299
5.3630304,3.5384748,-10.829905
-6.3164043,-2.7611127,-11.836362
6.044833,1.7172004,-9.523581
-5.548266,-0.61049145,-11.3427
5.5438457,-0.7708583,-9.007812
-4.2557693,2.2660446,-10.54772
4.988922,-3.5896134,-9.467641
-4.038104,5.1906123,-10.366924
3.8727305,-4.804008,-9.837564
-3.1180773,5.9554067,-10.405971
3.309034,-5.5081453,-8.931903
-2.945732,6.5039105,-10.899828
2.3251774,-5.8346415,-8.381471
-1.9165531,6.801609,-10.951735
0.7604673,-5.9980745,-8.940504
-0.41894063,6.891486,-9.502903
-0.4113825,-5.7795534,-10.591707
0.5541767,5.864646,-9.330757
-1.2702963,-3.8979323,-11.291819
1.4546617,3.275177,-9.003167
-2.0594606,-2.4052362,-11.172041
2.1101675,1.3409488,-8.657956
-2.3098757,0.8889493,-11.603066
1.907979,-1.8583972,-8.970705
-1.4849116,2.573288,-10.223253
1.4375536,-2.4007075,-9.788465
-1.5632582,2.0991278,-8.55101
2.0199013,-1.0348326,-10.826907
-1.9231044,-0.061991613,-7.039689
2.5422375,0.50118715,-11.300059
-1.9957803,-0.97224236,-7.0997953
2.8311849,1.7739382,-11.938761
-2.551248,-2.7028193,-7.69833
2.5140805,3.335365,-12.179301
-2.7631261,-4.2876744,-8.485969
2.6483278,4.7371182,-11.187699
-2.5621023,-3.3992925,-8.518074
2.8338513,3.246016,-9.561624
-2.5172646,-2.117063,-10.149718
1.9498667,1.4425113,-9.49638
-1.089009,0.4804753,-9.197774
1.1748666,-0.7246205,-9.4299
-0.72342455,3.8434846,-10.8972025
0.29357943,-6.1360326,-9.468862
0.022123244,7.4512234,-10.004635
-0.52512056,-8.373462,-8.641307
0.5413367,8.077244,-10.784774
-1.5134002,-7.7099915,-9.16058
0.94588953,6.812828,-11.205825
-1.4134241,-6.3718495,-8.506705
1.539274,6.784773,-11.512384
-1.8392795,-5.6411996,-8.112464
1.7534944,2.736774,-10.751705
-2.12652,-0.34441608,-10.771002
2.661633,-0.6547894,-8.752996
-3.039406,1.4796941,-10.934805
3.2937233,-1.3472135,-9.101363
-2.9595814,2.1808238,-10.261599
3.0737798,-1.1977754,-10.659319
-2.6374679,2.6022248,-8.715978
3.8466973,-1.4263783,-12.028974
-3.933229,1.7644167,-8.474512
4.6369715,-0.58266085,-11.594855
-4.2631874,0.63160783,-7.4770684
4.486294,-0.09347021,-12.181923
-4.240048,0.1050436,-7.8211255
4.052334,1.0059338,-11.24401
-3.5670762,-1.9051824,-8.039594
3.0153275,2.4887035,-10.52239
-3.2666152,-2.2450862,-10.209966
1.6125046,2.2490408,-9.7465925
-1.6225567,-0.7451461,-11.450155
1.3853208,-0.4496303,-6.784996
-1.0924075,1.8412087,-13.492235
0.64947796,-3.1801124,-5.064939
-1.3856269,4.329539,-15.349668
0.9419012,-5.1248636,-4.818528
-0.6937336,5.874361,-15.44403
0.671021,-6.5280347,-5.580661
0.6880974,6.682743,-13.239416
-0.67194974,-5.9700894,-7.919074
1.4166721,3.8009808,-10.518166
-1.2497467,-1.7176968,-10.4959545
2.215792,0.23698601,-9.377922
-1.6757541,2.1372697,-11.221825
1.6241074,-3.9864686,-10.157217
-2.104821,6.2988143,-10.984716
2.6614568,-6.6676073,-9.71906
-2.125515,7.2833667,-8.450712
1.8996484,-7.3721304,-11.857049
-1.7369708,7.1563616,-7.3509655
1.5289713,-7.325988,-12.35333
-1.8965105,7.131804,-8.788505
1.3488593,-6.636445,-11.075291
-1.2439677,6.28648,-9.890572
0.7472694,-6.0437737,-10.701115
-0.577388,6.790932,-10.571485
0.31392932,-6.7652507,-9.4183445
0.87082714,7.9595914,-11.722327
-1.6937909,-8.05584,-8.440123
2.3201818,10.212855,-12.958116
-2.5981302,-10.103237,-8.349157
2.7390182,10.743119,-12.879388
-3.1790643,-11.065629,-9.818698
2.235753,10.873569,-11.859901
-1.7654159,-10.464466,-9.910281
1.3154112,9.025925,-10.326977
-1.14952,-7.3902793,-11.135651
0.7143197,5.434519,-8.724524
-0.57278794,-3.7547154,-12.294574
-0.012612121,1.6755959,-7.913016
0.3659514,0.019248964,-12.861042
-1.4071125,-1.2115685,-9.285012
2.2424028,2.4602008,-12.138538
-2.536534,-1.9061811,-9.913578
2.872081,2.1923385,-10.737297
-3.0688336,-1.0258222,-11.083147
3.7925844,1.6456792,-8.776457
-3.7712264,-0.77462757,-12.556564
3.802121,0.7107197,-7.8789463
-2.9955406,0.32931,-12.351374
2.841058,-1.521848,-7.6743445
-2.272743,2.4522908,-11.251815
1.8339897,-3.087898,-9.330573
-0.622515,2.642845,-10.324926
-0.40625578,-1.6418854,-9.538375
0.23637465,1.3659619,-10.267004
-0.26304862,0.7049996,-9.026487
-0.12300047,-1.8031963,-11.313215
0.061251856,2.9437516,-8.430721
0.29780537,-3.5247316,-11.598997
-0.4648859,4.4546165,-8.491721
0.40445408,-5.278491,-11.263828
-0.941631,5.893369,-9.063135
1.3321048,-5.5801077,-11.946002
-1.6933434,5.4960546,-8.04586
1.9061909,-5.004236,-13.095902
-1.3911225,4.458361,-7.0663533
1.4411869,-4.1152215,-13.608675
-1.9583489,3.5107696,-7.4791875
2.3545258,-2.882278,-12.801833
-2.9204707,2.7004604,-8.711199
3.443286,-2.5071034,-10.686741
-3.2254682,2.8346307,-10.271471
3.633562,-2.644093,-8.888013
-3.2396204,3.9339824,-11.913361
3.094152,-4.961312,-8.034708
-3.0116732,6.903252,-11.728907
2.264747,-7.215965,-7.51161
-1.9391395,8.600429,-12.6074295
1.524299,-10.066942,-6.427499
-1.63402,10.618719,-14.886996
0.8066152,-10.151366,-5.9664083
-0.28668466,10.222729,-13.817507
-0.37854028,-9.379489,-7.957978
1.099905,8.707344,-12.220312
-0.9782177,-6.2139215,-9.43084
1.2539728,4.2274833,-10.94674
-1.2789577,-2.4808962,-10.470275
1.6204569,0.9146632,-10.60242
-1.8031775,1.1141993,-9.888241
1.3056009,-3.142164,-11.540864
-1.4650269,3.8839426,-9.285865
1.3689736,-3.5300505,-12.455595
-0.73043233,3.5493767,-7.9011984
1.4085554,-3.4979653,-12.179744
-0.74803936,3.4967165,-7.5589395
1.4397743,-3.5814962,-11.910812
-1.8092481,2.4940102,-8.0468645
1.1183267,-1.1970392,-12.110459
-0.67770064,2.5247416,-9.480414
0.49442238,-4.4456725,-9.86632
-0.46679252,6.027195,-12.453614
-0.123745926,-7.294389,-8.345542
0.28444624,7.904968,-13.338941
-1.6652279,-9.618809,-7.8010173
2.2195194,11.490786,-12.451081
-3.1971219,-12.933055,-9.524416
3.0158584,12.332168,-11.574943
-4.057724,-10.547602,-9.718204
4.496917,11.463915,-11.855693
-4.6341076,-10.463995,-9.460589
5.040807,10.184472,-9.799344
-4.756543,-7.8163,-10.628092
3.7474763,6.0321927,-9.522647
-2.7083726,-4.141935,-10.515263
1.5450445,0.9744181,-9.279491
-1.9345665,1.7818295,-10.862808
1.5146815,-2.7685034,-9.291372
-0.63761663,5.00745,-10.442163
-0.3528201,-6.266714,-9.719162
1.1407584,6.0659018,-10.509041
-2.211063,-5.5962863,-10.284605
3.355333,5.52265,-9.030454
-4.321971,-5.2928433,-12.431617
4.5489078,4.5053077,-7.596024
-4.2637515,-2.2653039,-13.125895
3.9304574,1.2351297,-7.295251
-3.8546884,0.22157677,-12.510667
3.588541,-0.3164094,-8.467351
-2.5726695,0.96053946,-10.686215
2.4598029,-0.9950631,-10.921279
-2.1402814,1.6311984,-9.360152
2.583755,-1.9136751,-11.18756
-2.705976,1.1072786,-8.540107
2.7539833,-0.43622887,-10.414482
-3.1343462,-0.9473399,-9.790426
2.7519622,2.2602863,-10.434316
-3.1914601,-3.5353317,-9.958886
2.5709128,3.4987407,-10.916526
-2.7267992,-3.2734284,-10.0192995
2.2884912,3.2794874,-9.376737
-2.059632,-2.5533922,-11.893319
1.5282998,1.9541535,-7.972832
-1.1897266,-0.26979172,-12.75286
0.9243106,-0.277009,-7.370415
-0.93221134,1.5207685,-13.905508
0.13867457,-1.5190167,-7.430241
1.3345734,1.50872,-10.887468
-2.649972,-1.1096097,-10.567879
2.5998154,-0.17865293,-9.730989
-2.6957974,0.78233814,-10.483097
2.2369807,-2.1475353,-9.287557
-2.9964883,3.9452293,-11.632509
2.5509615,-5.6317115,-7.2717085
-2.9505734,6.3760376,-14.337784
2.0411232,-7.502386,-5.133341
-1.5594552,9.4142885,-15.646033
0.8512758,-10.890037,-5.5347986
0.13124244,12.407853,-14.148715
-0.06631456,-11.198898,-6.5936947
0.8334534,9.835048,-13.008436
-1.1932645,-6.621982,-9.109739
2.455392,4.3828974,-11.491548
-2.7795246,-0.18521777,-10.609278
2.6348102,-2.9892795,-10.318144
-2.1002562,6.957268,-9.87589
1.6009609,-10.04407,-11.367299
-1.023206,12.025225,-7.493674
1.4835997,-13.321222,-11.027008
-0.884247,13.197603,-8.404435
0.64961696,-13.649093,-10.490392
-1.1330012,13.538482,-11.009017
0.8872358,-12.377845,-10.221231
-1.2333302,9.510347,-11.500329
1.0299523,-8.06201,-10.613308
-0.9427877,7.6254306,-11.408279
-0.12161307,-8.331143,-10.137698
0.27349582,9.292163,-12.722311
-0.81743455,-9.930009,-8.908309
0.98943126,9.972406,-14.0923815
-1.3640556,-9.174831,-8.019291
2.208542,8.823458,-12.989277
-1.8727922,-6.587203,-7.601398
2.0315852,4.0629067,-11.992085
-0.3146284,-2.5013611,-7.2412305
0.22499707,0.30761024,-10.334797
-0.3545925,3.0552375,-10.694831
-0.62881476,-3.9313462,-8.616301
0.21819583,5.1207066,-14.407035
-1.0843074,-6.4708314,-6.068367
0.9077293,8.085061,-14.8863735
-1.9468521,-8.917929,-7.071167
2.1253808,9.830621,-12.135568
-2.0924616,-7.884842,-9.950045
2.4558327,7.0386863,-9.0403805
-2.5679145,-3.465458,-12.770003
1.9181474,1.3179092,-9.408002
-0.796614,2.6370072,-11.185746
0.14655454,-5.7000494,-10.444292
1.159766,9.485419,-10.619042
-1.6625695,-13.82886,-8.940932
2.5146153,15.780595,-11.380637
-2.7498448,-16.672665,-8.962656
2.2917738,13.25526,-11.738473
-3.421829,-11.032916,-10.851827
3.1299467,8.453856,-9.970355
-3.5962543,-7.810397,-10.941204
3.250308,7.188636,-10.89359
-3.0860178,-5.7457833,-10.011637
2.5322413,5.2473927,-10.400242
