accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2],gyro_rad[0],gyro_rad[1],gyro_rad[2]
0.09038144,0.77856636,-11.312149,0.028176678,0.023318112,-0.010298308
0.10372646,1.1600463,-11.313601,0.006323844,0.023545012,-0.027767465
0.050049275,1.2814531,-11.313161,0.004546255,0.060777463,-0.008543215
0.050614983,0.8017416,-11.31201,0.003377155,0.054742083,-0.025018964
0.10372646,1.0300677,-11.300812,0.017284214,0.05840168,-0.009205394
0.10372646,0.77856636,-11.310729,0.014429554,0.043905623,-0.016110312
0.000553861,1.0595233,-11.313056,0.024804652,0.023318112,-0.023879658
0.000553861,1.2252917,-11.311708,0.028176678,0.051305205,-0.009568851
0.068866275,1.0925963,-11.312909,0.024463058,0.040169895,-0.008543215
0.076415434,1.2814531,-11.313637,0.002419239,0.035909884,-0.012579985
0.015326723,1.260577,-11.313456,0.007044092,0.03461507,-0.027767465
0.0788811,1.055304,-11.313578,0.007461771,0.060777463,-0.013276748
-1.4885082,-0.22973329,-11.500162,0.015624136,-0.0350017,-0.04308249
-1.609398,-0.15287304,-11.50621,0.023731668,-0.03477114,-0.06052671
-1.4858104,-0.18998834,-11.507348,0.011056453,-0.038375173,-0.053270448
-1.6810423,-0.1914503,-11.506447,6.52E-05,-0.029346809,-0.05891702
-0.9715006,-0.2605372,-11.507418,6.52E-05,-0.038328715,-0.065973
-0.8263482,-0.27306062,-11.507345,0.018955395,-0.037710134,-0.057954703
-1.6144607,-0.40921664,-11.507517,0.023731668,-0.037918784,-0.067958444
-1.0435101,-0.35681948,-11.500162,6.52E-05,-0.02457755,-0.06768438
-1.6810423,-0.21532798,-11.50731,0.002557263,-0.04818508,-0.052418854
-0.8263482,-0.13926388,-11.506687,0.00696066,-0.04818508,-0.062766895
-0.8263482,-0.25724578,-11.503547,0.002331868,-0.045029636,-0.05646201
-1.6810423,-0.40921664,-11.507578,0.008209929,-0.04818508,-0.06174024
-1.3161004,-0.23615271,-11.500162,0.007679969,-0.031013198,-0.044591535
-1.293156,-0.40921664,-11.506565,0.023731668,-0.035667717,-0.060694132
-1.3796943,-0.23156816,-11.507141,0.00796324,-0.04818508,-0.04308249
-1.2562348,-0.21016061,-11.507565,0.002608061,-0.02457755,-0.060226355
-1.6810423,-0.40921664,-11.500162,0.007202104,-0.03556143,-0.07566492
-1.4791754,-0.13926388,-11.501094,0.010788158,-0.046841905,-0.04308249
-0.8263482,-0.40921664,-11.504372,0.01046896,-0.02457755,-0.050092112
-1.4390082,-0.17530787,-11.507277,0.014421403,-0.02457755,-0.04722712
-1.1397681,-0.20179462,-11.503534,0.014063254,-0.04481942,-0.05148344
-1.3606694,-0.40921664,-11.506259,0.023731668,-0.033743765,-0.07566492
-1.0556685,-0.23713532,-11.505959,0.021621704,-0.04818508,-0.050863054
-0.8263482,-0.18458776,-11.506876,0.015173718,-0.035867814,-0.06985965
-1.1725901,-0.2314673,-11.507211,0.00071542,-0.02457755,-0.05471197
0.31250504,-1.2747142,-11.435678,-0.019244827,0.1883142,-0.019011129
0.28260213,-1.9722613,-11.434371,-0.006408662,0.21240824,-0.015811555
-1.0501634,-1.2222338,-11.435779,-0.009601444,0.19256103,-0.02024477
0.37431556,-1.016586,-11.433485,-0.019244827,0.20880556,-0.009359933
0.03920949,-1.9722613,-11.430467,-0.006416336,0.17202434,-0.012028765
0.6195808,-1.016586,-11.434678,0.004007936,0.26199526,-0.009359933
0.5350597,-1.9722613,-11.435735,-0.019244827,0.17242447,-0.033069577
0.36228794,-1.0739775,-11.431197,-0.019244827,0.22675109,-0.033069577
0.67758054,-1.016586,-11.433826,-0.017127752,0.27402362,-0.01459679
-2.4052896,-1.3437716,-11.434829,0.004945191,0.17202434,-0.009359933
-1.761159,-1.9722613,-11.435648,0.002172858,0.2394565,-0.033069577
-2.4052896,-1.6725816,-11.43617,-0.004967019,0.2715466,-0.033069577
-1.1048874,-1.4438717,-11.436053,-0.008100361,0.27402362,-0.01676071
-0.28404877,-1.9606144,-11.436046,-0.006383598,0.2695964,-0.025740467
-1.9103312,-1.8097918,-11.436169,-0.019244827,0.23116073,-0.016581934
-2.4052896,-1.4867196,-11.430467,0.001402438,0.21043283,-0.033069577
-2.4052896,-1.9722613,-11.436156,-0.01570499,0.27402362,-0.016233906
0.5237263,-1.016586,-11.436107,-0.010888591,0.19030198,-0.018470388
0.24686831,-1.5346146,-11.436047,0.004372776,0.20689818,-0.02098665
-0.35130692,-1.2242136,-11.433143,-0.00423035,0.22890803,-0.01641003
-2.4052896,-1.5247709,-11.435702,-0.008907199,0.22957152,-0.016361475
-0.75549716,-1.02055,-11.436084,0.004945191,0.17202434,-0.009359933
0.67758054,-1.5536559,-11.433231,0.004945191,0.23429653,-0.02028241
-2.2366207,-1.507318,-11.4352455,-0.001152247,0.27184787,-0.023843829
0.23617756,-1.016586,-11.435736,-0.014949486,0.17202434,-0.028093867
0.35966048,-1.0014436,-11.000734,-0.019586146,0.13504985,0.037681088
0.4207114,-3.0197992,-11.000772,-0.008952126,0.12710688,0.043183323
-1.5316107,-2.188912,-10.998481,-0.02356234,0.15524876,0.06526287
-0.89044315,-2.415438,-10.99933,-0.004233211,0.13263634,0.06526287
-1.6569663,-2.9321625,-11.000626,-0.02198109,0.22556734,0.031797297
0.4207114,-0.83947647,-10.998589,-0.001838639,0.14255372,0.052505147
-2.6719756,-2.6380188,-10.999586,-0.004462242,0.12542322,0.04061985
-0.79671085,-0.83947647,-11.00048,0.000663498,0.13705564,0.05985532
-0.9715363,-0.83947647,-11.000662,-0.021589383,0.18281937,0.0378922
-3.0096269,-3.0197992,-10.996201,-0.0114232,0.20694461,0.03230609
-3.0096269,-2.2142017,-11.000646,0.000663498,0.22556734,0.05221748
0.4207114,-0.83947647,-10.994463,-0.02356234,0.1535832,0.039024852
0.4207114,-1.057695,-11.000904,-0.02356234,0.18051988,0.037779815
-1.8473667,-2.6568854,-11.000574,-0.009026721,0.14534086,0.032253627
-0.27192402,-1.106717,-10.997698,-0.009627938,0.17868549,0.043966696
-3.0096269,-1.4602618,-10.997955,-0.02356234,0.2044453,0.04124925
-3.0096269,-3.0197992,-10.9996,0.000663498,0.22556734,0.044655494
-1.4608853,-1.4335264,-10.996462,-0.004859969,0.12601611,0.06526287
-2.7907166,-1.3775733,-10.99959,0.000663498,0.17742467,0.031797297
-3.0096269,-3.0197992,-11.000862,-0.010966867,0.15494043,0.05167662
-1.8097976,-1.4087032,-11.000781,-0.019138455,0.1542992,0.054945633
0.4207114,-1.8477418,-11.000443,0.000663498,0.12788066,0.052242976
0.19570746,-2.8722491,-11.000847,0.000663498,0.1538144,0.06526287
0.07068457,-1.0326041,-11.00058,-0.014653355,0.22556734,0.036579404
-3.0096269,-3.0197992,-11.000891,-0.02356234,0.22556734,0.051697984
-2.1226685,-0.62896514,-10.376076,0.23048335,0.03197816,-0.058559824
-2.1226685,2.3156652,-10.372697,0.049151614,0.046956606,-0.0671241
-2.1226685,1.7732888,-10.372413,0.14326954,0.0467605,-0.058559824
-2.1226685,0.37504393,-10.371841,0.23048335,0.033920825,-0.066789806
-1.4813774,-2.8227923,-10.376472,0.0911521,0.0685594,-0.085963935
2.4601064,-2.7728975,-10.376636,-0.013960913,0.029566206,-0.06359011
0.6788007,2.5580504,-10.37699,0.03284982,0.03767594,-0.088714235
3.2549784,-2.1688662,-10.371449,-0.018353619,0.029566206,-0.058559824
1.908167,2.2613833,-10.376146,-0.018353619,0.0530755,-0.077520326
2.4533944,-2.8227923,-10.376485,-0.018353619,0.053095378,-0.088714235
3.16952,1.6830744,-10.376065,0.23048335,0.06046942,-0.082111746
1.9498835,2.5580504,-10.376143,0.1140008,0.06366589,-0.06286216
2.799685,-0.85230535,-10.37135,-0.018353619,0.0685594,-0.088714235
-2.0719626,2.5580504,-10.373623,0.06193392,0.067126416,-0.088714235
-1.1077458,-0.13984801,-10.37053,0.13811743,0.041528873,-0.088714235
1.6729941,1.8175746,-10.37053,0.05315493,0.029807888,-0.07292257
3.2549784,-2.8227923,-10.37526,0.23048335,0.029566206,-0.058559824
3.2549784,-2.8227923,-10.376557,0.13218763,0.067909814,-0.08268143
-2.0534196,-2.8227923,-10.37603,0.077415586,0.030513994,-0.07012911
-2.1226685,1.8549246,-10.37652,0.17989823,0.029566206,-0.06575997
0.9892956,-2.8227923,-10.37443,0.006832972,0.047219522,-0.058559824
0.33354712,0.99417055,-10.37053,0.19428167,0.0685594,-0.07345052
3.2549784,2.5580504,-10.375897,0.21276042,0.039547414,-0.058559824
2.5616124,-1.3801075,-10.374477,0.062565506,0.065351956,-0.088714235
2.8622327,1.9493746,-10.376721,0.11862835,0.040848576,-0.06736985
-1.4303033,-2.9439774,-9.69987,0.007266849,-0.053602286,0.029266715
3.1108596,-2.9439774,-9.705693,-0.052988052,-0.05551938,0.04007061
-0.34262055,2.1755939,-9.69922,0.021022,-0.0641159,0.044220496
3.4222448,1.4784461,-9.70019,0.021022,-0.08320587,0.035243064
0.64427257,-1.676914,-9.706031,-0.00745222,-0.084556915,0.04738599
-1.2124071,3.1999102,-9.697798,-0.035548225,-0.06986997,0.043225646
0.641669,-1.4946892,-9.705631,-0.07013133,-0.06184429,0.044787254
3.0999036,-2.9439774,-9.690005,0.021022,-0.07903041,0.046554625
1.8199425,3.1208718,-9.705315,-0.024774283,-0.06245428,0.031987417
-1.9980036,1.9606222,-9.701487,-0.007854492,-0.06639853,0.03280285
-1.9980036,3.1999102,-9.704577,-0.061560735,-0.06536469,0.037424475
3.7597966,-2.9439774,-9.706058,-0.030546643,-0.053602286,0.037250333
-1.9980036,-2.9439774,-9.700708,-0.070204824,-0.06466479,0.029266715
3.2085502,-2.9114883,-9.698171,-0.070204824,-0.08148723,0.029266715
2.681902,-2.3797085,-9.690005,-0.014517993,-0.07153493,0.038330983
3.7597966,2.8034093,-9.705949,-0.070204824,-0.053602286,0.04738599
3.5127804,2.684784,-9.698276,-0.039878443,-0.084556915,0.029266715
-1.9980036,3.1999102,-9.690005,-0.070204824,-0.084556915,0.029266715
3.7597966,0.8938195,-9.690005,-0.021455988,-0.067305796,0.047227588
3.5640268,-1.0367805,-9.705049,-0.020303205,-0.0795232,0.04738599
3.7597966,0.13777958,-9.705291,-0.020401046,-0.084556915,0.034255184
-1.4013028,3.0326893,-9.705777,-0.034822837,-0.053602286,0.04738599
-1.0095321,-2.9439774,-9.703832,0.004371598,-0.070770465,0.029266715
2.6342165,2.762479,-9.706197,-0.007422283,-0.0550497,0.036950722
-1.9980036,3.1999102,-9.705861,-0.029843599,-0.084556915,0.031316414
1.4257834,-2.817317,-9.305179,-0.021039315,-0.1416756,-0.05729875
-0.669148,-3.224133,-9.303882,-0.14533274,-0.14626203,-0.07663881
1.0337588,2.2657776,-9.2911215,-0.09744254,-0.122284524,-0.052631114
-1.7386756,-3.827798,-9.305188,-0.14904544,-0.1377593,-0.06741335
-2.427368,-1.698466,-9.300553,-0.11470671,-0.15492198,-0.060756795
-1.7790987,0.7231408,-9.288539,-0.021039315,-0.122284524,-0.052631114
-2.427368,1.236591,-9.30221,-0.021039315,-0.15881263,-0.062301807
-2.2558799,2.8696942,-9.304701,-0.029143274,-0.14413048,-0.07499069
1.4257834,-3.827798,-9.291036,-0.021039315,-0.135001,-0.052631114
1.4257834,-2.4131904,-9.30391,-0.1717825,-0.17314616,-0.061909147
-2.178905,-3.827798,-9.284613,-0.1717825,-0.122284524,-0.07862921
-1.8536047,2.8696942,-9.2976465,-0.17117897,-0.16771084,-0.07862921
0.41780114,2.8696942,-9.305443,-0.1717825,-0.15078768,-0.07862921
0.7241626,2.7703748,-9.299368,-0.1341262,-0.13254432,-0.052631114
1.4257834,2.8696942,-9.301688,-0.16838254,-0.122284524,-0.06093066
-1.2467159,-0.725072,-9.284613,-0.08324951,-0.17314616,-0.065141305
-2.1646953,-3.827798,-9.304314,-0.1717825,-0.1253547,-0.074420996
1.4257834,-3.827798,-9.300523,-0.021039315,-0.17314616,-0.076565854
1.4257834,2.8696942,-9.284613,-0.12590227,-0.17314616,-0.07862921
0.21931179,1.8503386,-9.292707,-0.1717825,-0.14594099,-0.06166587
-2.0941577,1.8857368,-9.284613,-0.07989296,-0.13449526,-0.06302204
-0.808237,-3.827798,-9.302604,-0.0904115,-0.122284524,-0.05316882
-1.5209897,-1.5777395,-9.291341,-0.045243204,-0.1258542,-0.053728417
-2.427368,2.8696942,-9.304624,-0.07421887,-0.17314616,-0.06083267
-2.427368,0.81612045,-9.284613,-0.03183846,-0.14785075,-0.062284723
-1.9652104,-4.149073,-9.232807,-0.016562894,-0.07329799,0.097905494
1.5963378,0.27136493,-9.327776,-0.03149113,-0.07421791,0.13004637
-0.6271145,-2.7931678,-9.232807,-0.045146003,-0.093331195,0.08020511
-2.1545143,-0.94232243,-9.286025,-0.08424839,-0.07120618,0.12980205
-2.2237644,1.9171923,-9.26784,-0.04694447,-0.06880816,0.10802715
-1.2907276,-1.1663238,-9.327428,-0.055018775,-0.074248925,0.113749065
-2.2237644,1.9171923,-9.313808,-0.12553267,-0.07680372,0.09988913
-0.47830248,1.6925523,-9.304054,-0.12553267,-0.093331195,0.08020511
-2.0849717,-4.149073,-9.326053,0.043884903,-0.07799185,0.13099295
