accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,gps_c_x,gps_c_y,gps_c_z,gps_x,gps_y,gps_z,mag_x,mag_y,mag_z
4.184586,1.5533581,-28.421568,0.47095343,0.06338324,0.07856325,6370.870232,22.93004402,-33.58117937,-0.3020042,0.20621815,-2.93482,0.14487259,0.083689384,0.72925234
5.317522,-0.86334914,-18.609652,0.1347027,-0.15158713,0.15925704,6370.869,23.0624395,-33.72395388,-0.30328822,0.20740886,-2.9375012,0.14487259,0.095594846,0.6397049
-9.595003,-2.5809495,-34.603397,1.0530139,0.2182727,0.15456988,6370.868464,23.14788466,-33.7667322,-0.30367294,0.20817731,-2.9390903,0.24250065,0.083689384,0.5501573
2.80361,2.030762,-29.590418,-0.23515713,0.23840618,-0.22445121,6370.868215,23.12672907,-33.82819544,-0.3042257,0.20798706,-2.9389822,0.3492813,0.033091143,0.5083685
10.103531,-2.4851813,-1.2172121,-0.5181979,-0.09470201,0.18274613,6370.868399,23.07428283,-33.82922064,-0.30423492,0.20751539,-2.9395106,0.16622873,0.053925715,0.63671994
-0.30597898,20.12566,-20.032764,0.9079249,0.51771855,0.003249057,6370.869349,22.79059679,-33.84275065,-0.3043566,0.20496409,-2.938334,0.26690763,0.2354841,0.7650714
-3.2460587,6.0511055,-5.57466,0.017576864,-0.682728,-0.01635181,6370.870224,22.55954532,-33.83272323,-0.30426642,0.20288615,-2.938012,-0.004620352,0.14321671,0.80984515
8.511387,-15.702132,4.511155,-0.6345248,0.057737336,-0.042131208,6370.869952,22.65780432,-33.81837484,-0.30413738,0.20376983,-2.9358208,0.022837538,0.17298038,0.74716187
-1.7961302,-28.377516,6.5907583,0.5545234,-0.7647001,0.005060006,6370.869641,22.72885066,-33.82932072,-0.30423582,0.20440878,-2.9334698,-0.12055366,0.24738957,0.6844786
-5.1839256,18.129375,-34.527264,0.9983659,0.29071066,0.33193642,6370.868058,22.70955729,-34.13883073,-0.30701935,0.20423532,-2.9294531,-0.10529928,0.29203507,0.59791607
-6.928341,3.1210814,-2.5316288,0.8245147,-0.16793895,0.029667616,6370.864547,22.82902049,-34.70973273,-0.31215367,0.2053098,-2.9289136,-0.09919753,0.19381495,0.63671994
-0.8173804,12.777376,-27.530445,0.27435887,0.19600865,-0.043356266,6370.860783,23.07563738,-35.23348964,-0.316864,0.20752782,-2.933046,-0.10529928,0.17595674,0.6516445
-7.5091743,3.3063924,-20.465157,0.090014845,0.061732076,0.09171927,6370.854684,23.26971085,-36.19555749,-0.32551622,0.20927338,-2.9472296,-0.15106243,0.23846047,0.69343334
0.8192958,-5.786307,-26.548822,0.64123595,0.24927188,-0.032437302,6370.846517,23.46208734,-37.4858663,-0.33712044,0.21100375,-2.97253,-0.117502786,0.2801296,0.7829809
-2.3056161,-11.420342,-16.814001,-0.65236795,-0.12293152,-0.13747238,6370.837042,23.54989205,-39.01015893,-0.35082898,0.21179372,-3.0063622,-0.2334361,0.3069169,0.80984515
-4.415866,23.671951,-27.564444,0.9511214,-0.6765495,0.31984565,6370.833304,23.29134551,-39.76832371,-0.35764745,0.20946865,-3.032785,-0.2578431,0.26822415,0.8755133
5.274905,6.2732873,-23.998522,1.0433201,0.28453213,0.039414786,6370.829141,22.94881012,-40.62514029,-0.36535314,0.20638825,-3.0601857,-0.19987646,0.24738957,0.82476974
10.253888,-8.265742,3.7143645,-0.671596,0.9049954,0.16804546,6370.830408,22.72556948,-40.55195105,-0.36469492,0.20438053,-3.081911,-0.07173964,0.17595674,1.0008799
-8.700529,-1.0625467,-42.071873,0.13539511,0.052890383,-0.175236,6370.831363,22.51599226,-40.51878672,-0.36439666,0.2024957,-3.1100733,-0.13275717,0.22655499,1.0217742
5.441063,2.846706,-30.967085,0.25885928,0.20186761,0.21278657,6370.833211,22.72670586,-40.10859796,-0.36070767,0.20439066,-3.13932,-0.007671229,0.18786222,0.8367094
4.378037,2.873042,-27.72677,0.51452273,0.23089607,-0.04063984,6370.834949,22.96474283,-39.69477081,-0.35698596,0.20653135,-3.178965,-0.035129115,0.21167314,0.7859658
3.5956123,4.4795513,12.3607855,-0.27798077,-0.42179146,0.053103436,6370.839035,23.69004566,-38.59756335,-0.34711835,0.2130541,-3.215991,-0.044281743,0.21762589,0.7710412
-0.56551045,1.0386047,-8.488882,0.81743073,0.040053945,-0.046658583,6370.842828,24.28915173,-37.58585105,-0.33801964,0.21844192,-3.262325,-0.022925612,0.18190947,0.72925234
7.032728,11.52473,19.331741,0.46935552,-0.094861805,0.06945525,6370.846386,24.65942315,-36.73199083,-0.33034056,0.22177176,-3.3005772,-0.0503835,0.19976768,0.73522216
5.7044253,13.574645,13.962506,-0.014221281,0.08159926,0.15856463,6370.849497,24.95378902,-35.9861152,-0.32363263,0.22441897,-3.3510063,-0.117502786,0.17893311,0.5770216
-3.1239545,-9.153991,-12.388557,0.09427591,-0.112918034,0.33087113,6370.849789,25.72031979,-35.38971388,-0.31826898,0.23131259,-3.400275,-0.12055366,0.06285481,0.72925234
-0.49081135,6.979098,46.464752,0.25497106,0.18327875,0.26482475,6370.848856,26.41014006,-35.04795705,-0.31519544,0.23751637,-3.462547,-0.22428347,0.1253585,0.6994032
-8.5473,-13.321817,-18.16816,0.34898064,-0.5411543,0.092145376,6370.842326,27.19115955,-35.63280668,-0.3204552,0.24454054,-3.523174,-0.11445191,0.21464951,0.7531317
-0.6742072,12.534603,-32.849884,1.2927518,-0.21997711,0.024767399,6370.836472,27.7541572,-36.24026602,-0.3259183,0.24960396,-3.5963113,-0.2456396,0.24738957,0.72626746
-5.328057,10.078631,6.9206796,0.24394555,-0.31894016,0.080267675,6370.833278,27.65168903,-36.87448142,-0.33162203,0.24868256,-3.6542597,-0.19682558,0.27417687,0.80984515
-0.521936,4.658638,-6.960902,0.897432,-0.1785916,0.016564863,6370.829665,27.71521296,-37.44653511,-0.33676672,0.24925399,-3.7186995,-0.14801155,0.27417687,0.84267926
0.8283938,6.1243677,-12.459905,-0.47441554,0.053050168,-0.11579425,6370.825599,28.97958766,-37.1802901,-0.33437228,0.26062503,-3.730013,-0.1815712,0.27715322,0.815815
0.37588966,-20.78215,-2.2960393,-0.2906574,-0.07707188,-0.14812502,6370.816264,32.70370903,-35.65944857,-0.3206948,0.29411742,-3.6854844,-0.20292734,0.25036594,0.8008904
-9.792285,7.4004774,-8.81976,0.39707732,-0.052996907,0.005539375,6370.806931,36.00331099,-34.11469621,-0.3068023,0.32379192,-3.6048186,-0.16326593,0.24143682,0.8725284
9.382398,1.3445837,1.3263878,-0.4270645,0.0459129,-0.06881608,6370.800973,38.43161032,-32.54184326,-0.2926571,0.34563038,-3.5504644,-0.19072384,0.2622714,0.8755133
-7.765354,4.708437,-16.183367,0.41785,-0.020346552,0.061199445,6370.828955,37.2189792,-28.18119256,-0.25344038,0.3347235,-3.5152128,-0.18767296,0.2354841,0.75910157
-0.6775591,4.280833,-7.524497,0.2558765,-0.011824436,0.048203215,6370.854823,35.92927384,-23.64135373,-0.21261229,0.32312366,-3.4871504,-0.22428347,0.25631866,0.77701104
1.1975797,-14.551958,-20.96028,-0.7103716,0.16394421,-0.17763285,6370.886406,34.04550867,-16.9796598,-0.15270193,0.30618116,-3.4665484,-0.17546944,0.30394053,0.7859658
0.18435353,-2.0044258,-4.7611094,0.11861719,-0.11201256,0.055606805,6370.906784,32.85554292,-10.40475418,-0.093572244,0.2954787,-3.4497821,-0.16936769,0.28608233,0.815815
3.712928,19.708113,-12.820472,-0.031052459,0.29017803,-0.1486044,6370.921904,31.31039147,-3.840297362,-0.034536626,0.2815823,-3.4351356,-0.14496069,0.25929505,0.77701104
7.9501863,-8.874827,-13.429557,-0.53130066,0.085594,-0.22572955,6370.923884,31.00653852,2.907906796,0.026151435,0.27884963,-3.417413,-0.09004489,0.26524776,0.75910157
2.773922,10.572795,1.3268666,0.69801456,0.034301516,0.3641074,6370.921158,30.38227795,9.028280683,0.081193306,0.2732357,-3.3964024,-0.074790515,0.19083858,0.7531317
-5.600996,-20.982304,-0.3605668,0.25790054,0.021465078,-0.053369753,6370.906819,30.94239438,15.16148288,0.13635062,0.27827352,-3.3705301,-0.062587,0.22060226,0.83073956
-0.34955344,13.227487,-11.341813,1.0255834,0.09970875,0.18429075,6370.899977,30.12598207,19.1549396,0.17226477,0.2709317,-3.3459535,-0.025976487,0.2444132,0.79790545
-7.0782185,-16.846561,-23.727018,0.91346425,-0.10721887,0.10801782,6370.89275,28.93138637,23.01179785,0.20695052,0.2601888,-3.3190336,-0.044281743,0.21464951,0.74716187
-3.386359,-23.05329,-12.209471,0.076272935,0.100720756,-0.06317018,6370.904962,24.24322829,24.96458708,0.2245125,0.21802679,-3.294272,-0.13580805,0.21762589,0.72029763
-7.418195,-4.390966,5.386475,-0.37646446,0.13475595,-0.03190467,6370.916615,19.13641616,26.38712447,0.23730579,0.17209966,-3.267802,-0.18462206,0.22060226,0.72925234
3.1651347,-4.3646297,-12.558545,0.1778459,0.13241237,-0.25092304,6370.940884,13.93932449,23.64201423,0.21261823,0.12536032,-3.2470279,-0.14801155,0.23250774,0.7382071
0.5176264,-1.6654068,-10.38078,-0.031851407,0.03733752,-0.04479437,6370.95902,8.916397208,21.03968756,0.1892148,0.08018755,-3.216071,-0.11445191,0.2354841,0.7441769
-7.130411,-4.984249,-29.584194,0.44783717,0.6236591,-0.04921522,6370.974109,5.256621691,17.38592011,0.15635553,0.047274116,-3.1885028,-0.16936769,0.26822415,0.79790545
-3.7909791,-11.273818,8.331821,0.8855011,0.26019084,-0.014061491,6370.984763,2.778071901,13.65410274,0.12279439,0.024983859,-3.1526299,-0.20597821,0.22953136,0.7829809
5.5842366,-9.217197,-4.045722,-0.2560896,-0.096033596,0.029028457,6370.993386,3.690728994,8.405222067,0.07559,0.033191554,-3.1234238,-0.029027361,0.13726398,0.7650714
-4.787925,-3.1718385,-33.74723,0.08325042,0.14365092,-0.06732471,6370.996636,4.804627966,4.446770932,0.039990775,0.043209072,-3.1047215,0.025888413,0.11047668,0.72626746
1.4116215,22.798548,-20.066284,1.0074738,0.045220476,0.05896239,6370.996441,5.521595097,3.85432282,0.03466276,0.049656913,-3.12033,0.17538136,0.13131125,0.72626746
1.5658079,15.065754,3.1488543,-0.21268006,-0.3606453,0.105514444,6370.995755,5.6827441,4.66906232,0.04198989,0.051106166,-3.1417887,0.24860239,0.12833488,0.6128406
-2.6058493,-16.171875,24.047842,0.6382,-0.42296326,-0.024820663,6370.995324,5.398308644,5.51723093,0.049617656,0.04854818,-3.1549091,0.26690763,0.009280209,0.51732326
-8.1623125,-3.491225,4.09217,-0.8007593,-1.3056414,-0.2842126,6370.994505,4.382509434,7.127978045,0.06410346,0.039412882,-3.1472602,0.26690763,0.11047668,0.7143278
-5.950549,-5.7187905,0.7326257,-0.5863216,-0.51729244,0.1532383,6370.995594,3.708749849,6.510293695,0.058548488,0.033353608,-3.137905,0.15402521,0.13428761,0.7113429
2.4468741,-7.6643186,-25.13816,-0.35521245,-0.18114823,-0.04724448,6370.996523,2.342768183,6.23030412,0.05603048,0.021069031,-3.125497,0.08690594,0.14321671,0.708358
0.5837064,6.9805346,-3.377261,-0.029933931,0.11957593,-0.25662223,6370.998578,1.491436452,3.986049865,0.03584741,0.013412813,-3.1256874,0.03809192,0.2533423,0.6188104
8.998368,5.941451,-9.812876,-0.9287509,0.32884714,-0.00181095,6370.999364,-0.328087826,2.828682086,0.02543895,-0.002950565,-3.1190977,-0.001569475,0.12833488,0.633735
-2.0269313,-16.042109,2.2424095,0.4342018,-0.19110845,0.05049354,6370.999344,-1.755636879,2.298019131,0.020666583,-0.015788823,-3.1179328,-0.007671229,0.21464951,0.69044846
2.8931534,-0.33135754,-7.69688,0.50120693,0.13954964,-0.000266316,6370.997491,-3.84838153,4.14252945,0.037254665,-0.034609336,-3.1063135,-0.09919753,0.18488584,0.6964183
3.1335313,-4.8726797,21.521479,-1.3140037,-0.5728992,-0.2605104,6370.994449,-4.04053822,7.375995389,0.066333935,-0.03633746,-3.1042264,-0.15716419,0.18488584,0.69044846
0.49081135,-8.93947,-12.4785795,0.65439194,-1.0761302,0.2021872,6370.983373,-5.164540099,13.60854183,0.12238465,-0.046445936,-3.093849,0.11741471,0.20274405,0.7829809
8.305007,10.745657,-20.322464,0.3581952,0.24959147,-0.03781689,6370.959894,-6.407930854,21.67864227,0.19496109,-0.05762825,-3.0860033,-0.34326765,0.1967913,0.63671994
-8.066545,6.1593237,-32.228348,1.4335265,0.1774198,-0.0128897,6370.918121,-8.290755314,31.21796415,0.28075102,-0.07456147,-3.0945778,0.056397177,0.033091143,0.7113429
8.407001,1.8291701,-9.655815,-0.18168086,-0.4236557,-0.14865766,6370.87552,-9.57782192,38.65713827,0.34765413,-0.08613704,-3.1260107,-0.08699402,0.22953136,0.7680563
-3.9643192,4.3703756,-18.530163,-0.19473034,-0.48315072,0.15563515,6370.828144,-10.83150361,45.52399757,0.40941063,-0.097412586,-3.1487157,0.007583154,0.17893311,0.7382071
3.5745432,5.8600483,-3.842215,-0.13438311,-0.18610169,-0.1212271,6370.835784,-9.477983763,44.75020816,0.4024516,-0.08523969,-3.1557465,-0.04123087,0.14619309,0.6814937
-0.8676587,8.270531,-19.231186,1.4359233,0.28336033,0.006338324,6370.849298,-8.325628005,43.02215102,0.38691044,-0.0748759,-3.1553473,-0.06563788,0.050949346,0.669554
-1.299094,-11.16129,-16.989256,-0.12596752,0.12378374,0.032117724,6370.916382,-5.447047382,32.18351334,0.28943452,-0.048987105,-3.1510892,-0.038179994,0.14024034,0.7113429
12.757264,-1.4403518,-15.125608,-0.06801714,0.36991307,0.002769688,6370.961355,-2.850680116,22.00658865,0.1979104,-0.025636936,-3.1470437,-0.047332626,0.14916945,0.70537305
-5.3127337,-16.862843,-10.09156,-0.91868407,0.004101269,-0.06625945,6370.988824,-0.067207652,11.93330245,0.10731883,-0.000604414,-3.1376402,-0.013772981,0.11940578,0.64865965
-2.773922,12.495338,-21.142715,-0.2766492,0.17044231,-0.19361182,6370.998721,2.221924689,3.370706807,0.030313496,0.019982252,-3.1270747,-0.010722104,0.15809855,0.7143278
8.67132,-11.589852,-9.505939,-0.68906635,0.00149137,-0.12708606,6370.99834,3.770034535,-2.635052374,-0.023697596,0.03390474,-3.115866,-0.013772981,0.15512218,0.8217848
-0.13742718,10.57088,-6.3896456,1.3295566,-0.12990901,0.08165252,6370.994152,4.770111755,-7.194157888,-0.06469863,0.042898677,-3.1063843,0.025888413,0.12238215,0.66656905
6.3350577,5.04171,25.413015,0.29816753,-0.5652826,0.07621968,6370.992774,4.281703216,-8.587563237,-0.077229835,0.03850632,-3.098227,0.04724455,0.15809855,0.72626746
-4.23247,-3.2853239,-12.225273,-0.59196746,-0.07201187,0.1387507,6370.992171,3.723464269,-9.267974888,-0.08334893,0.033485956,-3.095617,-0.038179994,0.17595674,0.72029763
0.27820626,0.046926353,-2.7404032,-0.52379054,-0.31451932,-0.3234143,6370.994662,3.000154028,-7.682295055,-0.069088556,0.026981054,-3.0949147,-0.007671229,0.15809855,0.74716187
-1.1391612,-18.783949,-33.950737,0.3274623,0.08665926,-0.027803402,6370.996587,2.36967281,-6.154068915,-0.05534488,0.02131099,-3.0891497,-0.001569475,0.16405128,0.7322373
3.1502907,24.264755,8.442913,0.18594192,-0.0912399,0.071798824,6370.998328,2.074001296,-4.123909307,-0.03708721,0.018651946,-3.0808399,-0.080892265,0.15214582,0.73522216
10.852917,19.07652,-24.563074,1.6046079,-0.058536284,0.06844324,6370.999329,1.759527029,-2.335010901,-0.020999258,0.015823808,-3.0737512,-0.12665541,0.15214582,0.7113429
-7.330088,3.5285745,-0.8303092,-0.98446417,0.21885858,-0.12926984,6370.999713,1.619520821,-1.020027085,-0.009173324,0.014564701,-3.0718567,0.068600684,0.101547584,0.7919356
2.819891,-9.509291,-17.453253,-0.24490431,-0.72294176,-0.19568908,6370.999857,1.347659372,0.005326237,4.79E-05,0.012119792,-3.0700788,-0.15716419,0.14024034,0.72925234
-5.145618,11.984416,-31.727005,0.93045527,-0.019121498,-0.13374396,6370.999961,0.535154382,0.463091509,0.004164682,0.004812759,-3.0730062,-0.03207824,0.11047668,0.79790545
7.996155,-4.885129,12.520238,-0.36868805,-0.44932857,0.08772453,6370.999937,-0.144005101,0.886052434,0.007968461,-0.001295069,-3.0764365,-0.07173964,0.13726398,0.7143278
4.850174,-14.264175,-18.498081,0.74291545,0.07339672,0.15542209,6370.999864,-0.692071318,1.122156621,0.010091797,-0.006223947,-3.0766957,-0.077841386,0.09261848,0.67850876
2.5780766,5.333324,-8.942822,-0.09491506,0.008042747,-0.082717784,6370.99976,-1.168370653,1.303156273,0.011719566,-0.01050741,-3.07648,-0.022925612,0.11345305,0.67850876
2.4851813,-1.4197617,-28.490044,0.1325189,0.076272935,-0.15925704,6370.999652,-1.555872384,1.419806753,0.012768629,-0.013992297,-3.0768344,-0.047332626,0.14916945,0.6605993
-2.731784,4.495832,-2.1121647,-1.1245998,-0.000745685,-0.032330777,6370.99955,-1.891856838,1.465967436,0.013183762,-0.017013878,-3.0857582,-0.004620352,0.14619309,0.7322373
5.735071,-2.670014,-5.5880666,-0.07957526,0.34637073,0.0320112,6370.999458,-2.18033037,1.468926444,0.013210373,-0.019608183,-3.0972593,0.001481401,0.13428761,0.66656905
0.84658974,14.58835,-6.7861257,-0.89088064,-0.2833071,-0.04772385,6370.999362,-2.399999146,1.541212929,0.013860461,-0.021583712,-3.10243,0.016735783,0.15809855,0.6755238
7.181169,-7.1725497,-2.3391352,0.1365669,-0.3134008,-0.06657903,6370.99926,-2.513870277,1.7626336,0.015851745,-0.02260778,-3.1003017,0.041142795,0.12238215,0.7113429
-2.342487,5.4487243,-3.0942664,0.57822555,-0.33103094,0.087937586,6370.99916,-2.650992156,1.916919334,0.01723927,-0.023840947,-3.0966425,0.074702434,0.13726398,0.74119204
13.367785,10.129389,15.380352,-0.14668691,0.61657506,0.21225394,6370.99902,-3.186290398,1.528618436,0.013747196,-0.028655,-3.0926368,-0.001569475,0.14024034,0.7173127
7.8381376,-8.3021345,-3.511815,-0.44645235,-0.09422264,-0.23297334,6370.998664,-4.052827602,0.77368051,0.006957876,-0.036447957,-3.0900855,0.007583154,0.11642942,0.6755238
2.7068844,-9.076419,-14.415488,1.0376742,0.15899073,0.17246632,6370.998068,-4.87751178,-0.90911415,-0.00817586,-0.043864522,-3.0906615,-0.04123087,0.06285481,0.69044846
-3.3944993,-0.671813,-18.156668,0.55436367,0.13060142,0.14679344,6370.996346,-6.22460434,-2.794396135,-0.025130609,-0.055979226,-3.0912297,-0.074790515,0.11642942,0.7531317
1.889504,-4.9981356,-9.884222,0.09960223,0.9541574,-0.01981392,6370.994648,-6.971882132,-4.425886861,-0.03980296,-0.06269967,-3.0908582,-0.1815712,0.1253585,0.7322373
7.171113,3.274789,-4.732858,0.59180766,-0.42067292,0.2198706,6370.992834,-7.598279646,-5.794733994,-0.052113302,-0.068333015,-3.089615,-0.22733435,0.11642942,0.779996
-3.8149211,-19.3327,-15.7916765,-0.5844574,0.5826464,-0.018109497,6370.991832,-7.672776284,-6.723312704,-0.060464215,-0.06900299,-3.0881844,-0.013772981,0.16405128,0.83073956
-0.26671407,-1.880406,5.020162,-0.9760485,-0.6866162,-0.19696741,6370.99146,-7.361402783,-7.390770405,-0.06646681,-0.066202745,-3.0872893,-0.08699402,0.11642942,0.7232826
-3.2925065,-4.3449974,6.896259,0.15941684,-0.46003446,0.029134983,6370.99119,-6.576700574,-8.307073725,-0.07470733,-0.05914575,-3.0869899,-0.09614664,0.15214582,0.72029763
0.34955344,-10.787315,-20.468988,-0.77854854,-0.06780408,-0.19409119,6370.989456,-6.204993956,-9.790131224,-0.0880448,-0.055802926,-3.0869982,-0.08394314,0.16405128,0.7710412
7.6561785,6.492596,11.5951185,0.460141,0.01257012,0.03057309,6370.985188,-6.081995038,-12.31845985,-0.11078264,-0.054696806,-3.0885448,-0.013772981,0.14321671,0.74119204
-2.7365725,2.4985888,-3.5917816,1.0679809,-0.080960095,0.24096282,6370.977511,-6.050564884,-15.80965176,-0.14217976,-0.054414213,-3.09136,-0.03207824,0.11047668,0.5949311
-1.8114531,-10.152372,-10.483731,0.7999071,0.03121225,0.089695275,6370.961686,-5.778950418,-21.32613523,-0.1917909,-0.051971648,-3.0932107,0.03809192,0.1253585,0.6874635
5.8452044,15.867332,9.663956,1.7390442,0.23760724,0.06428871,6370.93797,-4.968768201,-27.67127754,-0.24885456,-0.044685632,-3.0896611,0.099109456,0.07476028,0.58597636
6.5294666,7.3109345,-11.956643,0.9309346,0.09289107,-0.08357,6370.908697,-3.669579434,-33.91034287,-0.30496448,-0.03300179,-3.0852077,0.01063403,0.11047668,0.7023881
-4.5164223,3.8235402,-21.783884,-0.14434333,-0.010972224,-0.13427658,6370.874225,-2.018230982,-39.98161698,-0.35956568,-0.018150745,-3.080454,0.068600684,0.1253585,0.70537305
-11.067437,-17.50353,-28.812302,-0.6913034,-0.2854376,-0.06897587,6370.85091,0.165001293,-43.58508012,-0.3919731,0.001483927,-3.082907,0.12961821,0.12238215,0.6994032
3.8680723,-4.4072466,-19.137812,-0.029827405,0.031638354,-0.19531624,6370.833875,1.577217241,-45.98091798,-0.41351992,0.014184625,-3.0898275,0.074702434,0.107500315,0.6516445
4.003105,-1.022803,-15.5580015,-0.119043306,-0.15520903,0.008628642,6370.835448,2.609551911,-45.71531465,-0.41113123,0.023468869,-3.091978,-0.013772981,0.12833488,0.69343334
-3.182373,8.12592,-15.157691,-0.264878,-0.15478294,-0.09635317,6370.843323,3.363273134,-44.55379048,-0.40068513,0.030247383,-3.0883477,-0.019874735,0.11345305,0.69343334
3.1536427,4.3651085,1.7913418,0.94536895,-0.4001666,0.37305564,6370.859979,4.664831267,-41.98050012,-0.37754244,0.04195275,-3.0854275,0.022837538,0.17000401,0.8217848
-1.9929335,-2.6254816,-31.533073,-0.038988683,0.13225259,0.026152244,6370.874106,5.800802538,-39.62916707,-0.35639596,0.052168887,-3.0838077,-0.19987646,0.1253585,0.77701104
2.6202145,4.5959096,-0.7383718,0.009321064,0.33305493,0.08703211,6370.881444,7.255725149,-38.18344983,-0.34339407,0.06525349,-3.083524,-0.13885891,0.14024034,0.80387527
-13.804009,-19.707153,-10.677182,-0.5432849,-0.20969732,-0.004420848,6370.882579,7.855980907,-37.87411439,-0.3406121,0.0706518,-3.085694,-0.13580805,0.14916945,0.74119204
9.579201,-11.33463,11.124898,-0.0690824,-0.006072008,-0.013315806,6370.873088,7.511668811,-39.50530054,-0.35528198,0.067555375,-3.0884933,-0.047332626,0.16405128,0.73522216
-9.975681,-6.4945116,-4.1936836,0.98403805,-0.5170261,-0.04079963,6370.851043,5.747610102,-43.18510679,-0.38837597,0.051690694,-3.0873814,-0.09919753,0.19381495,0.6158255
21.577984,2.60968,8.135497,0.88699245,0.5812616,-0.05273059,6370.81301,2.416662626,-48.75190012,-0.43844065,0.021734206,-3.0889275,0.062498935,-0.03238893,0.5770216
3.2872388,-26.517698,-13.0234995,-0.40618536,-0.5004613,0.05784386,6370.754063,-1.353295892,-55.96281957,-0.5032922,-0.012170952,-3.088103,-0.0503835,0.1253585,0.5770216
1.5380353,6.789956,-14.791858,0.9584717,-0.16538231,0.17832528,6370.684485,-5.792824046,-63.13983125,-0.56783944,-0.052098684,-3.0835755,-0.056485254,0.12833488,0.5591121
4.922,6.268499,-10.197384,0.35798213,-0.59883845,-0.15014902,6370.601976,-9.914372202,-70.52066183,-0.6342205,-0.08916759,-3.0814075,-0.12360454,0.09857122,0.54717237
2.7485435,-5.7681108,-25.9565,0.36187035,0.2548645,-0.027164243,6370.538249,-14.56153342,-75.30856845,-0.677282,-0.13096428,-3.0822341,-0.047332626,0.19381495,0.6009009
-1.6175227,0.8025364,-23.294147,0.30051112,-0.043409526,-0.21161479,6370.482353,-17.98688641,-79.19637328,-0.71224844,-0.16177267,-3.0845177,-0.07173964,0.15214582,0.6307501
4.5896845,11.315954,28.318138,0.11265171,-0.22690132,0.2249306,6370.473768,-20.58553698,-79.25407009,-0.71276736,-0.18514483,-3.0887747,-0.08699402,0.26822415,0.6994032
-0.045968674,-2.8462272,-32.48884,-0.26626286,-0.9481386,-0.11893678,6370.483875,-21.91562821,-78.07626535,-0.7021743,-0.19710717,-3.0933518,-0.22733435,0.19381495,0.7441769
-0.6655881,2.6690562,-13.007219,0.64416546,0.14972292,-0.24335966,6370.536684,-21.73379155,-73.69530043,-0.66277254,-0.19547014,-3.0937047,-0.20597821,0.19381495,0.8277546
-2.895069,5.32662,-16.81831,-0.4902347,-0.31968588,-0.039574575,6370.585637,-20.98023317,-69.56630343,-0.62563723,-0.18869136,-3.0950136,-0.044281743,0.1253585,1.0128195
0.11252748,-6.4107146,-12.469003,-0.31377366,-0.18956381,0.07137272,6370.642415,-18.95411653,-64.78392772,-0.5826259,-0.17046753,-3.1000717,-0.07173964,0.1610749,0.84566414
-5.8389792,1.7353173,-10.572795,0.57375145,-0.11803131,-0.18540928,6370.676456,-16.55379827,-62.03596242,-0.55791163,-0.14887911,-3.102944,-0.117502786,0.08071301,0.7859658
-1.5667657,7.753383,-6.721003,-0.27542415,-0.12357068,-0.18343854,6370.686502,-13.82045954,-61.67246221,-0.55464244,-0.1242963,-3.1051095,-0.09614664,0.12833488,0.73522216
