accelerometer_m_s2[1],accelerometer_m_s2[2]
0.2674091,-0.52993596
0.27889526,-0.51515347
0.27642432,-0.53374606
0.25957525,-0.57446396
0.2617404,-0.5308062
0.2626008,-0.581817
0.25404936,-0.52436596
0.26245278,-0.55488807
0.24638687,-0.53112555
0.26005954,-0.51443565
0.25104672,-0.5411532
-0.895685,-1.8665073
-1.3935095,-2.5259936
-1.6305788,-2.8237803
-1.7375956,-2.8590171
-1.7660611,-2.8798566
-1.8300064,-2.9740832
-1.8017128,-2.9509406
-1.8242717,-2.9498844
-1.8237973,-2.9468133
-1.8290807,-3.0300286
-1.8257989,-3.0096548
-1.8850132,-3.0091136
-1.8121412,-3.0298185
-1.8830302,-3.0068638
-1.8198557,-2.9296136
-1.8501133,-3.0109475
-1.8386078,-2.9837744
-1.8304572,-3.0024765
-1.8396755,-2.9893425
-1.8382267,-3.0290053
-1.8956316,-3.0083103
-1.8343852,-2.973798
-1.8462231,-2.9639516
-1.8537263,-2.978254
-1.9174265,-2.9951777
-4.564031,-7.622084
-6.024258,-9.754423
-6.2783294,-10.115331
-6.3297014,-10.192707
-6.321779,-10.179906
-6.3427205,-10.215722
-6.334453,-10.205101
-6.3258586,-10.186496
-6.350653,-10.233642
-6.3484244,-10.230024
-6.3468785,-10.226467
-6.34246,-10.220199
-6.3389626,-10.212401
-6.3196096,-10.177887
-6.3332753,-10.204598
-6.352002,-10.235549
-6.3386865,-10.208874
-6.341247,-10.216195
-6.3539195,-10.242841
-6.349186,-10.228714
-6.3443627,-10.22094
-6.342846,-10.222925
-6.349845,-10.229656
-6.333697,-10.200831
-6.3411803,-10.21924
-3.9208946,-9.923989
-5.1870785,-12.450576
-5.457356,-12.894704
-5.453062,-13.065421
-5.3934135,-13.161148
-5.4039927,-13.106642
-5.4279833,-13.112775
-5.443198,-13.101078
-5.4437575,-13.108917
-5.4373856,-13.119283
-5.4344254,-13.120457
-5.4560914,-13.080326
-5.4171166,-13.148748
-5.365629,-13.189986
-5.369548,-13.138193
-5.388988,-13.157678
-5.405117,-13.115766
-5.4439187,-13.082509
-5.396808,-13.162711
-5.379142,-13.165327
-5.372279,-13.177815
-5.348845,-13.198469
-5.3375707,-13.212571
-5.325064,-13.232711
-5.2925577,-13.226873
-4.255975,-9.71404
-6.0813456,-12.057431
-6.6321087,-12.259164
-6.769716,-12.239581
-6.8145504,-12.23114
-6.815235,-12.246926
-6.81589,-12.253099
-6.82478,-12.204261
-6.8241014,-12.241561
-6.8162007,-12.262151
-6.8240447,-12.190539
-6.826307,-12.176538
-6.8274026,-12.165299
-6.82315,-12.233952
-6.8266497,-12.19406
-6.8312125,-12.203211
-6.8311305,-12.191897
-6.8301096,-12.212184
-6.826875,-12.216981
-6.826877,-12.20185
-6.82321,-12.23909
-6.8247294,-12.21137
-6.828202,-12.209882
-6.8267303,-12.185262
-6.821533,-12.195363
1.515955,-5.330428
3.4804943,-5.645007
4.719535,-5.0537496
5.3349266,-4.658757
5.515128,-4.5980535
5.557208,-4.6219625
5.570342,-4.633987
5.5936937,-4.595276
5.6325016,-4.5164704
5.58393,-4.633589
5.571801,-4.657998
5.625092,-4.537209
5.5514736,-4.7033143
5.5713606,-4.660019
5.6487427,-4.4870152
5.6409063,-4.49932
5.5969567,-4.605589
5.6328053,-4.5271897
5.6131377,-4.5700836
5.619835,-4.5484223
5.5969267,-4.608178
5.6527386,-4.4753923
5.613621,-4.568894
5.6297693,-4.52977
5.600701,-4.595096
2.6582327,-4.6352167
4.3218856,-6.2167597
4.8364086,-6.553917
4.998124,-6.7100277
5.047253,-6.667323
5.03632,-6.7224073
5.042733,-6.6909456
5.0425386,-6.7043457
5.022916,-6.7017136
5.033103,-6.718295
5.045136,-6.696604
5.0302787,-6.714102
5.029822,-6.7332582
5.034118,-6.704832
5.025532,-6.6833973
5.0424075,-6.7175007
5.0546484,-6.68176
5.0304027,-6.707904
5.0380073,-6.695401
5.047424,-6.7274656
5.0387325,-6.7014246
5.0507383,-6.707098
5.0390224,-6.693345
5.048699,-6.689541
5.028835,-6.6958942
1.7074115,-5.69414
3.3441265,-6.823454
4.1338835,-6.866657
4.4290934,-6.858259
4.678086,-6.7666306
4.7296295,-6.758183
4.7049494,-6.7938066
4.6886454,-6.7890177
4.6727915,-6.849597
4.7203093,-6.814385
4.70382,-6.8206544
4.7595906,-6.7528677
4.6947145,-6.799243
4.769833,-6.742878
4.776781,-6.7470365
4.664715,-6.8203554
4.7003603,-6.8288603
4.640993,-6.8561497
4.732676,-6.8118124
4.7683916,-6.756522
4.7386727,-6.753104
4.6856413,-6.825847
4.6533093,-6.838281
4.711586,-6.826691
4.7049522,-6.82326
0.3118884,-4.002081
0.8347327,-4.562035
1.1895438,-4.4411306
1.507909,-4.2472715
1.597109,-4.1841297
1.7241657,-4.130304
1.8274834,-4.0677867
1.8768474,-4.0540295
1.8214561,-4.1460166
1.9362664,-4.093083
1.9107968,-4.079433
1.9628698,-4.027838
1.9381714,-4.0695806
1.9509207,-4.125913
1.9974383,-4.064371
1.9623548,-4.118498
1.9801952,-4.096644
1.9457427,-4.139523
1.9445115,-4.1524053
1.9407024,-4.164391
2.0016918,-4.082396
1.9623104,-4.17377
2.0561595,-4.0159526
2.0806584,-4.0721216
2.053953,-4.0256243
-0.9117465,-7.2466226
-1.4778172,-11.513428
-1.5727143,-12.372419
-1.41445,-12.289795
-1.3942015,-12.4076395
-1.141952,-12.157919
-1.0444111,-12.071319
-1.1429325,-12.196324
-1.0845988,-12.187654
-1.3368992,-12.585076
-1.2349335,-12.34992
-1.0599486,-12.11987
-1.2932742,-12.410543
-1.3186182,-12.459584
-1.2801129,-12.333312
-1.1345967,-12.159137
-1.1890898,-12.2263
-1.3459392,-12.481444
-1.2728658,-12.387521
-1.1592053,-12.204682
-1.2169609,-12.271443
-1.2693497,-12.3249855
-1.0435282,-12.055333
-1.2304322,-12.301521
-1.1888473,-12.240681
-2.1602035,-7.725003
-3.5134032,-10.504984
-4.3070493,-10.946566
-4.8667088,-11.396205
-5.125224,-11.467396
-5.2970786,-11.663842
-5.3717704,-11.630985
-5.276051,-11.407882
-5.3144064,-11.439132
-5.3053236,-11.444502
-5.399425,-11.623753
-5.288492,-11.417824
-5.40198,-11.59435
-5.302377,-11.393952
-5.355885,-11.525549
-5.2459774,-11.328972
-5.3315063,-11.461899
-5.3486557,-11.529117
-5.408117,-11.652227
-5.3369246,-11.4861965
-5.3468876,-11.507357
-5.3659644,-11.537888
-5.40738,-11.627534
-5.352341,-11.549884
-5.2664065,-11.36717
-0.050689314,-6.205499
0.8864157,-7.925963
2.141132,-7.096305
3.0124955,-6.21401
3.4346797,-5.8502207
3.6770012,-5.686958
3.8719342,-5.4346056
3.9739325,-5.3407826
4.035588,-5.4200654
4.091199,-5.488815
4.183354,-5.306444
4.15964,-5.558324
4.2170467,-5.416574
4.262498,-5.251839
4.2590585,-5.214257
4.2421017,-5.469531
4.2702813,-5.407181
4.3130164,-5.1864614
4.2958746,-5.262474
4.2955723,-5.2628427
4.270122,-5.4612594
4.3155994,-5.2815948
4.296155,-5.4175797
4.3233237,-5.280695
4.322714,-5.3093314
0.08234385,-5.465123
1.0864313,-7.0955234
2.2761998,-6.8360085
3.2157795,-6.2077765
3.834717,-5.7030783
4.1476502,-5.419457
4.3085155,-5.3650002
4.3750834,-5.385649
4.440822,-5.307965
4.485267,-5.2498784
4.4888816,-5.286192
4.504281,-5.2580338
4.5080605,-5.280487
4.523425,-5.269281
4.532356,-5.225972
4.5249705,-5.279627
4.5246453,-5.255331
4.5219536,-5.253048
4.5476484,-5.21066
4.554466,-5.1556687
4.5275216,-5.270993
4.5263944,-5.217656
4.5295386,-5.2052593
4.540485,-5.1884933
4.5427775,-5.1794004
-1.889087,-7.205339
-3.21753,-10.319034
-3.9602497,-10.969438
-4.493878,-11.37532
-4.8055425,-11.589417
-4.954997,-11.554385
-5.1643114,-11.416321
-5.338353,-11.336465
-5.4965425,-11.5367775
-5.5010653,-11.600741
-5.5261736,-11.621535
-5.5409694,-11.749841
-5.545216,-11.630679
-5.5472875,-11.586188
-5.593217,-11.365385
-5.6914144,-11.557835
-5.6696696,-11.585037
-5.6347556,-11.459601
-5.6745954,-11.5864935
-5.6512313,-11.429969
-5.650453,-11.684844
-5.652856,-11.683423
-5.6079307,-11.725987
-5.5729375,-11.554877
-5.597841,-11.465912
0.25952536,-5.8337784
1.5548161,-7.144657
3.0269997,-7.1277685
4.2101574,-6.5943775
4.866275,-6.223874
5.215685,-5.989193
5.342913,-5.96733
5.464275,-5.826297
5.516287,-5.8071175
5.584736,-5.671051
5.5379186,-5.795624
5.5702386,-5.684428
5.5009985,-5.891864
5.475887,-5.9566545
5.6092296,-5.7086706
5.5502334,-5.8009977
5.49604,-5.9204073
5.528561,-5.8503227
5.5282598,-5.864707
5.5896697,-5.722106
5.580432,-5.7231874
5.5858736,-5.73911
5.5622025,-5.7912464
5.621299,-5.657033
5.5475564,-5.8089895
-0.25178814,-5.7537985
0.14381647,-7.828718
0.5795498,-8.4558115
1.0018189,-8.704039
1.3544927,-8.800175
1.641098,-8.770575
1.8267245,-8.68969
1.8945079,-8.71826
1.9275358,-8.765205
1.9701378,-8.755378
1.9607146,-8.792452
1.9667754,-8.804114
1.9867299,-8.787134
1.9941638,-8.772932
1.9474435,-8.863314
1.9565129,-8.842409
1.9698441,-8.844806
1.9444165,-8.891182
1.9895537,-8.833909
1.9943008,-8.840008
1.9602611,-8.902265
1.9495802,-8.921638
1.9826458,-8.890358
1.9674041,-8.925964
1.9599869,-8.946707
-1.216589,-3.8258376
-1.7521374,-5.173797
-2.261887,-5.751955
-2.463286,-6.055527
-2.5310304,-6.104073
-2.4440396,-5.748684
-2.4514759,-5.93892
-2.3957267,-5.8906593
-2.367088,-5.9283643
-2.2233734,-5.4855037
-2.2471044,-5.5799747
-2.2897046,-5.690812
-2.2592258,-5.5684114
-2.115536,-5.088627
-2.2647333,-5.557199
-2.359689,-5.9922986
-2.2576523,-5.6500173
-2.2661865,-5.634966
-2.1819885,-5.3498964
-2.2934453,-5.696894
-2.3356452,-5.8700957
-2.2141683,-5.487328
-2.2455616,-5.537457
-2.2574935,-5.5440984
-2.3470004,-5.8628225
-0.50820714,-6.5010395
0.4762898,-9.264664
1.9399881,-9.7935095
3.0719838,-9.696751
3.711834,-9.513685
4.021251,-9.424557
4.1680245,-9.393915
4.2442765,-9.335749
4.265651,-9.411055
4.2876296,-9.392771
4.2944155,-9.3694315
4.2972293,-9.376378
4.309352,-9.328734
4.2966805,-9.3959465
4.2979326,-9.40209
4.3134203,-9.300223
4.302558,-9.458068
4.301144,-9.353699
4.3000026,-9.409136
4.307347,-9.33356
4.2975955,-9.377946
4.301238,-9.388436
4.3131366,-9.307842
4.3009315,-9.389465
4.300547,-9.362282
-2.3173459,-7.639556
-3.610568,-10.918719
-4.1376524,-12.05344
-4.3180437,-12.2682295
-4.433029,-12.235576
-4.4911537,-12.651375
-4.477323,-12.360565
-4.4986796,-12.274599
-4.5272665,-12.318015
-4.5266294,-12.408755
-4.5078597,-12.397929
-4.49876,-12.530189
-4.5016837,-12.786696
-4.442652,-12.431946
-4.4487634,-12.484153
-4.4595966,-12.383575
-4.4533424,-12.535166
-4.430987,-12.528727
-4.4354963,-12.177936
-4.4956994,-12.326684
-4.515764,-12.584302
-4.504775,-12.286929
-4.5560613,-12.151139
-4.622919,-12.343708
-4.643655,-12.308254
-0.07832737,-7.43492
1.0104291,-10.043679
2.2382464,-10.660537
2.9925737,-10.396259
3.408162,-10.223109
3.5733345,-10.21583
3.6775825,-10.056017
